,FA_20240301_2H_yeast_1.3.2.1r#1,FA_20240301_2H_yeast_1.3.3.1r#2,FA_20240301_2H_yeast_1.3.4.1r#3,FA_20240301_2H_yeast_1.3.5.1r#4,FA_20240301_2H_yeast_1.3.6.1r#5,FA_20240301_2H_yeast_1.3.7.1r#6,FA_20240301_2H_yeast_1.3.8.1r#7,FA_20240301_2H_yeast_1.3.9.1r#8,FA_20240301_2H_yeast_1.3.10.1r#9,FA_20240301_2H_yeast_1.3.11.1r#10,FA_20240301_2H_yeast_1.3.12.1r#11,FA_20240301_2H_yeast_1.3.13.1r#12,FA_20240301_2H_yeast_1.3.14.1r#13,FA_20240301_2H_yeast_1.3.15.1r#14,FA_20240301_2H_yeast_1.3.16.1r#15,FA_20240301_2H_yeast_1.3.17.1r#16,FA_20240301_2H_yeast_1.3.18.1r#17,FA_20240301_2H_yeast_1.3.19.1r#18,FA_20240301_2H_yeast_1.3.20.1r#19,FA_20240301_2H_yeast_1.3.21.1r#20,FA_20240301_2H_yeast_1.3.22.1r#21,FA_20240301_2H_yeast_1.3.23.1r#22,FA_20240301_2H_yeast_1.3.24.1r#23,FA_20240301_2H_yeast_1.3.25.1r#24,FA_20240301_2H_yeast_1.3.26.1r#25,FA_20240301_2H_yeast_1.3.27.1r#26,FA_20240301_2H_yeast_1.3.28.1r#27,FA_20240301_2H_yeast_1.3.29.1r#28,FA_20240301_2H_yeast_1.3.30.1r#29,FA_20240301_2H_yeast_1.3.31.1r#30,FA_20240301_2H_yeast_1.3.32.1r#31,FA_20240301_2H_yeast_1.3.33.1r#32,FA_20240301_2H_yeast_1.3.34.1r#33,FA_20240301_2H_yeast_1.3.35.1r#34,FA_20240301_2H_yeast_1.3.36.1r#35,FA_20240301_2H_yeast_1.3.37.1r#36,FA_20240301_2H_yeast_1.3.38.1r#37,FA_20240301_2H_yeast_1.3.39.1r#38,FA_20240301_2H_yeast_1.3.40.1r#39,FA_20240301_2H_yeast_1.3.41.1r#40,FA_20240301_2H_yeast_1.3.42.1r#41,FA_20240301_2H_yeast_1.3.43.1r#42,FA_20240301_2H_yeast_1.3.44.1r#43,FA_20240301_2H_yeast_1.3.45.1r#44,FA_20240301_2H_yeast_1.3.46.1r#45,FA_20240301_2H_yeast_1.3.47.1r#46,FA_20240301_2H_yeast_1.3.48.1r#47,FA_20240301_2H_yeast_1.3.49.1r#48,FA_20240301_2H_yeast_1.3.50.1r#49,FA_20240301_2H_yeast_1.3.51.1r#50,FA_20240301_2H_yeast_1.3.52.1r#51,FA_20240301_2H_yeast_1.3.53.1r#52,FA_20240301_2H_yeast_1.3.54.1r#53,FA_20240301_2H_yeast_1.3.55.1r#54,FA_20240301_2H_yeast_1.3.56.1r#55,FA_20240301_2H_yeast_1.3.57.1r#56,FA_20240301_2H_yeast_1.3.58.1r#57,FA_20240301_2H_yeast_1.3.59.1r#58,FA_20240301_2H_yeast_1.3.60.1r#59
2.99157,5.74501e+6,9.79015e+6,3.79471e+6,5.67253e+6,3.99351e+6,8.86172e+6,2.08854e+6,7.77044e+6,4.96320e+6,6.86812e+6,2.32606e+6,9.39114e+6,6.21795e+6,4.54979e+6,4.37095e+6,2.90855e+6,4.51694e+6,3.86625e+6,5.47032e+6,1.96187e+6,2.50090e+6,6.31067e+6,9.22114e+6,5.35455e+6,5.88547e+6,5.86046e+6,3.96137e+6,4.73461e+6,5.90608e+6,4.05256e+6,6.05457e+6,5.04663e+6,3.31561e+6,6.80832e+6,5.28912e+6,3.29673e+6,3.46646e+6,3.26896e+6,3.61366e+6,1.16085e+6,3.00916e+6,4.38966e+6,4.74069e+6,2.05447e+6,3.53673e+6,3.28986e+6,4.17103e+6,1.52145e+6,745810,2.14830e+6,1.72040e+6,3.70935e+6,8.63714e+6,2.88038e+6,2.34030e+6,2.12754e+6,308651,1.80194e+6,-897389
2.99361,5.98624e+6,9.78328e+6,3.80053e+6,5.66515e+6,4.05801e+6,8.95756e+6,2.13276e+6,7.78983e+6,5.10230e+6,6.77139e+6,2.28059e+6,9.31302e+6,6.05802e+6,4.75016e+6,4.38630e+6,2.99643e+6,4.67785e+6,3.62804e+6,5.27152e+6,1.96153e+6,2.62176e+6,6.35438e+6,9.25681e+6,5.24390e+6,5.96157e+6,5.75082e+6,3.83939e+6,4.95308e+6,5.79574e+6,4.07972e+6,6.14984e+6,4.93202e+6,3.25984e+6,6.83260e+6,5.33375e+6,3.23559e+6,3.36305e+6,3.23886e+6,3.53648e+6,1.14287e+6,3.05960e+6,4.42748e+6,4.65403e+6,2.09661e+6,3.57130e+6,3.38143e+6,4.19783e+6,1.46237e+6,888555,2.01248e+6,1.71658e+6,3.55288e+6,8.54783e+6,2.73331e+6,2.46894e+6,2.06755e+6,371279,1.58504e+6,-738733
2.99564,6.21157e+6,9.77255e+6,3.81964e+6,5.66559e+6,4.13439e+6,9.04880e+6,2.17919e+6,7.81263e+6,5.23359e+6,6.69553e+6,2.24151e+6,9.22348e+6,5.90686e+6,4.93022e+6,4.38485e+6,3.08751e+6,4.83885e+6,3.39490e+6,5.08255e+6,1.96025e+6,2.73582e+6,6.39572e+6,9.29025e+6,5.14237e+6,6.03168e+6,5.64728e+6,3.71098e+6,5.17878e+6,5.68977e+6,4.11243e+6,6.24892e+6,4.82224e+6,3.21185e+6,6.85084e+6,5.37129e+6,3.16613e+6,3.27710e+6,3.20395e+6,3.45285e+6,1.12466e+6,3.11515e+6,4.45140e+6,4.56593e+6,2.13193e+6,3.61538e+6,3.48460e+6,4.22465e+6,1.40097e+6,1.02534e+6,1.87219e+6,1.71898e+6,3.41199e+6,8.44264e+6,2.58784e+6,2.59423e+6,2.01870e+6,452383,1.38400e+6,-567075
2.99768,6.41592e+6,9.75730e+6,3.85435e+6,5.67311e+6,4.21969e+6,9.13325e+6,2.22799e+6,7.83864e+6,5.35343e+6,6.64342e+6,2.21307e+6,9.12100e+6,5.76713e+6,5.08700e+6,4.36629e+6,3.18002e+6,4.99701e+6,3.16876e+6,4.90358e+6,1.95894e+6,2.83974e+6,6.43482e+6,9.32027e+6,5.05055e+6,6.09432e+6,5.54997e+6,3.57690e+6,5.40700e+6,5.58765e+6,4.15189e+6,6.35078e+6,4.72056e+6,3.17122e+6,6.85967e+6,5.40405e+6,3.09000e+6,3.20717e+6,3.16569e+6,3.36420e+6,1.10668e+6,3.17565e+6,4.46368e+6,4.47758e+6,2.16067e+6,3.66775e+6,3.59645e+6,4.25259e+6,1.33893e+6,1.15614e+6,1.72895e+6,1.72770e+6,3.28733e+6,8.32431e+6,2.44579e+6,2.71207e+6,1.98031e+6,551778,1.20178e+6,-384875
2.99972,6.59504e+6,9.73653e+6,3.90610e+6,5.68699e+6,4.31080e+6,9.20890e+6,2.27921e+6,7.86807e+6,5.45829e+6,6.61687e+6,2.19938e+6,9.00436e+6,5.64101e+6,5.21872e+6,4.33132e+6,3.27183e+6,5.14946e+6,2.95162e+6,4.73432e+6,1.95876e+6,2.93024e+6,6.47149e+6,9.34571e+6,4.96878e+6,6.14813e+6,5.45898e+6,3.43873e+6,5.63304e+6,5.48894e+6,4.19923e+6,6.45387e+6,4.62952e+6,3.13752e+6,6.85548e+6,5.43441e+6,3.00940e+6,3.15167e+6,3.12558e+6,3.27180e+6,1.08981e+6,3.24088e+6,4.46668e+6,4.39000e+6,2.18359e+6,3.72725e+6,3.71342e+6,4.28282e+6,1.27806e+6,1.28206e+6,1.58450e+6,1.74236e+6,3.17908e+6,8.19573e+6,2.30889e+6,2.81859e+6,1.95165e+6,668950,1.04085e+6,-194785
3.00175,6.74582e+6,9.70891e+6,3.97534e+6,5.70667e+6,4.40467e+6,9.27421e+6,2.33298e+6,7.90142e+6,5.54508e+6,6.61651e+6,2.20406e+6,8.87265e+6,5.53010e+6,5.32491e+6,4.28145e+6,3.36054e+6,5.29355e+6,2.74553e+6,4.57406e+6,1.96104e+6,3.00422e+6,6.50532e+6,9.36556e+6,4.89711e+6,6.19189e+6,5.37450e+6,3.29863e+6,5.85241e+6,5.39337e+6,4.25540e+6,6.55620e+6,4.55070e+6,3.11051e+6,6.83450e+6,5.46469e+6,2.92696e+6,3.10888e+6,3.08498e+6,3.17669e+6,1.07541e+6,3.31055e+6,4.46274e+6,4.30402e+6,2.20197e+6,3.79284e+6,3.83148e+6,4.31657e+6,1.22024e+6,1.40529e+6,1.44083e+6,1.76222e+6,3.08723e+6,8.05995e+6,2.17872e+6,2.91037e+6,1.93217e+6,803022,903243,436.888
3.00379,6.86643e+6,9.67282e+6,4.06157e+6,5.73169e+6,4.49840e+6,9.32821e+6,2.38956e+6,7.93948e+6,5.61131e+6,6.64188e+6,2.23006e+6,8.72547e+6,5.43548e+6,5.40639e+6,4.21888e+6,3.44358e+6,5.42697e+6,2.55261e+6,4.42180e+6,1.96714e+6,3.05907e+6,6.53570e+6,9.37903e+6,4.83527e+6,6.22460e+6,5.29692e+6,3.15914e+6,6.06100e+6,5.30086e+6,4.32108e+6,6.65547e+6,4.48486e+6,3.09032e+6,6.79299e+6,5.49682e+6,2.84550e+6,3.07700e+6,3.04506e+6,3.07969e+6,1.06525e+6,3.38435e+6,4.45413e+6,4.22027e+6,2.21754e+6,3.86356e+6,3.94647e+6,4.35507e+6,1.16730e+6,1.52884e+6,1.30016e+6,1.78613e+6,3.01172e+6,7.92002e+6,2.05669e+6,2.98458e+6,1.92154e+6,952718,790425,198065
3.00582,6.95641e+6,9.62645e+6,4.16347e+6,5.76172e+6,4.58943e+6,9.37068e+6,2.44938e+6,7.98316e+6,5.65537e+6,6.69153e+6,2.27944e+6,8.56296e+6,5.35770e+6,5.46515e+6,4.14629e+6,3.51840e+6,5.54783e+6,2.37500e+6,4.27629e+6,1.97827e+6,3.09284e+6,6.56196e+6,9.38563e+6,4.78265e+6,6.24555e+6,5.22681e+6,3.02295e+6,6.25518e+6,5.21165e+6,4.39664e+6,6.74923e+6,4.43195e+6,3.07755e+6,6.72736e+6,5.53223e+6,2.76787e+6,3.05427e+6,3.00669e+6,2.98141e+6,1.06132e+6,3.46189e+6,4.44307e+6,4.13918e+6,2.23236e+6,3.93854e+6,4.05434e+6,4.39944e+6,1.12094e+6,1.65628e+6,1.16491e+6,1.81268e+6,2.95262e+6,7.77896e+6,1.94389e+6,3.03909e+6,1.91982e+6,1.11635e+6,703364,395479
3.00786,7.01664e+6,9.56792e+6,4.27908e+6,5.79648e+6,4.67557e+6,9.40206e+6,2.51296e+6,8.03329e+6,5.67668e+6,6.76323e+6,2.35323e+6,8.38586e+6,5.29683e+6,5.50407e+6,4.06670e+6,3.58275e+6,5.65479e+6,2.21484e+6,4.13634e+6,1.99535e+6,3.10444e+6,6.58345e+6,9.38511e+6,4.73843e+6,6.25435e+6,5.16485e+6,2.89264e+6,6.43196e+6,5.12632e+6,4.48209e+6,6.83509e+6,4.39127e+6,3.07322e+6,6.63438e+6,5.57170e+6,2.69672e+6,3.03903e+6,2.97051e+6,2.88230e+6,1.06571e+6,3.54273e+6,4.43162e+6,4.06093e+6,2.24874e+6,4.01681e+6,4.15145e+6,4.45072e+6,1.08266e+6,1.79132e+6,1.03755e+6,1.84028e+6,2.91021e+6,7.63955e+6,1.84109e+6,3.07258e+6,1.92740e+6,1.29182e+6,642518,590278
3.00990,7.04930e+6,9.49549e+6,4.40604e+6,5.83571e+6,4.75504e+6,9.42334e+6,2.58083e+6,8.09049e+6,5.67576e+6,6.85419e+6,2.45137e+6,8.19555e+6,5.25261e+6,5.52667e+6,3.98325e+6,3.63496e+6,5.74709e+6,2.07417e+6,4.00093e+6,2.01888e+6,3.09372e+6,6.59974e+6,9.37750e+6,4.70162e+6,6.25095e+6,5.11174e+6,2.77061e+6,6.58895e+6,5.04593e+6,4.57709e+6,6.91099e+6,4.36168e+6,3.07869e+6,6.51129e+6,5.61529e+6,2.63442e+6,3.02984e+6,2.93681e+6,2.78272e+6,1.08032e+6,3.62631e+6,4.42172e+6,3.98552e+6,2.26908e+6,4.09723e+6,4.23469e+6,4.50976e+6,1.05362e+6,1.93753e+6,920434,1.86730e+6,2.88488e+6,7.50428e+6,1.74873e+6,3.08454e+6,1.94506e+6,1.47670e+6,607835,780323
3.01193,7.05768e+6,9.40777e+6,4.54185e+6,5.87907e+6,4.82649e+6,9.43584e+6,2.65331e+6,8.15503e+6,5.65428e+6,6.96133e+6,2.57265e+6,7.99405e+6,5.22448e+6,5.53673e+6,3.89906e+6,3.67415e+6,5.82453e+6,1.95487e+6,3.86947e+6,2.04878e+6,3.06154e+6,6.61066e+6,9.36298e+6,4.67121e+6,6.23566e+6,5.06807e+6,2.65888e+6,6.72445e+6,4.97202e+6,4.68099e+6,6.97544e+6,4.34182e+6,3.09546e+6,6.35597e+6,5.66244e+6,2.58289e+6,3.02555e+6,2.90560e+6,2.68293e+6,1.10665e+6,3.71198e+6,4.41508e+6,3.91279e+6,2.29569e+6,4.17836e+6,4.30163e+6,4.57722e+6,1.03467e+6,2.09787e+6,815626,1.89229e+6,2.87703e+6,7.37515e+6,1.66690e+6,3.07536e+6,1.97381e+6,1.66828e+6,598765,963814
3.01397,7.04606e+6,9.30390e+6,4.68406e+6,5.92620e+6,4.88888e+6,9.44092e+6,2.73037e+6,8.22672e+6,5.61502e+6,7.08148e+6,2.71480e+6,7.78387e+6,5.21170e+6,5.53810e+6,3.81707e+6,3.70044e+6,5.88748e+6,1.85851e+6,3.74187e+6,2.08438e+6,3.00964e+6,6.61644e+6,9.34184e+6,4.64630e+6,6.20905e+6,5.03411e+6,2.55911e+6,6.83731e+6,4.90666e+6,4.79277e+6,7.02760e+6,4.33031e+6,3.12493e+6,6.16713e+6,5.71205e+6,2.54355e+6,3.02545e+6,2.87651e+6,2.58324e+6,1.14565e+6,3.79892e+6,4.41319e+6,3.84252e+6,2.33067e+6,4.25838e+6,4.35058e+6,4.65346e+6,1.02620e+6,2.27444e+6,724706,1.91406e+6,2.88689e+6,7.25366e+6,1.59547e+6,3.04628e+6,2.01478e+6,1.86368e+6,614184,1.13934e+6
3.01601,7.01949e+6,9.18382e+6,4.83049e+6,5.97663e+6,4.94151e+6,9.43977e+6,2.81142e+6,8.30490e+6,5.56170e+6,7.21161e+6,2.87455e+6,7.56800e+6,5.21341e+6,5.53439e+6,3.73994e+6,3.71493e+6,5.93681e+6,1.78627e+6,3.61862e+6,2.12441e+6,2.94057e+6,6.61765e+6,9.31449e+6,4.62621e+6,6.17191e+6,5.00979e+6,2.47250e+6,6.92697e+6,4.85241e+6,4.91116e+6,7.06743e+6,4.32597e+6,3.16820e+6,5.94446e+6,5.76263e+6,2.51728e+6,3.02928e+6,2.84882e+6,2.48401e+6,1.19760e+6,3.88616e+6,4.41725e+6,3.77452e+6,2.37569e+6,4.33509e+6,4.38055e+6,4.73851e+6,1.02822e+6,2.46823e+6,648651,1.93186e+6,2.91427e+6,7.14078e+6,1.53411e+6,2.99935e+6,2.06904e+6,2.06001e+6,652347,1.30588e+6
3.01804,6.98353e+6,9.04844e+6,4.97929e+6,6.02987e+6,4.98390e+6,9.43309e+6,2.89524e+6,8.38845e+6,5.49886e+6,7.34894e+6,3.04780e+6,7.34971e+6,5.22868e+6,5.52884e+6,3.66996e+6,3.71971e+6,5.97372e+6,1.73889e+6,3.50071e+6,2.16708e+6,2.85755e+6,6.61522e+6,9.28143e+6,4.61054e+6,6.12513e+6,4.99460e+6,2.39982e+6,6.99327e+6,4.81223e+6,5.03456e+6,7.09565e+6,4.32794e+6,3.22583e+6,5.68878e+6,5.81253e+6,2.50437e+6,3.03725e+6,2.82144e+6,2.38576e+6,1.26207e+6,3.97258e+6,4.42817e+6,3.70872e+6,2.43183e+6,4.40590e+6,4.39120e+6,4.83198e+6,1.04032e+6,2.67898e+6,587729,1.94540e+6,2.95844e+6,7.03696e+6,1.48236e+6,2.93734e+6,2.13746e+6,2.25443e+6,710822,1.46290e+6
3.02008,6.94401e+6,8.89973e+6,5.12906e+6,6.08540e+6,5.01572e+6,9.42102e+6,2.98000e+6,8.47584e+6,5.43156e+6,7.49100e+6,3.22986e+6,7.13253e+6,5.25656e+6,5.52419e+6,3.60895e+6,3.71759e+6,5.99966e+6,1.71658e+6,3.38951e+6,2.21019e+6,2.76428e+6,6.61031e+6,9.24323e+6,4.59915e+6,6.06959e+6,4.98762e+6,2.34138e+6,7.03649e+6,4.78930e+6,5.16109e+6,7.11364e+6,4.33575e+6,3.29768e+6,5.40218e+6,5.86003e+6,2.50458e+6,3.04999e+6,2.79299e+6,2.28916e+6,1.33801e+6,4.05698e+6,4.44655e+6,3.64523e+6,2.49944e+6,4.46801e+6,4.38283e+6,4.93305e+6,1.06172e+6,2.90519e+6,541511,1.95487e+6,3.01798e+6,6.94220e+6,1.43971e+6,2.86361e+6,2.22052e+6,2.44436e+6,786434,1.61027e+6
3.02211,6.90673e+6,8.74073e+6,5.27885e+6,6.14273e+6,5.03682e+6,9.40313e+6,3.06334e+6,8.56520e+6,5.36512e+6,7.63559e+6,3.41563e+6,6.92006e+6,5.29608e+6,5.52262e+6,3.55829e+6,3.71186e+6,6.01622e+6,1.71907e+6,3.28655e+6,2.25127e+6,2.66482e+6,6.60417e+6,9.20065e+6,4.59214e+6,6.00607e+6,4.98754e+6,2.29703e+6,7.05725e+6,4.78684e+6,5.28859e+6,7.12324e+6,4.34933e+6,3.38285e+6,5.08805e+6,5.90349e+6,2.51713e+6,3.06845e+6,2.76189e+6,2.19506e+6,1.42388e+6,4.13811e+6,4.47274e+6,3.58442e+6,2.57801e+6,4.51855e+6,4.35625e+6,5.04044e+6,1.09134e+6,3.14424e+6,508894,1.96089e+6,3.09080e+6,6.85608e+6,1.40560e+6,2.78188e+6,2.31818e+6,2.62751e+6,875304,1.74830e+6
3.02415,6.87718e+6,8.57543e+6,5.42813e+6,6.20148e+6,5.04716e+6,9.37846e+6,3.14260e+6,8.65442e+6,5.30479e+6,7.78076e+6,3.59998e+6,6.71592e+6,5.34631e+6,5.52576e+6,3.51890e+6,3.70597e+6,6.02496e+6,1.74563e+6,3.19336e+6,2.28779e+6,2.56346e+6,6.59800e+6,9.15460e+6,4.58966e+6,5.93514e+6,4.99274e+6,2.26618e+6,7.05654e+6,4.80789e+6,5.41467e+6,7.12654e+6,4.36896e+6,3.47966e+6,4.75104e+6,5.94141e+6,2.54082e+6,3.09373e+6,2.72651e+6,2.10448e+6,1.51781e+6,4.21481e+6,4.50677e+6,3.52687e+6,2.66623e+6,4.55479e+6,4.31275e+6,5.15245e+6,1.12785e+6,3.39266e+6,488224,1.96435e+6,3.17421e+6,6.77789e+6,1.37953e+6,2.69609e+6,2.42977e+6,2.80206e+6,972989,1.87773e+6
3.02619,6.86018e+6,8.40850e+6,5.57676e+6,6.26130e+6,5.04683e+6,9.34580e+6,3.21505e+6,8.74119e+6,5.25544e+6,7.92470e+6,3.77802e+6,6.52366e+6,5.40633e+6,5.53468e+6,3.49129e+6,3.70323e+6,6.02743e+6,1.79518e+6,3.11126e+6,2.31731e+6,2.46455e+6,6.59286e+6,9.10617e+6,4.59184e+6,5.85711e+6,5.00137e+6,2.24784e+6,7.03578e+6,4.85502e+6,5.53681e+6,7.12566e+6,4.39523e+6,3.58575e+6,4.39693e+6,5.97251e+6,2.57409e+6,3.12693e+6,2.68530e+6,2.01862e+6,1.61779e+6,4.28605e+6,4.54846e+6,3.47337e+6,2.76207e+6,4.57431e+6,4.25406e+6,5.26706e+6,1.16981e+6,3.64642e+6,477451,1.96632e+6,3.26511e+6,6.70668e+6,1.36100e+6,2.61013e+6,2.55398e+6,2.96664e+6,1.07471e+6,1.99955e+6
3.02822,6.85969e+6,8.24493e+6,5.72484e+6,6.32195e+6,5.03614e+6,9.30395e+6,3.27821e+6,8.82316e+6,5.22123e+6,8.06572e+6,3.94540e+6,6.34665e+6,5.47528e+6,5.54997e+6,3.47559e+6,3.70650e+6,6.02511e+6,1.86641e+6,3.04125e+6,2.33761e+6,2.37242e+6,6.58954e+6,9.05658e+6,4.59852e+6,5.77202e+6,5.01138e+6,2.24070e+6,6.99689e+6,4.93005e+6,5.65257e+6,7.12243e+6,4.42889e+6,3.69823e+6,4.03241e+6,5.99575e+6,2.61519e+6,3.16889e+6,2.63695e+6,1.93875e+6,1.72184e+6,4.35097e+6,4.59737e+6,3.42486e+6,2.86293e+6,4.57520e+6,4.18227e+6,5.38201e+6,1.21569e+6,3.90129e+6,474313,1.96781e+6,3.36018e+6,6.64132e+6,1.34960e+6,2.52768e+6,2.68879e+6,3.12046e+6,1.17571e+6,2.11500e+6
3.03026,6.87857e+6,8.08966e+6,5.87272e+6,6.38324e+6,5.01562e+6,9.25205e+6,3.33003e+6,8.89799e+6,5.20538e+6,8.20225e+6,4.09858e+6,6.18799e+6,5.55236e+6,5.57176e+6,3.47160e+6,3.71807e+6,6.01937e+6,1.95783e+6,2.98392e+6,2.34686e+6,2.29122e+6,6.58859e+6,9.00715e+6,4.60921e+6,5.67960e+6,5.02061e+6,2.24320e+6,6.94231e+6,5.03390e+6,5.75966e+6,7.11825e+6,4.47074e+6,3.81396e+6,3.66480e+6,6.01032e+6,2.66232e+6,3.22007e+6,2.58051e+6,1.86625e+6,1.82814e+6,4.40895e+6,4.65278e+6,3.38231e+6,2.96599e+6,4.55615e+6,4.09981e+6,5.49494e+6,1.26395e+6,4.15319e+6,476499,1.96967e+6,3.45612e+6,6.58053e+6,1.34502e+6,2.45205e+6,2.83159e+6,3.26329e+6,1.27165e+6,2.22541e+6
3.03230,6.91845e+6,7.94711e+6,6.02075e+6,6.44500e+6,4.98605e+6,9.18983e+6,3.36920e+6,8.96353e+6,5.21000e+6,8.33283e+6,4.23509e+6,6.05037e+6,5.63683e+6,5.59988e+6,3.47885e+6,3.73942e+6,6.01152e+6,2.06787e+6,2.93948e+6,2.34372e+6,2.22477e+6,6.59028e+6,8.95923e+6,4.62288e+6,5.57937e+6,5.02684e+6,2.25359e+6,6.87502e+6,5.16634e+6,5.85623e+6,7.11392e+6,4.52156e+6,3.92979e+6,3.30167e+6,6.01570e+6,2.71373e+6,3.28037e+6,2.51542e+6,1.80259e+6,1.93510e+6,4.45951e+6,4.71373e+6,3.34673e+6,3.06839e+6,4.51657e+6,4.00933e+6,5.60352e+6,1.31314e+6,4.39845e+6,481815,1.97242e+6,3.54988e+6,6.52301e+6,1.34706e+6,2.38604e+6,2.97919e+6,3.39547e+6,1.35902e+6,2.33206e+6
3.03433,6.97977e+6,7.82088e+6,6.16927e+6,6.50705e+6,4.94858e+6,9.11782e+6,3.39524e+6,9.01792e+6,5.23607e+6,8.45621e+6,4.35355e+6,5.93599e+6,5.72802e+6,5.63384e+6,3.49664e+6,3.77129e+6,6.00280e+6,2.19496e+6,2.90776e+6,2.32736e+6,2.17635e+6,6.59477e+6,8.91410e+6,4.63799e+6,5.47066e+6,5.02785e+6,2.27000e+6,6.79849e+6,5.32598e+6,5.94102e+6,7.10953e+6,4.58201e+6,4.04292e+6,2.95048e+6,6.01168e+6,2.76783e+6,3.34907e+6,2.44150e+6,1.74930e+6,2.04142e+6,4.50235e+6,4.77895e+6,3.31902e+6,3.16757e+6,4.45650e+6,3.91367e+6,5.70561e+6,1.36198e+6,4.63403e+6,488295,1.97621e+6,3.63878e+6,6.46744e+6,1.35562e+6,2.33192e+6,3.12801e+6,3.51788e+6,1.43548e+6,2.43611e+6
3.03637,7.06185e+6,7.71351e+6,6.31850e+6,6.56917e+6,4.90460e+6,9.03742e+6,3.40857e+6,9.05972e+6,5.28346e+6,8.57139e+6,4.45375e+6,5.84633e+6,5.82529e+6,5.67302e+6,3.52405e+6,3.81363e+6,5.99430e+6,2.33746e+6,2.88837e+6,2.29758e+6,2.14857e+6,6.60214e+6,8.87299e+6,4.65252e+6,5.35273e+6,5.02148e+6,2.29047e+6,6.71656e+6,5.51026e+6,6.01345e+6,7.10456e+6,4.65253e+6,4.15108e+6,2.61823e+6,5.99837e+6,2.82324e+6,3.42477e+6,2.35889e+6,1.70803e+6,2.14608e+6,4.53720e+6,4.84682e+6,3.29994e+6,3.26143e+6,4.37662e+6,3.81566e+6,5.79931e+6,1.40945e+6,4.85771e+6,494270,1.98079e+6,3.72062e+6,6.41254e+6,1.37069e+6,2.29131e+6,3.27420e+6,3.63189e+6,1.50004e+6,2.53843e+6
3.03840,7.16307e+6,7.62627e+6,6.46842e+6,6.63107e+6,4.85584e+6,8.95079e+6,3.41053e+6,9.08803e+6,5.35110e+6,8.67772e+6,4.53652e+6,5.78215e+6,5.92804e+6,5.71662e+6,3.55999e+6,3.86571e+6,5.98696e+6,2.49374e+6,2.88077e+6,2.25477e+6,2.14321e+6,6.61251e+6,8.83698e+6,4.66409e+6,5.22487e+6,5.00573e+6,2.31297e+6,6.63324e+6,5.71555e+6,6.07371e+6,7.09787e+6,4.73331e+6,4.25274e+6,2.31115e+6,5.97626e+6,2.87883e+6,3.50544e+6,2.26797e+6,1.68053e+6,2.24829e+6,4.56385e+6,4.91541e+6,3.29009e+6,3.34849e+6,4.27810e+6,3.71800e+6,5.88305e+6,1.45484e+6,5.06806e+6,498408,1.98548e+6,3.79367e+6,6.35711e+6,1.39231e+6,2.26526e+6,3.41386e+6,3.73925e+6,1.55317e+6,2.63960e+6
3.04044,7.28111e+6,7.55924e+6,6.61882e+6,6.69243e+6,4.80418e+6,8.86071e+6,3.40329e+6,9.10258e+6,5.43718e+6,8.77486e+6,4.60353e+6,5.74331e+6,6.03564e+6,5.76382e+6,3.60321e+6,3.92627e+6,5.98149e+6,2.66209e+6,2.88438e+6,2.19994e+6,2.16114e+6,6.62616e+6,8.80704e+6,4.67018e+6,5.08644e+6,4.97886e+6,2.33538e+6,6.55254e+6,5.93732e+6,6.12270e+6,7.08798e+6,4.82425e+6,4.34721e+6,2.03444e+6,5.94623e+6,2.93364e+6,3.58854e+6,2.16929e+6,1.66864e+6,2.34752e+6,4.58211e+6,4.98241e+6,3.28985e+6,3.42788e+6,4.16244e+6,3.62314e+6,5.95563e+6,1.49788e+6,5.26452e+6,499707,1.98926e+6,3.85666e+6,6.30005e+6,1.42053e+6,2.25422e+6,3.54322e+6,3.84198e+6,1.59666e+6,2.73981e+6
3.04248,7.41316e+6,7.51131e+6,6.76928e+6,6.75284e+6,4.75154e+6,8.77027e+6,3.38973e+6,9.10371e+6,5.53941e+6,8.86277e+6,4.65708e+6,5.72877e+6,6.14751e+6,5.81374e+6,3.65236e+6,3.99368e+6,5.97837e+6,2.84074e+6,2.89871e+6,2.13464e+6,2.20229e+6,6.64349e+6,8.78401e+6,4.66833e+6,4.93700e+6,4.93950e+6,2.35555e+6,6.47830e+6,6.17048e+6,6.16189e+6,7.07322e+6,4.92499e+6,4.43457e+6,1.79213e+6,5.90948e+6,2.98691e+6,3.67116e+6,2.06352e+6,1.67429e+6,2.44342e+6,4.59176e+6,5.04527e+6,3.29943e+6,3.49934e+6,4.03132e+6,3.53315e+6,6.01614e+6,1.53873e+6,5.44729e+6,497508,1.99085e+6,3.90867e+6,6.24040e+6,1.45543e+6,2.25811e+6,3.65885e+6,3.94221e+6,1.63335e+6,2.83890e+6
