,FA_20240301_2H_yeast_1.3.2.1r#1,FA_20240301_2H_yeast_1.3.3.1r#2,FA_20240301_2H_yeast_1.3.4.1r#3,FA_20240301_2H_yeast_1.3.5.1r#4,FA_20240301_2H_yeast_1.3.6.1r#5,FA_20240301_2H_yeast_1.3.7.1r#6,FA_20240301_2H_yeast_1.3.8.1r#7,FA_20240301_2H_yeast_1.3.9.1r#8,FA_20240301_2H_yeast_1.3.10.1r#9,FA_20240301_2H_yeast_1.3.11.1r#10,FA_20240301_2H_yeast_1.3.12.1r#11,FA_20240301_2H_yeast_1.3.13.1r#12,FA_20240301_2H_yeast_1.3.14.1r#13,FA_20240301_2H_yeast_1.3.15.1r#14,FA_20240301_2H_yeast_1.3.16.1r#15,FA_20240301_2H_yeast_1.3.17.1r#16,FA_20240301_2H_yeast_1.3.18.1r#17,FA_20240301_2H_yeast_1.3.19.1r#18,FA_20240301_2H_yeast_1.3.20.1r#19,FA_20240301_2H_yeast_1.3.21.1r#20,FA_20240301_2H_yeast_1.3.22.1r#21,FA_20240301_2H_yeast_1.3.23.1r#22,FA_20240301_2H_yeast_1.3.24.1r#23,FA_20240301_2H_yeast_1.3.25.1r#24,FA_20240301_2H_yeast_1.3.26.1r#25,FA_20240301_2H_yeast_1.3.27.1r#26,FA_20240301_2H_yeast_1.3.28.1r#27,FA_20240301_2H_yeast_1.3.29.1r#28,FA_20240301_2H_yeast_1.3.30.1r#29,FA_20240301_2H_yeast_1.3.31.1r#30,FA_20240301_2H_yeast_1.3.32.1r#31,FA_20240301_2H_yeast_1.3.33.1r#32,FA_20240301_2H_yeast_1.3.34.1r#33,FA_20240301_2H_yeast_1.3.35.1r#34,FA_20240301_2H_yeast_1.3.36.1r#35,FA_20240301_2H_yeast_1.3.37.1r#36,FA_20240301_2H_yeast_1.3.38.1r#37,FA_20240301_2H_yeast_1.3.39.1r#38,FA_20240301_2H_yeast_1.3.40.1r#39,FA_20240301_2H_yeast_1.3.41.1r#40,FA_20240301_2H_yeast_1.3.42.1r#41,FA_20240301_2H_yeast_1.3.43.1r#42,FA_20240301_2H_yeast_1.3.44.1r#43,FA_20240301_2H_yeast_1.3.45.1r#44,FA_20240301_2H_yeast_1.3.46.1r#45,FA_20240301_2H_yeast_1.3.47.1r#46,FA_20240301_2H_yeast_1.3.48.1r#47,FA_20240301_2H_yeast_1.3.49.1r#48,FA_20240301_2H_yeast_1.3.50.1r#49,FA_20240301_2H_yeast_1.3.51.1r#50,FA_20240301_2H_yeast_1.3.52.1r#51,FA_20240301_2H_yeast_1.3.53.1r#52,FA_20240301_2H_yeast_1.3.54.1r#53,FA_20240301_2H_yeast_1.3.55.1r#54,FA_20240301_2H_yeast_1.3.56.1r#55,FA_20240301_2H_yeast_1.3.57.1r#56,FA_20240301_2H_yeast_1.3.58.1r#57,FA_20240301_2H_yeast_1.3.59.1r#58,FA_20240301_2H_yeast_1.3.60.1r#59
0.696704,3.78421e+6,-3.06812e+6,1.30777e+6,3.09911e+6,2.43321e+6,5.34192e+6,2.04158e+6,1.65493e+6,-435090,1.60198e+6,3.11915e+6,2.00773e+6,2.10479e+6,2.17140e+6,3.43122e+6,-493618,2.23149e+6,4.50962e+6,4.01947e+6,5.16856e+6,2.92659e+6,3.77124e+6,4.46255e+6,3.00985e+6,4.17931e+6,1.09977e+7,4.45638e+6,5.58737e+6,1.19864e+7,2.30832e+6,1.20425e+7,2.26777e+6,4.17472e+6,4.26205e+6,3.04741e+6,2.59501e+6,3.64386e+6,6.82890e+6,6.57898e+6,3.36055e+6,2.23188e+6,2.34214e+6,5.10515e+6,3.77635e+6,7.21911e+6,4.66678e+6,2.63606e+6,9.06713e+6,3.27659e+6,4.42239e+6,5.59696e+6,3.18958e+6,2.49167e+6,2.14529e+6,6.46340e+6,4.35518e+6,2.60132e+6,5.10166e+6,9.77614e+6
0.698740,3.84071e+6,-3.10660e+6,1.35946e+6,3.18711e+6,2.21160e+6,5.26262e+6,2.28923e+6,1.66009e+6,-531992,1.52263e+6,3.16062e+6,2.15746e+6,2.20246e+6,2.19225e+6,3.38454e+6,-431728,2.21036e+6,4.29760e+6,4.05390e+6,5.29024e+6,2.99530e+6,3.80584e+6,4.33168e+6,3.04370e+6,4.12267e+6,1.09369e+7,4.59585e+6,5.70938e+6,1.19721e+7,2.31447e+6,1.20553e+7,2.16910e+6,4.16405e+6,4.28903e+6,2.94230e+6,2.64174e+6,3.62937e+6,6.73822e+6,6.62806e+6,3.22407e+6,2.15823e+6,2.30182e+6,5.06617e+6,3.93270e+6,7.23711e+6,4.75681e+6,2.69021e+6,9.31464e+6,3.09634e+6,4.59281e+6,5.47115e+6,3.16694e+6,2.60670e+6,2.18660e+6,6.59922e+6,4.41332e+6,2.68385e+6,5.01626e+6,9.87634e+6
0.700776,3.90186e+6,-3.13667e+6,1.38883e+6,3.26503e+6,1.98252e+6,5.18296e+6,2.52810e+6,1.68625e+6,-613379,1.43989e+6,3.20623e+6,2.31771e+6,2.29841e+6,2.21611e+6,3.34049e+6,-372003,2.17773e+6,4.08375e+6,4.08410e+6,5.42204e+6,3.07603e+6,3.84560e+6,4.20796e+6,3.07557e+6,4.07887e+6,1.08694e+7,4.73133e+6,5.83490e+6,1.19533e+7,2.32928e+6,1.20575e+7,2.08073e+6,4.15223e+6,4.31304e+6,2.83577e+6,2.70032e+6,3.62428e+6,6.63806e+6,6.68804e+6,3.08640e+6,2.09276e+6,2.25117e+6,5.03623e+6,4.09384e+6,7.24799e+6,4.84508e+6,2.73251e+6,9.54862e+6,2.91758e+6,4.75828e+6,5.35073e+6,3.13699e+6,2.75171e+6,2.22257e+6,6.74724e+6,4.48178e+6,2.76093e+6,4.93558e+6,9.97794e+6
0.702813,3.96421e+6,-3.15599e+6,1.39583e+6,3.33407e+6,1.74963e+6,5.10295e+6,2.75635e+6,1.73188e+6,-676970,1.35441e+6,3.25538e+6,2.48553e+6,2.39122e+6,2.24358e+6,3.30008e+6,-316055,2.13577e+6,3.86806e+6,4.11113e+6,5.56281e+6,3.16759e+6,3.88971e+6,4.09401e+6,3.10504e+6,4.04964e+6,1.07970e+7,4.86083e+6,5.96596e+6,1.19291e+7,2.35193e+6,1.20484e+7,2.00568e+6,4.13952e+6,4.33468e+6,2.73157e+6,2.76970e+6,3.62723e+6,6.53154e+6,6.75885e+6,2.94965e+6,2.03560e+6,2.19254e+6,5.01681e+6,4.25802e+6,7.25161e+6,4.93134e+6,2.76235e+6,9.76687e+6,2.74092e+6,4.91807e+6,5.23788e+6,3.09917e+6,2.92409e+6,2.25185e+6,6.90530e+6,4.56046e+6,2.83152e+6,4.86140e+6,1.00807e+7
0.704849,4.02412e+6,-3.16207e+6,1.38181e+6,3.39586e+6,1.51673e+6,5.02250e+6,2.97221e+6,1.79477e+6,-720663,1.26699e+6,3.30763e+6,2.65795e+6,2.48006e+6,2.27558e+6,3.26417e+6,-264801,2.08694e+6,3.65049e+6,4.13572e+6,5.71096e+6,3.26810e+6,3.93731e+6,3.99201e+6,3.13167e+6,4.03622e+6,1.07204e+7,4.98357e+6,6.10470e+6,1.18985e+7,2.38149e+6,1.20272e+7,1.94702e+6,4.12595e+6,4.35511e+6,2.63357e+6,2.84846e+6,3.63650e+6,6.42185e+6,6.83977e+6,2.81576e+6,1.98652e+6,2.12870e+6,5.00904e+6,4.42320e+6,7.24796e+6,5.01548e+6,2.77986e+6,9.96775e+6,2.56696e+6,5.07140e+6,5.13408e+6,3.05366e+6,3.12005e+6,2.27340e+6,7.07117e+6,4.64909e+6,2.89447e+6,4.79550e+6,1.01843e+7
0.706885,4.07799e+6,-3.15243e+6,1.34957e+6,3.45239e+6,1.28775e+6,4.94144e+6,3.17396e+6,1.87214e+6,-742721,1.17868e+6,3.36276e+6,2.83201e+6,2.56458e+6,2.31320e+6,3.23341e+6,-218411,2.03388e+6,3.43109e+6,4.15814e+6,5.86444e+6,3.37513e+6,3.98755e+6,3.90353e+6,3.15515e+6,4.03942e+6,1.06401e+7,5.10001e+6,6.25305e+6,1.18607e+7,2.41703e+6,1.19929e+7,1.90763e+6,4.11134e+6,4.37599e+6,2.54559e+6,2.93482e+6,3.65015e+6,6.31200e+6,6.92942e+6,2.68650e+6,1.94499e+6,2.06263e+6,5.01368e+6,4.58706e+6,7.23714e+6,5.09742e+6,2.78583e+6,1.01501e+7,2.39629e+6,5.21736e+6,5.04013e+6,3.00138e+6,3.33477e+6,2.28655e+6,7.24263e+6,4.74722e+6,2.94858e+6,4.73950e+6,1.02884e+7
0.708921,4.12247e+6,-3.12472e+6,1.30312e+6,3.50577e+6,1.06675e+6,4.85949e+6,3.35983e+6,1.96070e+6,-741951,1.09079e+6,3.42059e+6,3.00480e+6,2.64476e+6,2.35758e+6,3.20824e+6,-176298,1.97931e+6,3.21008e+6,4.17821e+6,6.02088e+6,3.48581e+6,4.03951e+6,3.82950e+6,3.17543e+6,4.05951e+6,1.05557e+7,5.21166e+6,6.41256e+6,1.18152e+7,2.45754e+6,1.19449e+7,1.88987e+6,4.09538e+6,4.39929e+6,2.47131e+6,3.02670e+6,3.66626e+6,6.20458e+6,7.02585e+6,2.56345e+6,1.91020e+6,1.99734e+6,5.03104e+6,4.74702e+6,7.21936e+6,5.17709e+6,2.78151e+6,1.03133e+7,2.22958e+6,5.35500e+6,4.95628e+6,2.94380e+6,3.56267e+6,2.29105e+6,7.41747e+6,4.85414e+6,2.99267e+6,4.69470e+6,1.03928e+7
0.710958,4.15469e+6,-3.07685e+6,1.24752e+6,3.55816e+6,857874,4.77621e+6,3.52798e+6,2.05686e+6,-717805,1.00483e+6,3.48095e+6,3.17354e+6,2.72078e+6,2.40980e+6,3.18888e+6,-137180,1.92591e+6,2.98800e+6,4.19525e+6,6.17762e+6,3.59696e+6,4.09222e+6,3.77015e+6,3.19278e+6,4.09633e+6,1.04662e+7,5.32082e+6,6.58415e+6,1.17618e+7,2.50198e+6,1.18824e+7,1.89528e+6,4.07771e+6,4.42708e+6,2.41418e+6,3.12182e+6,3.68307e+6,6.10154e+6,7.12660e+6,2.44803e+6,1.88106e+6,1.93563e+6,5.06101e+6,4.90040e+6,7.19480e+6,5.25438e+6,2.76846e+6,1.04573e+7,2.06747e+6,5.48330e+6,4.88241e+6,2.88283e+6,3.79774e+6,2.28710e+6,7.59353e+6,4.96895e+6,3.02566e+6,4.66193e+6,1.04975e+7
0.712994,4.17245e+6,-3.00711e+6,1.18855e+6,3.61163e+6,665280,4.69105e+6,3.67650e+6,2.15683e+6,-670510,922530,3.54347e+6,3.33558e+6,2.79280e+6,2.47075e+6,3.17540e+6,-99161.6,1.87625e+6,2.76567e+6,4.20830e+6,6.33180e+6,3.70524e+6,4.14464e+6,3.72511e+6,3.20776e+6,4.14922e+6,1.03706e+7,5.43026e+6,6.76803e+6,1.17011e+7,2.54921e+6,1.18053e+7,1.92445e+6,4.05793e+6,4.46128e+6,2.37730e+6,3.21781e+6,3.69918e+6,6.00426e+6,7.22889e+6,2.34155e+6,1.85630e+6,1.88003e+6,5.10307e+6,5.04461e+6,7.16360e+6,5.32912e+6,2.74844e+6,1.05822e+7,1.91066e+6,5.60124e+6,4.81813e+6,2.82055e+6,4.03389e+6,2.27529e+6,7.76866e+6,5.09052e+6,3.04674e+6,4.64144e+6,1.06023e+7
0.715030,4.17452e+6,-2.91428e+6,1.13238e+6,3.66805e+6,493103,4.60335e+6,3.80349e+6,2.25687e+6,-601097,845648,3.60756e+6,3.48841e+6,2.86091e+6,2.54107e+6,3.16772e+6,-59860.4,1.83267e+6,2.54423e+6,4.21621e+6,6.48045e+6,3.80715e+6,4.19565e+6,3.69350e+6,3.22116e+6,4.21715e+6,1.02675e+7,5.54281e+6,6.96362e+6,1.16340e+7,2.59806e+6,1.17134e+7,1.97691e+6,4.03571e+6,4.50341e+6,2.36332e+6,3.31234e+6,3.71368e+6,5.91344e+6,7.32974e+6,2.24522e+6,1.83451e+6,1.83268e+6,5.15630e+6,5.17732e+6,7.12581e+6,5.40112e+6,2.72330e+6,1.06889e+7,1.75976e+6,5.70783e+6,4.76295e+6,2.75908e+6,4.26535e+6,2.25657e+6,7.94070e+6,5.21749e+6,3.05547e+6,4.63294e+6,1.07074e+7
0.717066,4.16068e+6,-2.79774e+6,1.08519e+6,3.72902e+6,345307,4.51245e+6,3.90714e+6,2.35347e+6,-511441,775901,3.67230e+6,3.62979e+6,2.92502e+6,2.62104e+6,3.16556e+6,-16567.3,1.79718e+6,2.32508e+6,4.21790e+6,6.62058e+6,3.89921e+6,4.24404e+6,3.67408e+6,3.23389e+6,4.29871e+6,1.01559e+7,5.66108e+6,7.16962e+6,1.15620e+7,2.64735e+6,1.16069e+7,2.05126e+6,4.01082e+6,4.55435e+6,2.37436e+6,3.40328e+6,3.72621e+6,5.82924e+6,7.42618e+6,2.16009e+6,1.81420e+6,1.79529e+6,5.21941e+6,5.29670e+6,7.08124e+6,5.47011e+6,2.69499e+6,1.07785e+7,1.61529e+6,5.80212e+6,4.71631e+6,2.70033e+6,4.48702e+6,2.23213e+6,8.10754e+6,5.34837e+6,3.05179e+6,4.63549e+6,1.08124e+7
0.719103,4.13179e+6,-2.65747e+6,1.05277e+6,3.79578e+6,225613,4.41782e+6,3.98586e+6,2.44348e+6,-404225,714827,3.73641e+6,3.75774e+6,2.98480e+6,2.71053e+6,3.16849e+6,33604.1,1.77147e+6,2.10987e+6,4.21250e+6,6.74933e+6,3.97790e+6,4.28857e+6,3.66546e+6,3.24682e+6,4.39215e+6,1.00348e+7,5.78717e+6,7.38408e+6,1.14865e+7,2.69589e+6,1.14861e+7,2.14536e+6,3.98319e+6,4.61426e+6,2.41187e+6,3.48881e+6,3.73698e+6,5.75139e+6,7.51546e+6,2.08705e+6,1.79397e+6,1.76924e+6,5.29076e+6,5.40159e+6,7.02957e+6,5.53584e+6,2.66557e+6,1.08524e+7,1.47756e+6,5.88319e+6,4.67761e+6,2.64584e+6,4.69474e+6,2.20328e+6,8.26713e+6,5.48146e+6,3.03607e+6,4.64764e+6,1.09174e+7
0.721139,4.08969e+6,-2.49413e+6,1.04014e+6,3.86911e+6,137321,4.31934e+6,4.03841e+6,2.52430e+6,-282881,663703,3.79833e+6,3.87073e+6,3.03971e+6,2.80896e+6,3.17578e+6,93514.3,1.75680e+6,1.90043e+6,4.19961e+6,6.86404e+6,4.03980e+6,4.32801e+6,3.66635e+6,3.26064e+6,4.49552e+6,9.90354e+6,5.92254e+6,7.60457e+6,1.14094e+7,2.74256e+6,1.13515e+7,2.25659e+6,3.95291e+6,4.68245e+6,2.47665e+6,3.56765e+6,3.74679e+6,5.67930e+6,7.59514e+6,2.02679e+6,1.77257e+6,1.75552e+6,5.36841e+6,5.49163e+6,6.97028e+6,5.59808e+6,2.63725e+6,1.09120e+7,1.34664e+6,5.95016e+6,4.64609e+6,2.59670e+6,4.88554e+6,2.17134e+6,8.41756e+6,5.61504e+6,3.00901e+6,4.66755e+6,1.10218e+7
0.723175,4.03699e+6,-2.30902e+6,1.05125e+6,3.94940e+6,83176.0,4.21739e+6,4.06400e+6,2.59403e+6,-151487,623503,3.85624e+6,3.96772e+6,3.08907e+6,2.91528e+6,3.18639e+6,165849,1.75416e+6,1.69879e+6,4.17932e+6,6.96243e+6,4.08175e+6,4.36122e+6,3.67573e+6,3.27578e+6,4.60675e+6,9.76205e+6,6.06787e+6,7.82840e+6,1.13319e+7,2.78631e+6,1.12036e+7,2.38220e+6,3.92033e+6,4.75751e+6,2.56877e+6,3.63910e+6,3.75690e+6,5.61217e+6,7.66328e+6,1.97979e+6,1.74912e+6,1.75484e+6,5.45013e+6,5.56728e+6,6.90276e+6,5.65663e+6,2.61242e+6,1.09589e+7,1.22233e+6,6.00215e+6,4.62080e+6,2.55339e+6,5.05771e+6,2.13750e+6,8.55718e+6,5.74732e+6,2.97154e+6,4.69312e+6,1.11251e+7
0.725211,3.97677e+6,-2.10401e+6,1.08870e+6,4.03650e+6,65199.8,4.11311e+6,4.06238e+6,2.65147e+6,-14587.0,594898,3.90823e+6,4.04839e+6,3.13214e+6,3.02788e+6,3.19894e+6,252925,1.76424e+6,1.50707e+6,4.15238e+6,7.04260e+6,4.10095e+6,4.38723e+6,3.69304e+6,3.29235e+6,4.72374e+6,9.61049e+6,6.22310e+6,8.05284e+6,1.12553e+7,2.82617e+6,1.10432e+7,2.51950e+6,3.88599e+6,4.83733e+6,2.68757e+6,3.70316e+6,3.76896e+6,5.54910e+6,7.71850e+6,1.94628e+6,1.72310e+6,1.76760e+6,5.53353e+6,5.62976e+6,6.82633e+6,5.71133e+6,2.59371e+6,1.09942e+7,1.10415e+6,6.03836e+6,4.60039e+6,2.51578e+6,5.21078e+6,2.10274e+6,8.68465e+6,5.87666e+6,2.92471e+6,4.72218e+6,1.12268e+7
0.727248,3.91230e+6,-1.88147e+6,1.15352e+6,4.12987e+6,84533.3,4.00840e+6,4.03388e+6,2.69619e+6,123038,578283,3.95243e+6,4.11317e+6,3.16826e+6,3.14463e+6,3.21174e+6,356565,1.78757e+6,1.32754e+6,4.12009e+6,7.10318e+6,4.09527e+6,4.40531e+6,3.71824e+6,3.31012e+6,4.84456e+6,9.44941e+6,6.38737e+6,8.27534e+6,1.11798e+7,2.86130e+6,1.08710e+7,2.66607e+6,3.85064e+6,4.91937e+6,2.83181e+6,3.76054e+6,3.78489e+6,5.48916e+6,7.76003e+6,1.92632e+6,1.69453e+6,1.79400e+6,5.61617e+6,5.68095e+6,6.74036e+6,5.76199e+6,2.58396e+6,1.10189e+7,991507,6.05808e+6,4.58315e+6,2.48316e+6,5.34539e+6,2.06787e+6,8.79900e+6,6.00154e+6,2.86952e+6,4.75264e+6,1.13260e+7
0.729284,3.84660e+6,-1.64417e+6,1.24516e+6,4.22864e+6,141288,3.90604e+6,3.97940e+6,2.72844e+6,256607,573876,3.98718e+6,4.16327e+6,3.19699e+6,3.26291e+6,3.22287e+6,477982,1.82459e+6,1.16246e+6,4.08423e+6,7.14327e+6,4.06343e+6,4.41501e+6,3.75183e+6,3.32858e+6,4.96747e+6,9.27969e+6,6.55910e+6,8.49371e+6,1.11056e+7,2.89093e+6,1.06879e+7,2.81984e+6,3.81523e+6,5.00085e+6,2.99972e+6,3.81261e+6,3.80673e+6,5.43150e+6,7.78766e+6,1.91981e+6,1.66393e+6,1.83392e+6,5.69573e+6,5.72324e+6,6.64431e+6,5.80839e+6,2.58610e+6,1.10335e+7,883719,6.06077e+6,4.56692e+6,2.45428e+6,5.46306e+6,2.03345e+6,8.89968e+6,6.12071e+6,2.80692e+6,4.78258e+6,1.14222e+7
0.731320,3.78220e+6,-1.39516e+6,1.36147e+6,4.33169e+6,234451,3.80945e+6,3.90030e+6,2.74911e+6,381667,581775,4.01119e+6,4.20070e+6,3.21823e+6,3.37969e+6,3.23038e+6,617754,1.87568e+6,1.01404e+6,4.04693e+6,7.16245e+6,4.00526e+6,4.41625e+6,3.79474e+6,3.34696e+6,5.09109e+6,9.10256e+6,6.73602e+6,8.70625e+6,1.10319e+7,2.91447e+6,1.04953e+7,2.97904e+6,3.78075e+6,5.07901e+6,3.18923e+6,3.86128e+6,3.83654e+6,5.37541e+6,7.80173e+6,1.92662e+6,1.63237e+6,1.88703e+6,5.77021e+6,5.75933e+6,6.53784e+6,5.85015e+6,2.60315e+6,1.10383e+7,780292,6.04617e+6,4.54923e+6,2.42755e+6,5.56588e+6,1.99992e+6,8.98656e+6,6.23325e+6,2.73769e+6,4.81030e+6,1.15149e+7
0.733356,3.72092e+6,-1.13769e+6,1.49889e+6,4.43780e+6,361884,3.72264e+6,3.79838e+6,2.75947e+6,494323,602053,4.02362e+6,4.22816e+6,3.23237e+6,3.49169e+6,3.23243e+6,775795,1.94106e+6,884343,4.01041e+6,7.16072e+6,3.92181e+6,4.40929e+6,3.84818e+6,3.36437e+6,5.21438e+6,8.91952e+6,6.91523e+6,8.91180e+6,1.09577e+7,2.93147e+6,1.02947e+7,3.14211e+6,3.74818e+6,5.15138e+6,3.39803e+6,3.90888e+6,3.87619e+6,5.32041e+6,7.80301e+6,1.94662e+6,1.60135e+6,1.95270e+6,5.83819e+6,5.79208e+6,6.42086e+6,5.88670e+6,2.63800e+6,1.10334e+7,681020,6.01439e+6,4.52741e+6,2.40118e+6,5.65629e+6,1.96766e+6,9.05995e+6,6.33853e+6,2.66255e+6,4.83430e+6,1.16040e+7
0.735393,3.66366e+6,-875073,1.65271e+6,4.54577e+6,520313,3.64993e+6,3.67569e+6,2.76102e+6,591494,634788,4.02413e+6,4.24882e+6,3.24030e+6,3.59555e+6,3.22749e+6,951456,2.02078e+6,775189,3.97680e+6,7.13846e+6,3.81538e+6,4.39479e+6,3.91335e+6,3.37990e+6,5.33665e+6,8.73247e+6,7.09331e+6,9.10968e+6,1.08816e+7,2.94167e+6,1.00881e+7,3.30766e+6,3.71834e+6,5.21604e+6,3.62378e+6,3.95795e+6,3.92728e+6,5.26635e+6,7.79259e+6,1.97979e+6,1.57276e+6,2.03007e+6,5.89897e+6,5.82435e+6,6.29359e+6,5.91729e+6,2.69339e+6,1.10188e+7,586186,5.96597e+6,4.49883e+6,2.37346e+6,5.73672e+6,1.93710e+6,9.12056e+6,6.43627e+6,2.58218e+6,4.85316e+6,1.16895e+7
0.737429,3.61045e+6,-610613,1.81739e+6,4.65452e+6,705489,3.59567e+6,3.53448e+6,2.75528e+6,671079,680112,4.01293e+6,4.26617e+6,3.24342e+6,3.68815e+6,3.21446e+6,1.14361e+6,2.11455e+6,688078,3.94794e+6,7.09635e+6,3.68946e+6,4.37379e+6,3.99126e+6,3.39268e+6,5.45749e+6,8.54365e+6,7.26646e+6,9.29959e+6,1.08025e+7,2.94504e+6,9.87780e+6,3.47431e+6,3.69181e+6,5.27174e+6,3.86419e+6,4.01110e+6,3.99101e+6,5.21346e+6,7.77173e+6,2.02623e+6,1.54875e+6,2.11805e+6,5.95277e+6,5.85883e+6,6.15663e+6,5.94098e+6,2.77171e+6,1.09946e+7,496616,5.90191e+6,4.46110e+6,2.34303e+6,5.80949e+6,1.90886e+6,9.16951e+6,6.52650e+6,2.49731e+6,4.86557e+6,1.17720e+7
0.739465,3.56038e+6,-347490,1.98692e+6,4.76320e+6,912342,3.56402e+6,3.37710e+6,2.74357e+6,732034,738164,3.99065e+6,4.28378e+6,3.24351e+6,3.76676e+6,3.19276e+6,1.35080e+6,2.22163e+6,624146,3.92518e+6,7.03538e+6,3.54853e+6,4.34770e+6,4.08242e+6,3.40199e+6,5.57669e+6,8.35567e+6,7.43065e+6,9.48154e+6,1.07189e+7,2.94177e+6,9.66654e+6,3.64068e+6,3.66894e+6,5.31802e+6,4.11712e+6,4.07083e+6,4.06803e+6,5.16243e+6,7.74181e+6,2.08612e+6,1.53160e+6,2.21536e+6,6.00072e+6,5.89794e+6,6.01098e+6,5.95675e+6,2.87496e+6,1.09611e+7,413741,5.82370e+6,4.41231e+6,2.30905e+6,5.87661e+6,1.88377e+6,9.20830e+6,6.60952e+6,2.40884e+6,4.87017e+6,1.18522e+7
0.741502,3.51176e+6,-88686.4,2.15519e+6,4.87116e+6,1.13520e+6,3.55864e+6,3.20596e+6,2.72683e+6,774344,809022,3.95826e+6,4.30505e+6,3.24260e+6,3.82939e+6,3.16230e+6,1.57142e+6,2.34070e+6,584195,3.90934e+6,6.95672e+6,3.39777e+6,4.31831e+6,4.18669e+6,3.40731e+6,5.69417e+6,8.17137e+6,7.58189e+6,9.65565e+6,1.06301e+7,2.93218e+6,9.45712e+6,3.80538e+6,3.64977e+6,5.35521e+6,4.38055e+6,4.13938e+6,4.15840e+6,5.11439e+6,7.70414e+6,2.15975e+6,1.52359e+6,2.32064e+6,6.04486e+6,5.94360e+6,5.85809e+6,5.96365e+6,3.00475e+6,1.09188e+7,339549,5.73330e+6,4.35112e+6,2.27151e+6,5.93978e+6,1.86293e+6,9.23872e+6,6.68589e+6,2.31790e+6,4.86561e+6,1.19315e+7
0.743538,3.46230e+6,163128,2.31636e+6,4.97799e+6,1.36807e+6,3.58242e+6,3.02356e+6,2.70556e+6,798989,892588,3.91698e+6,4.33310e+6,3.24276e+6,3.87489e+6,3.12344e+6,1.80378e+6,2.46987e+6,568686,3.90060e+6,6.86182e+6,3.24276e+6,4.28767e+6,4.30317e+6,3.40836e+6,5.80987e+6,7.99375e+6,7.71642e+6,9.82212e+6,1.05355e+7,2.91668e+6,9.25235e+6,3.96711e+6,3.63428e+6,5.38429e+6,4.65268e+6,4.21867e+6,4.26148e+6,5.07089e+6,7.65996e+6,2.24737e+6,1.52683e+6,2.43241e+6,6.08790e+6,5.99715e+6,5.69985e+6,5.96098e+6,3.16219e+6,1.08684e+7,276432,5.63312e+6,4.27690e+6,2.23124e+6,6.00040e+6,1.84767e+6,9.26288e+6,6.75643e+6,2.22590e+6,4.85061e+6,1.20111e+7
0.745574,3.40931e+6,405635,2.46507e+6,5.08345e+6,1.60493e+6,3.63728e+6,2.83245e+6,2.67971e+6,807759,988464,3.86815e+6,4.37054e+6,3.24584e+6,3.90306e+6,3.07691e+6,2.04616e+6,2.60659e+6,577818,3.89857e+6,6.75234e+6,3.08915e+6,4.25798e+6,4.43013e+6,3.40508e+6,5.92376e+6,7.82573e+6,7.83097e+6,9.98113e+6,1.04353e+7,2.89564e+6,9.05489e+6,4.12468e+6,3.62238e+6,5.40670e+6,4.93181e+6,4.31024e+6,4.37595e+6,5.03379e+6,7.61037e+6,2.34906e+6,1.54305e+6,2.54925e+6,6.13299e+6,6.05920e+6,5.53857e+6,5.94844e+6,3.34795e+6,1.08107e+7,227050,5.52598e+6,4.18969e+6,2.19001e+6,6.05958e+6,1.83942e+6,9.28301e+6,6.82215e+6,2.13455e+6,4.82406e+6,1.20923e+7
0.747610,3.34995e+6,636957,2.59670e+6,5.18741e+6,1.83999e+6,3.72403e+6,2.63533e+6,2.64878e+6,803127,1.09583e+6,3.81313e+6,4.41938e+6,3.25334e+6,3.91474e+6,3.02370e+6,2.29691e+6,2.74778e+6,611577,3.90233e+6,6.63011e+6,2.94238e+6,4.23145e+6,4.56513e+6,3.39758e+6,6.03581e+6,7.67000e+6,7.92298e+6,1.01328e+7,1.03299e+7,2.86928e+6,8.86702e+6,4.27714e+6,3.61418e+6,5.42407e+6,5.21637e+6,4.41511e+6,4.49988e+6,5.00515e+6,7.55629e+6,2.46472e+6,1.57344e+6,2.66971e+6,6.18333e+6,6.12954e+6,5.37686e+6,5.92634e+6,3.56228e+6,1.07464e+7,194084,5.41502e+6,4.09017e+6,2.15039e+6,6.11819e+6,1.83961e+6,9.30133e+6,6.88429e+6,2.04593e+6,4.78522e+6,1.21764e+7
0.749647,3.28145e+6,855650,2.70752e+6,5.28985e+6,2.06806e+6,3.84224e+6,2.43510e+6,2.61190e+6,788044,1.21336e+6,3.75323e+6,4.48091e+6,3.26621e+6,3.91172e+6,2.96499e+6,2.55428e+6,2.88990e+6,669771,3.91053e+6,6.49718e+6,2.80741e+6,4.21006e+6,4.70515e+6,3.38610e+6,6.14603e+6,7.52876e+6,7.99077e+6,1.02773e+7,1.02203e+7,2.83757e+6,8.69051e+6,4.42386e+6,3.61007e+6,5.43790e+6,5.50476e+6,4.53387e+6,4.63078e+6,4.98709e+6,7.49850e+6,2.59389e+6,1.61853e+6,2.79248e+6,6.24184e+6,6.20716e+6,5.21762e+6,5.89565e+6,3.80497e+6,1.06766e+7,180032,5.30365e+6,3.97953e+6,2.11561e+6,6.17695e+6,1.84938e+6,9.31994e+6,6.94427e+6,1.96237e+6,4.73390e+6,1.22642e+7
