,FA_20240108_2H_yeast_1.11.ser#1,FA_20240108_2H_yeast_1.11.ser#2,FA_20240108_2H_yeast_1.11.ser#3,FA_20240108_2H_yeast_1.11.ser#4,FA_20240108_2H_yeast_1.11.ser#5,FA_20240108_2H_yeast_1.11.ser#6,FA_20240108_2H_yeast_1.11.ser#7,FA_20240108_2H_yeast_1.11.ser#8,FA_20240108_2H_yeast_1.11.ser#9,FA_20240108_2H_yeast_1.11.ser#10,FA_20240108_2H_yeast_1.11.ser#11,FA_20240108_2H_yeast_1.11.ser#12,FA_20240108_2H_yeast_1.11.ser#13,FA_20240108_2H_yeast_1.11.ser#14,FA_20240108_2H_yeast_1.11.ser#15,FA_20240108_2H_yeast_1.11.ser#16,FA_20240108_2H_yeast_1.11.ser#17,FA_20240108_2H_yeast_1.11.ser#18,FA_20240108_2H_yeast_1.11.ser#19,FA_20240108_2H_yeast_1.11.ser#20,FA_20240108_2H_yeast_1.11.ser#21,FA_20240108_2H_yeast_1.11.ser#22,FA_20240108_2H_yeast_1.11.ser#23,FA_20240108_2H_yeast_1.11.ser#24,FA_20240108_2H_yeast_1.11.ser#25,FA_20240108_2H_yeast_1.11.ser#26,FA_20240108_2H_yeast_1.11.ser#27,FA_20240108_2H_yeast_1.11.ser#28,FA_20240108_2H_yeast_1.11.ser#29,FA_20240108_2H_yeast_1.11.ser#30,FA_20240108_2H_yeast_1.11.ser#31,FA_20240108_2H_yeast_1.11.ser#32,FA_20240108_2H_yeast_1.11.ser#33,FA_20240108_2H_yeast_1.11.ser#34,FA_20240108_2H_yeast_1.11.ser#35,FA_20240108_2H_yeast_1.11.ser#36,FA_20240108_2H_yeast_1.11.ser#37,FA_20240108_2H_yeast_1.11.ser#38,FA_20240108_2H_yeast_1.11.ser#39
6.96437,267.562,489.726,2069.44,1207.84,-558.685,72.4734,968.725,-1429.12,-422.244,1294.25,-159.182,342.855,884.598,112.763,-357.116,-834.175,1216.80,54.9990,-291.748,-742.924,608.040,751.720,-986.070,-196.224,515.066,-647.388,350.721,-938.840,781.093,-1069.69,99.2610,118.140,-75.8802,1223.64,2494.87,-509.915,-852.978,-28.1441,-516.796
6.97251,468.646,1151.48,2110.87,1284.85,-502.899,-245.310,856.790,-1493.65,-473.508,952.626,-426.838,285.647,426.709,3.51710,-282.577,-785.689,1235.18,307.858,-397.447,-710.281,1316.82,939.862,-825.877,129.851,358.862,-301.486,399.325,-697.531,250.659,-901.828,-278.972,295.282,200.109,1147.58,2665.10,-345.653,-1102.02,444.778,-370.757
6.98066,450.994,1905.01,1702.54,1420.31,-416.471,-495.048,849.373,-1154.64,-353.115,490.902,-370.688,-402.842,-129.695,16.3773,4.27090,-724.468,1251.73,597.035,-201.498,-642.539,1871.34,812.223,-425.381,151.138,511.152,-161.968,424.888,-495.816,-407.485,-608.516,-852.437,382.074,164.841,1068.95,2636.83,-385.840,-1242.40,562.125,-358.493
6.98880,580.253,2426.12,1243.35,1481.68,-405.516,-525.486,691.470,-806.961,-205.485,140.033,7.07367,-1241.39,-427.669,69.2311,477.753,-565.287,1731.85,805.814,97.4648,-807.010,2178.17,590.810,41.3048,-112.096,696.632,-44.7966,308.338,-397.026,-526.488,-163.128,-966.012,154.889,-104.137,1161.66,2250.70,-1054.96,-1138.73,525.523,-763.988
6.99695,995.919,2440.28,974.601,1562.90,-374.921,-294.688,460.694,-458.346,54.8015,-175.230,429.050,-1704.91,-411.539,297.820,814.241,-366.141,2201.32,879.455,179.882,-1188.01,2130.34,638.087,511.944,-351.577,467.830,187.940,123.661,-324.795,-70.8801,395.155,-638.389,-64.3929,-463.722,1504.35,1704.75,-1654.23,-720.297,576.656,-1406.02
7.00510,1444.72,1797.45,875.055,1836.33,-300.254,127.542,148.365,6.82663,221.167,-357.710,742.194,-1742.72,-114.601,713.257,755.974,-107.272,2220.99,848.967,196.083,-1265.31,1505.92,978.354,941.839,-68.0387,-59.5782,629.734,-184.675,-296.748,497.916,856.862,-157.077,-208.486,-740.936,1807.00,1213.44,-1453.13,-428.675,710.075,-1593.78
7.01324,1695.04,1003.70,679.260,2158.13,-414.039,703.669,-339.831,178.366,290.540,-205.096,823.554,-1589.93,230.736,932.762,386.865,378.264,2125.10,521.001,74.3090,-930.826,544.283,1156.73,969.301,281.288,-444.762,1147.49,-457.601,-229.600,953.570,1082.92,275.350,-315.436,-867.245,1876.23,839.463,-981.240,-547.764,647.783,-1328.69
7.02139,1622.53,606.474,385.968,2470.27,-694.725,1091.74,-879.196,172.638,457.793,114.867,454.671,-1260.88,437.697,845.572,193.342,833.519,2024.07,-45.3370,-434.827,-552.198,91.0545,1040.80,449.402,162.577,-408.026,1394.18,-387.712,-108.548,1159.81,1203.06,278.018,-368.861,-963.426,1538.57,696.224,-583.314,-627.185,316.182,-1241.79
7.02953,1154.03,810.893,185.755,2674.47,-1067.72,1205.76,-1347.94,439.742,552.420,229.903,-47.9517,-779.946,494.021,624.577,483.152,798.804,1694.29,-447.057,-823.864,-34.5207,182.479,962.646,265.039,-242.990,-262.982,1110.29,3.56398,-180.758,889.552,1400.48,-184.315,-486.665,-1020.95,1085.63,617.495,-33.3057,-520.652,-59.6250,-1132.21
7.03768,468.649,1069.39,165.488,2318.90,-1232.02,1211.71,-1294.25,767.686,600.559,293.909,-258.947,-256.637,554.881,455.692,842.581,567.820,1477.78,-541.190,-796.734,462.061,339.085,887.158,748.950,-559.665,-130.119,489.478,403.818,-365.979,417.257,1675.98,-625.111,-593.957,-906.074,860.036,552.007,560.349,-567.410,-396.887,-673.795
7.04582,188.151,1078.85,414.423,1584.82,-1197.33,941.402,-734.307,986.277,750.686,544.835,139.916,388.700,814.920,561.316,758.365,268.967,1567.00,-239.192,-532.653,775.531,470.299,868.018,947.759,-618.737,-15.8345,-166.387,612.711,-399.159,149.420,1917.46,-886.556,-647.035,-654.194,716.394,424.841,988.525,-392.258,-513.030,-211.190
7.05397,308.826,1034.09,866.133,992.347,-1041.32,470.164,-311.665,1013.63,681.625,935.612,902.977,645.214,1224.73,871.310,506.042,-148.926,1712.25,209.051,-300.397,829.508,620.833,696.881,553.383,-560.759,109.377,-637.927,497.508,-506.967,159.562,2102.04,-999.082,-675.287,-301.274,478.734,123.096,1227.03,155.070,-678.574,-108.061
7.06211,443.187,904.193,1196.61,741.060,-731.951,80.4773,-427.499,949.679,384.010,1089.02,1594.84,497.423,1414.94,1177.34,309.499,-773.575,1599.32,424.146,-241.378,615.114,799.021,171.006,-73.5738,-489.166,258.913,-688.648,74.9050,-499.426,287.094,1929.70,-1051.99,-889.307,-45.4595,319.889,-108.115,1315.14,564.339,-904.665,-227.803
7.07026,548.693,1023.55,1222.69,639.898,-415.676,-17.8279,-690.220,888.698,141.669,839.452,1716.13,206.094,1062.15,1309.03,201.264,-1278.02,1258.43,636.810,-163.696,169.400,1036.53,-317.993,-533.299,-431.363,550.704,-571.995,-432.718,-75.7219,283.863,1641.35,-961.109,-1158.01,-8.71634,199.056,-120.654,1227.56,767.517,-643.256,-220.766
7.07840,659.357,1357.86,1236.17,502.077,-328.501,126.850,-841.335,709.854,62.2703,604.055,1222.96,-196.813,284.134,1000.86,377.727,-1067.99,979.471,1021.66,235.437,-226.136,1081.02,-436.871,-592.276,-470.907,875.159,-543.104,-989.512,555.895,71.3579,1610.53,-784.766,-1348.07,205.589,138.948,-73.8686,836.013,751.337,-89.8635,-109.429
7.08655,755.482,1638.99,1467.71,294.176,-167.182,236.096,-699.755,522.514,290.239,738.172,671.003,-550.196,-377.911,499.072,699.623,-334.982,848.695,1150.30,493.639,-191.421,778.557,-233.693,-352.998,-508.793,1055.78,-493.054,-1241.17,852.796,121.645,1683.81,-500.024,-1597.51,636.987,378.345,123.407,98.8010,527.823,221.164,-30.6990
7.09469,881.506,1797.35,1905.11,305.099,272.359,63.3700,-441.577,500.650,711.376,719.258,360.158,-631.042,-695.561,323.126,951.756,140.080,802.815,1009.21,287.889,-25.9714,566.063,28.6287,-139.041,-547.657,946.830,-246.447,-1062.48,926.901,506.026,1564.78,169.377,-1718.55,1012.31,542.116,383.787,-631.417,233.143,440.848,-154.670
7.10284,849.043,1889.19,2457.10,600.626,840.622,19.9925,-243.614,691.425,994.651,454.750,428.475,-331.531,-734.378,322.727,1016.10,213.055,538.830,864.947,232.120,94.9321,873.785,162.550,102.823,-321.098,640.079,107.846,-701.597,818.192,908.114,1484.80,1058.27,-1544.43,1166.84,119.295,354.275,-1043.93,31.2955,623.612,-210.155
7.11098,613.930,1772.09,2961.14,1126.58,1371.77,260.685,-90.0767,951.952,955.575,455.189,631.879,181.433,-541.986,-8.92550,924.291,249.204,169.528,533.846,393.155,139.139,1465.28,80.8403,303.798,-49.3088,472.820,479.431,-190.917,453.674,1323.20,1568.67,1744.08,-1156.44,1255.11,-586.618,236.014,-1058.84,108.367,573.235,-298.620
7.11913,301.648,1498.30,3228.12,1438.24,1599.80,504.642,106.491,1121.42,528.582,845.328,640.470,500.053,-246.825,-404.832,723.687,385.904,-26.9527,205.093,284.154,35.9603,1601.12,4.25861,318.886,-67.1530,291.447,923.538,266.529,159.622,1507.88,1505.15,2256.93,-748.956,1754.57,-896.978,227.229,-819.485,167.471,422.931,-508.902
7.12727,63.4062,1318.85,3253.98,1310.22,1621.20,533.023,306.332,1264.65,-23.2520,1569.93,651.956,642.573,94.1525,-511.501,493.966,281.440,-48.5082,235.485,-75.6919,-136.820,1143.88,-131.241,151.548,-103.448,-55.3303,1117.16,705.110,7.28698,1160.54,1316.87,2583.51,-710.178,2334.41,-667.758,23.7127,-395.311,196.042,451.999,-495.801
7.13542,169.345,1535.48,2909.10,1162.66,1604.61,271.767,416.818,1306.82,-260.572,2075.95,642.861,594.180,382.365,-584.075,523.086,20.4667,-15.4206,226.130,-256.290,-198.912,612.702,-251.582,14.7910,-199.319,-524.883,1122.51,1137.76,-73.3602,690.024,1262.71,2309.43,-959.447,2367.47,-69.3611,-132.090,125.551,484.881,270.287,-314.083
7.14356,312.689,1969.85,2349.92,1236.88,1495.57,-89.7490,452.865,1356.77,23.0620,2062.10,622.015,323.968,484.240,-900.670,734.398,-136.836,93.4779,-16.0613,-26.9521,-45.1099,402.888,-85.9868,70.2060,-274.908,-1078.42,965.898,1101.14,-120.886,170.343,1560.38,1866.80,-1039.09,2047.05,585.142,-66.7256,502.211,930.508,-157.942,4.46742
7.15171,247.960,2208.75,2025.77,1408.91,1244.11,-407.387,316.317,1266.96,519.433,1925.28,721.382,265.316,519.159,-1189.30,749.224,-174.729,376.685,-291.143,317.247,160.841,276.641,-10.1691,180.088,-506.838,-1285.81,471.216,704.531,-140.876,-431.196,1865.52,1608.09,-970.368,1784.10,1206.12,90.7010,801.622,1125.99,-482.675,243.006
7.15985,201.043,2325.90,2228.34,1476.83,862.906,-512.910,-62.5758,889.811,1017.43,1761.05,835.600,419.915,626.255,-1432.89,531.531,-122.711,751.200,-345.446,210.861,144.908,145.720,-191.637,384.489,-985.935,-1008.09,-89.1570,443.506,-348.012,-729.762,1836.52,1517.05,-687.205,1630.57,1475.32,353.241,1022.35,961.960,-541.044,362.326
7.16800,281.425,2198.78,2680.19,1123.72,621.318,-236.962,-439.237,622.630,1242.59,1631.64,953.063,560.246,638.011,-1395.64,426.406,24.7498,1108.77,-65.1720,-364.440,-58.6559,204.844,-237.813,485.760,-1643.92,-685.508,-287.445,83.1594,-891.783,-615.219,1563.46,1518.97,-144.020,1542.33,1224.42,412.883,1096.66,511.409,-206.016,654.220
7.17614,346.586,2013.83,2674.07,520.444,791.031,201.022,-746.135,459.496,940.947,1624.34,1270.89,435.085,705.039,-1051.50,504.736,162.037,1241.97,194.644,-871.741,-271.696,188.937,-118.658,410.756,-2060.34,-736.099,-98.5223,-460.821,-1515.97,-384.258,1419.47,1254.30,279.113,1400.42,864.249,172.225,1034.67,156.350,229.471,964.270
7.18429,496.056,2102.30,2490.68,119.735,949.120,728.526,-1047.94,413.935,687.629,1701.82,1534.61,175.310,1169.57,-1004.46,484.322,364.804,1262.61,129.484,-911.851,-543.341,-70.2952,15.0772,340.205,-2145.37,-1050.51,271.633,-763.661,-1892.21,-242.699,1638.67,861.752,488.349,1013.51,668.716,-121.515,863.158,458.415,417.239,1089.58
7.19243,753.487,2290.64,2375.96,52.9988,1067.51,1069.13,-1037.28,663.093,782.439,1827.37,1801.12,135.621,1647.09,-1135.34,119.008,795.839,1244.39,-182.457,-642.164,-614.167,-168.818,133.608,255.264,-1824.16,-1163.53,357.418,-649.058,-2018.38,-72.8339,1784.12,636.989,656.788,457.954,517.157,-98.4965,732.994,1002.10,398.791,875.046
7.20058,928.594,2417.43,2146.33,304.001,1329.07,959.987,-681.968,974.800,831.136,1794.85,2082.59,196.705,1761.45,-975.912,-342.105,1417.77,1038.77,-467.138,-707.581,-213.014,147.009,470.140,274.249,-1237.85,-900.527,196.592,-442.913,-1860.62,-92.1172,1710.51,576.852,1004.49,194.255,349.922,225.312,466.396,1265.56,526.028,743.531
7.20872,1065.80,2299.22,1669.92,548.849,1698.91,875.416,-347.037,965.292,699.102,1726.40,1832.12,167.360,1688.35,-674.434,-316.460,1867.14,672.169,-649.938,-1111.52,317.695,608.148,1045.58,382.498,-913.418,-391.019,62.3149,-357.332,-1384.57,-398.712,1578.33,479.565,1685.10,190.893,296.080,557.193,262.006,1451.94,961.158,738.654
7.21687,885.130,2182.80,1060.73,566.140,1896.09,991.711,-54.1173,635.069,627.069,1805.56,976.417,-9.07503,1485.97,-352.794,-119.721,1938.64,499.867,-753.499,-1374.49,722.492,877.491,1427.01,408.847,-833.588,-211.775,-100.284,-507.459,-672.948,-303.855,1290.04,172.138,2222.57,292.227,368.035,995.837,203.242,1581.97,1458.38,666.664
7.22501,425.740,2334.09,640.278,528.511,1702.86,1009.66,345.081,196.943,786.962,1951.20,456.444,-172.522,1227.43,-60.2307,-245.113,1704.18,618.243,-770.278,-1300.05,657.352,931.015,1464.53,369.422,-699.662,-523.365,-345.198,-794.541,-277.002,425.494,903.515,-108.430,2148.84,478.417,469.484,1375.73,84.6407,1404.57,1649.65,596.101
7.23316,236.522,2400.23,613.640,525.153,1320.91,773.412,713.078,-109.091,1015.10,2158.13,760.472,-314.417,1153.00,166.000,-443.107,1392.54,763.848,-607.740,-1033.57,186.878,855.479,1375.90,505.940,-323.858,-718.618,-489.707,-921.029,-292.626,1066.25,645.247,-269.200,1796.90,787.292,486.713,1583.88,-59.5757,992.908,1477.91,368.719
7.24130,438.857,2097.30,819.266,282.425,1142.71,481.985,1030.42,-232.965,985.138,2333.17,1068.89,-418.357,1524.53,184.901,-518.901,952.750,893.039,-370.963,-808.541,-208.531,747.394,1167.58,668.547,51.9886,-594.900,-471.111,-807.079,-167.841,1455.93,600.129,-223.240,1539.93,1101.62,528.719,1517.59,-229.896,362.142,1165.71,80.9805
7.24945,754.438,1808.36,1215.01,-1.82804,1146.70,150.766,1320.69,-254.012,726.941,2312.24,944.178,-296.645,2089.51,311.800,-587.578,454.415,927.777,-92.5144,-704.900,-601.758,967.212,993.782,535.122,297.765,-507.161,-397.398,-499.806,66.6461,1719.86,1017.02,6.35912,1477.42,1214.46,563.878,1309.31,-334.856,-202.584,892.377,-38.6138
7.25759,935.535,1974.63,1739.26,-80.3725,956.750,-5.25202,1372.95,-313.165,475.612,2030.01,796.674,-75.9268,2381.76,386.870,-677.674,218.001,843.080,322.288,-487.679,-848.198,1283.33,991.392,357.417,474.332,-689.046,-272.016,-144.852,358.093,1504.13,1325.58,30.7870,1442.55,1296.76,571.787,1121.15,-28.2934,-585.209,757.790,16.6698
7.26574,1234.53,2453.05,2242.66,-94.5862,586.138,57.2438,1026.01,-76.9977,394.152,1720.36,793.020,64.4424,2294.93,198.509,-711.800,220.880,739.004,710.623,-199.248,-903.127,1467.18,990.091,63.9902,490.984,-986.436,-182.874,279.932,863.089,736.651,1131.38,-107.246,1431.17,1424.34,564.904,756.479,685.195,-730.237,1057.07,535.743
7.27388,1759.28,2737.07,2526.05,-88.8655,219.357,-103.794,575.101,307.556,618.977,1285.29,1021.99,251.347,1956.30,56.1723,-549.551,525.440,817.949,688.792,89.0694,-802.855,1622.63,860.481,-219.784,371.049,-1226.28,-5.98895,517.503,1248.79,-162.663,905.482,-103.211,1556.88,1395.87,545.827,452.496,1311.10,-607.234,1528.41,1376.54
7.28203,2269.61,2720.68,2499.42,-45.7104,74.2271,-283.456,349.716,638.841,836.003,659.513,1494.87,539.340,1476.77,-102.840,-364.877,907.752,1000.31,396.035,339.967,-476.014,1700.75,496.902,-287.736,216.856,-1351.26,44.1448,426.604,1281.84,-804.773,923.852,-146.268,1777.63,1362.50,628.512,413.929,1515.55,-435.277,1787.63,1846.08
7.29017,2566.25,2638.43,2284.32,3.52389,-12.0187,-89.1747,355.487,941.558,558.576,276.893,1790.04,916.693,986.971,-212.360,-196.043,1082.46,1134.10,400.619,364.691,-29.3079,1258.42,71.5844,-272.123,-38.9567,-1238.51,-9.03605,343.224,1247.61,-714.700,1239.48,-421.596,1864.97,1429.03,649.318,256.962,1370.79,-300.651,1705.15,1651.00
7.29832,2554.17,2653.78,1915.71,-8.09426,-192.403,375.616,678.921,1247.13,25.8352,380.979,1746.95,1149.79,813.113,4.50714,143.558,1112.27,1272.43,772.521,5.55012,633.785,505.604,-149.345,-241.610,-257.940,-1015.84,35.9607,286.331,1247.35,-65.8449,1468.54,-588.289,1811.33,1482.70,494.417,64.9785,1152.62,-64.7579,1017.22,1123.13
7.30646,2242.27,2562.02,1461.65,-9.58861,-382.375,893.495,803.006,1746.01,-132.467,776.585,1602.18,1237.01,918.229,262.070,503.535,1165.36,1364.93,1195.83,-337.988,1348.38,8.31470,-27.6361,-161.077,-211.230,-716.640,-43.6802,226.647,1340.49,289.160,1509.70,-277.649,1586.83,1455.83,465.038,74.8402,981.339,246.716,-125.457,688.556
7.31461,1712.31,2258.90,1279.35,249.956,-347.174,1431.54,462.470,2494.16,194.676,1072.19,1416.75,1501.39,1113.61,188.061,858.297,1101.50,1371.84,1411.31,-231.196,1701.23,-77.8290,10.7064,149.642,-136.990,-313.374,-264.847,369.448,1430.98,276.282,1455.96,369.060,1188.13,1626.27,801.573,-134.326,893.312,490.612,-1181.93,414.550
7.32275,1405.90,2118.02,1307.93,849.952,-301.246,1751.61,178.957,3092.82,806.915,1136.19,987.651,1949.22,1400.82,34.2950,1189.42,905.107,1377.86,1503.35,131.180,1648.42,-109.900,-222.400,608.014,-30.9808,-3.96254,-294.237,679.088,1547.11,393.262,1353.06,1050.28,620.236,1769.62,1128.88,-592.756,911.260,492.119,-1533.93,89.9774
7.33090,1293.31,2279.71,1306.03,1393.19,-399.618,1636.80,86.6339,3213.89,1608.80,984.149,368.877,2202.30,1528.60,46.7488,1409.48,731.366,1462.33,1687.60,374.420,1536.61,-232.996,-198.691,932.154,269.759,-1.59233,-25.6508,968.814,1777.86,485.525,1334.90,1350.72,238.941,1632.40,1083.35,-607.953,918.062,218.074,-1160.70,-55.1883
7.33904,1027.63,2378.54,1249.01,1744.36,-506.571,1369.76,-12.2920,2991.10,2286.02,990.280,-50.1848,2277.06,1363.70,140.198,1700.75,411.363,1575.60,1926.62,314.052,1282.08,-253.674,271.996,986.285,378.848,-61.5649,226.367,1156.99,1876.64,217.398,1309.45,1063.58,250.984,1372.47,695.670,-248.998,988.738,-182.915,-611.757,89.8903
7.34719,831.445,1974.52,1205.60,2051.66,-765.921,1232.90,-190.412,2759.94,2588.14,1309.27,76.8127,2209.44,1259.86,151.925,1853.45,41.2659,1542.65,2052.83,103.364,794.603,-58.4070,749.364,966.934,166.506,195.004,276.846,1386.42,1741.16,-307.800,1245.77,636.628,404.214,1206.45,276.451,-159.565,939.171,-625.878,-348.392,367.827
7.35533,690.813,1392.00,1123.02,2266.33,-1081.19,1291.38,-341.921,2498.77,2686.30,1651.59,496.209,2206.47,1172.58,94.4637,1728.06,-189.545,1470.76,1976.90,46.4108,527.092,225.101,841.706,945.184,-14.1446,478.352,182.871,1681.25,1732.57,-504.077,1109.58,344.244,687.382,1346.51,106.743,-39.0808,794.226,-630.745,-483.823,404.702
7.36348,697.604,1175.99,999.921,2126.75,-846.767,1374.82,-321.648,1990.83,2642.04,1744.06,780.779,2436.31,764.309,14.9302,1632.59,-344.142,1460.97,1892.89,110.483,760.942,267.231,788.065,880.957,192.748,429.184,247.916,2012.41,1795.17,-139.592,972.697,265.225,1051.24,1619.70,83.7831,412.177,828.532,-285.946,-458.136,234.419
7.37162,695.466,1279.40,849.960,1730.84,-119.961,1367.93,-268.467,1422.98,2385.55,1427.60,1001.75,2793.91,63.9706,95.4163,1381.83,-349.524,1483.94,1974.29,117.710,862.688,148.145,761.898,1024.98,708.856,205.640,585.674,2093.60,1693.80,505.350,1083.86,360.237,1213.04,1831.47,70.1174,935.087,869.016,357.303,130.421,500.539
7.37977,549.145,1378.69,778.220,1503.82,711.015,1115.52,-146.288,1060.94,1969.70,1168.86,1345.66,3059.91,-481.916,157.046,853.383,-70.4618,1452.82,1953.65,180.457,874.421,266.807,696.004,1124.58,1115.91,270.446,949.833,1905.69,1621.78,956.063,1215.30,824.004,1324.96,2057.32,70.2998,1326.69,820.654,1317.61,954.644,1113.50
7.38791,265.511,1306.70,742.330,1562.78,1330.84,806.471,250.819,961.731,1450.17,980.416,1705.79,3200.34,-647.829,-18.5372,507.262,280.222,1399.90,1802.51,249.728,1018.41,298.174,547.412,920.612,1239.29,578.484,1041.78,1751.28,1445.88,1296.17,1016.36,1360.89,1411.52,2172.96,270.616,1599.78,636.182,2079.43,1509.93,1329.71
7.39606,122.025,985.341,641.947,1547.10,1544.59,641.507,572.115,886.889,955.923,679.982,2026.79,3190.45,-809.786,-276.018,511.720,290.733,1448.26,1783.87,278.462,962.607,2.92817,327.482,606.394,1193.50,503.576,738.589,1845.75,1167.97,1772.83,776.062,1607.49,1120.46,2136.08,643.285,1832.45,259.283,2517.92,1533.67,1054.98
7.40420,166.728,543.423,725.148,1391.14,1619.32,504.511,707.421,881.915,693.291,547.724,2361.16,3028.35,-1037.88,-294.671,573.729,354.881,1521.61,1839.96,379.766,638.460,-297.646,86.1853,587.869,1266.89,44.0713,352.482,2090.86,1185.88,1904.15,726.258,1577.09,600.018,2077.60,1057.79,1920.91,-130.075,2580.52,1159.58,910.940
7.41235,252.874,201.102,925.761,1322.17,1602.49,284.627,910.568,1058.52,811.309,705.824,2680.00,2991.08,-851.258,-178.580,717.942,599.083,1474.16,1830.11,623.251,492.986,-317.700,168.739,826.716,1786.81,-191.558,-28.7939,2329.21,1391.18,1832.81,806.637,1489.30,449.572,2002.40,1546.11,1813.08,-246.128,2318.08,1090.58,1152.85
7.42049,495.420,238.521,845.960,1001.12,1159.50,61.1058,1234.40,1212.20,1260.14,1105.63,2926.60,2961.34,-108.741,-101.771,845.355,937.014,1375.95,1981.48,1200.28,779.247,-76.3997,386.039,999.965,2229.31,-0.102003,-87.2474,2249.80,1544.10,1935.86,888.825,1420.54,700.412,1956.35,1838.52,1578.96,2.43913,1840.29,1471.44,1359.82
7.42864,1023.01,310.591,573.080,480.456,658.738,-137.114,1810.01,1256.38,1899.93,1592.99,3232.81,2607.03,322.301,172.617,795.792,1301.25,1463.49,2281.30,1844.30,1101.01,184.868,586.115,1091.78,2169.73,263.746,152.431,1871.07,1524.51,2138.59,767.869,1367.52,924.609,1819.65,2003.62,1433.29,314.642,1300.29,1681.50,1028.78
7.43678,1516.05,225.873,465.463,301.307,700.528,-45.2387,2633.30,1252.04,2321.93,2158.96,3641.26,2205.83,319.860,955.708,847.106,1367.45,1589.40,2725.38,1973.42,1287.37,480.860,922.701,1348.47,1994.64,309.154,279.367,1316.14,1301.25,2401.57,573.248,1485.78,928.817,1782.89,2240.37,1587.78,597.215,927.636,1584.85,575.216
7.44493,1803.93,210.699,498.742,471.121,884.624,447.315,2996.22,1173.96,2553.85,2590.25,3817.94,2132.18,456.532,1678.68,987.324,1042.88,1737.80,3167.33,1596.32,1474.60,809.576,1344.05,1729.55,1799.32,120.995,415.712,850.402,1258.61,2508.68,451.493,1569.21,1010.78,2012.37,2485.23,1824.26,861.143,664.518,1530.96,410.891
7.45307,2172.29,427.835,650.007,534.073,915.584,916.953,2762.22,1065.75,2586.02,2438.61,3545.48,2157.04,847.259,1824.15,949.131,653.957,1870.83,3572.07,1131.30,1539.34,1079.27,1658.17,1933.62,1455.85,-91.8834,752.544,994.324,1565.73,2429.18,504.114,1423.42,1174.01,2250.47,2792.28,1941.48,942.177,516.520,1580.69,405.736
7.46122,2151.23,507.058,952.518,346.392,922.149,1132.28,2541.45,1155.55,2659.84,1796.06,2937.05,2082.78,1410.08,1628.73,947.235,376.797,1876.64,3722.27,924.463,1417.68,1182.21,1962.17,1833.31,879.739,61.6845,1359.86,1827.71,1824.49,2169.03,823.457,1111.37,1295.75,2418.81,3142.38,1933.10,753.335,652.419,1644.13,37.7456
7.46936,1660.89,388.813,1123.88,122.708,960.044,1373.27,2455.89,1437.25,2920.66,1243.22,2322.27,2178.68,1946.34,1447.71,1187.54,427.878,1914.75,3752.37,796.458,1131.78,1010.02,2312.18,1479.70,261.670,671.434,1936.29,2785.40,1937.98,1859.50,1211.86,919.763,1289.13,2489.96,3173.04,1848.53,470.617,630.014,1429.48,-484.794
7.47751,1423.71,438.304,1246.75,263.733,1071.40,1736.08,2833.53,1693.52,2836.16,1280.86,1951.60,2502.62,1985.90,1408.50,1623.31,570.619,2297.86,3616.50,712.460,781.460,802.012,2512.44,1093.15,-141.139,1436.98,2234.04,3118.62,2236.26,1485.97,1364.53,872.073,1247.10,2469.73,2802.76,1771.89,419.956,430.487,1236.07,-528.170
7.48565,1398.49,573.001,1476.03,950.733,1175.07,2055.67,3473.89,1651.94,2508.92,1785.58,2007.62,3051.93,1640.48,1534.61,1931.53,307.442,2892.04,3118.47,869.757,576.041,722.376,2450.13,691.799,-393.942,1978.96,2217.59,2679.57,2570.05,1012.68,1236.27,719.144,1559.62,2569.05,2097.47,1720.05,952.079,604.577,1322.39,-126.312
7.49380,1303.94,600.544,1924.63,1678.78,1133.36,2452.16,4017.97,1468.64,2594.21,2417.53,2436.15,3372.32,1580.66,1696.14,2137.21,98.8763,3424.49,2534.56,1166.02,652.821,836.398,2208.85,489.873,-487.659,2168.80,1999.90,2117.28,2876.32,820.615,1094.36,564.504,1915.86,2676.57,1204.69,1733.54,1748.25,1148.21,1349.70,386.759
7.50194,1124.79,807.418,2102.98,2100.90,1000.43,3046.56,4415.46,1517.29,2912.04,2867.77,2690.42,3338.62,1821.39,1665.14,2527.77,626.146,3878.41,2104.51,1531.67,871.171,1204.11,2149.71,497.720,-131.287,2138.98,1880.09,1941.93,3031.82,935.485,1083.53,653.617,2000.13,2674.16,662.146,1954.21,2018.13,1492.43,1365.22,855.684
7.51009,1103.50,1187.52,1884.83,2381.61,1007.29,3491.59,4478.68,1695.28,2868.88,2954.29,2554.00,3201.72,1985.51,1294.28,2863.20,1667.60,4125.28,1831.94,1835.16,991.448,1449.80,2486.20,752.351,843.545,2072.69,1814.65,1969.80,2753.08,1188.30,1252.03,762.169,2120.84,2796.37,591.318,2106.21,1659.68,1648.83,1572.41,1369.40
7.51823,1257.04,1352.82,1671.91,2429.30,892.760,3561.45,4082.17,1878.53,2463.67,2970.99,2111.83,2885.43,1968.74,952.831,3033.15,2564.87,3818.11,2045.51,2295.46,851.331,1328.70,2915.00,1111.52,2052.98,1985.48,1729.80,2033.32,2324.76,1486.93,1634.62,856.932,2452.35,2790.53,854.566,1917.69,1195.19,1863.36,2093.01,1991.81
