,FA_20240108_2H_yeast_1.11.ser#1,FA_20240108_2H_yeast_1.11.ser#2,FA_20240108_2H_yeast_1.11.ser#3,FA_20240108_2H_yeast_1.11.ser#4,FA_20240108_2H_yeast_1.11.ser#5,FA_20240108_2H_yeast_1.11.ser#6,FA_20240108_2H_yeast_1.11.ser#7,FA_20240108_2H_yeast_1.11.ser#8,FA_20240108_2H_yeast_1.11.ser#9,FA_20240108_2H_yeast_1.11.ser#10,FA_20240108_2H_yeast_1.11.ser#11,FA_20240108_2H_yeast_1.11.ser#12,FA_20240108_2H_yeast_1.11.ser#13,FA_20240108_2H_yeast_1.11.ser#14,FA_20240108_2H_yeast_1.11.ser#15,FA_20240108_2H_yeast_1.11.ser#16,FA_20240108_2H_yeast_1.11.ser#17,FA_20240108_2H_yeast_1.11.ser#18,FA_20240108_2H_yeast_1.11.ser#19,FA_20240108_2H_yeast_1.11.ser#20,FA_20240108_2H_yeast_1.11.ser#21,FA_20240108_2H_yeast_1.11.ser#22,FA_20240108_2H_yeast_1.11.ser#23,FA_20240108_2H_yeast_1.11.ser#24,FA_20240108_2H_yeast_1.11.ser#25,FA_20240108_2H_yeast_1.11.ser#26,FA_20240108_2H_yeast_1.11.ser#27,FA_20240108_2H_yeast_1.11.ser#28,FA_20240108_2H_yeast_1.11.ser#29,FA_20240108_2H_yeast_1.11.ser#30,FA_20240108_2H_yeast_1.11.ser#31,FA_20240108_2H_yeast_1.11.ser#32,FA_20240108_2H_yeast_1.11.ser#33,FA_20240108_2H_yeast_1.11.ser#34,FA_20240108_2H_yeast_1.11.ser#35,FA_20240108_2H_yeast_1.11.ser#36,FA_20240108_2H_yeast_1.11.ser#37,FA_20240108_2H_yeast_1.11.ser#38,FA_20240108_2H_yeast_1.11.ser#39
5.36794,224.123,-876.570,187.994,280.189,217.761,307.309,1345.91,532.122,851.800,157.845,676.152,393.617,988.109,793.839,2370.06,130.285,998.568,-475.050,-735.669,-329.947,943.927,478.852,1276.80,-16.0710,1600.64,-354.176,411.919,1347.18,-112.737,431.422,1052.64,-869.083,860.067,655.373,1759.94,665.976,816.957,1445.14,470.763
5.37609,274.600,-1079.86,2.10955,405.345,74.2947,318.924,1327.67,125.142,848.982,26.5804,806.522,628.388,569.481,949.475,2500.78,-38.5092,413.604,-105.338,-760.316,-49.4085,1345.91,728.120,1193.39,-248.655,1330.65,-295.992,95.8276,2248.87,-814.385,314.526,1225.55,-683.453,631.547,1014.58,1524.05,582.385,1044.72,852.120,23.7497
5.38423,721.388,-982.659,-193.205,714.325,-76.8809,248.274,1148.55,-10.1241,923.179,320.116,808.709,1064.34,548.595,1282.86,2659.84,-82.0281,169.989,68.5700,-791.513,151.075,1466.83,959.170,727.864,-541.530,929.962,-235.002,-227.945,3115.03,-1298.62,196.389,1259.76,-554.824,246.146,1331.10,1424.30,309.362,1136.42,261.542,-39.8071
5.39238,1407.67,-432.103,-242.358,1124.23,-167.785,478.082,814.619,-11.1586,933.554,465.790,612.352,1307.62,621.920,1710.11,2629.84,-212.274,-57.5233,77.7750,-1074.19,398.883,1704.63,965.792,336.041,-701.211,399.959,-236.726,-595.061,3175.45,-1346.52,37.0637,812.566,-313.940,228.674,1472.08,1411.57,-9.01378,870.370,177.395,199.326
5.40052,1847.21,280.522,-339.150,1396.27,-126.236,720.431,307.840,68.3214,889.420,396.501,145.969,1103.53,689.970,1884.40,2273.25,-484.285,-320.183,226.373,-1164.04,756.868,1938.14,846.345,211.338,-812.081,-137.920,-155.842,-1333.96,2352.12,-1133.25,-17.4244,44.6471,159.784,230.148,1500.87,1250.92,-56.5902,188.434,326.056,448.642
5.40867,2085.05,484.229,-531.844,1540.31,-28.2061,609.388,-30.5350,183.310,789.691,351.390,-392.278,844.264,1137.96,1557.62,1753.84,-729.707,-459.797,618.943,-1039.59,1008.14,1840.17,640.982,189.359,-891.257,-408.190,54.9315,-2059.04,1640.09,-645.719,75.9069,-493.012,569.315,11.6348,1392.29,863.776,344.751,-467.460,132.409,636.209
5.41681,2174.60,457.139,-799.224,1491.48,14.6499,397.767,-170.190,248.847,627.654,486.460,-713.735,829.422,1803.66,1179.13,1128.14,-830.466,-585.849,1100.76,-946.418,1115.33,1414.56,517.802,179.120,-578.285,-303.483,221.151,-2173.90,1451.81,-133.549,231.998,-717.156,868.250,-126.428,1270.77,717.311,1084.24,-386.331,-403.567,912.398
5.42496,1883.09,789.309,-1081.89,1116.39,242.135,144.368,-190.533,47.5367,684.734,736.525,-865.523,987.326,2220.79,929.669,868.406,-987.829,-506.939,1563.80,-948.659,1088.33,1086.28,492.716,-340.758,2.89095,37.5411,183.859,-1843.42,1556.88,143.376,258.802,-613.806,1140.31,-155.718,1311.35,808.346,1851.11,228.595,-834.353,1082.78
5.43310,1436.31,983.362,-1303.85,728.948,602.227,-254.655,-182.605,-534.710,1218.61,894.219,-929.247,1090.82,2069.97,622.627,983.835,-1121.99,-126.607,1848.64,-1019.87,822.443,909.779,353.988,-1070.94,428.624,389.450,105.742,-1459.54,1682.90,373.001,215.358,-297.061,1041.72,-260.775,1239.59,834.162,2401.88,590.453,-892.424,949.260
5.44125,1150.97,652.033,-1340.51,456.183,785.253,-570.526,-76.1816,-1230.98,1663.31,1037.07,-981.957,1066.19,1508.52,531.600,1021.96,-1030.96,172.657,2061.18,-1006.38,348.828,574.460,-118.574,-1323.23,540.745,575.882,207.672,-1160.33,1575.47,561.367,164.587,-116.617,683.909,-389.960,988.478,900.953,2345.02,810.105,-757.907,663.532
5.44939,1065.65,274.609,-1052.70,16.0773,573.820,-521.665,178.424,-1442.85,1725.77,1214.37,-736.106,682.878,1111.15,614.435,996.317,-861.398,256.615,2183.98,-778.389,-16.3965,141.251,-822.848,-1137.40,475.889,499.934,301.281,-561.587,1259.43,416.147,148.224,-125.579,486.655,-434.347,825.325,1185.27,1818.27,958.203,-419.346,474.839
5.45754,1202.09,359.519,-559.863,-490.104,141.709,-490.421,383.477,-1099.46,1545.33,1069.72,-70.2805,221.716,1040.61,692.301,1175.06,-843.811,371.380,1808.00,-461.794,-287.671,6.61016,-1264.02,-991.977,316.309,250.619,97.0180,102.745,936.797,185.850,225.033,47.9385,417.704,-264.763,881.528,1516.15,1464.20,873.524,-19.0922,558.069
5.46568,1503.65,710.141,-70.0555,-692.871,-235.471,-746.614,375.697,-765.622,1069.76,555.284,534.397,33.0908,940.608,809.270,1055.63,-844.862,556.070,1236.24,-311.431,-518.654,96.9362,-1540.30,-1075.20,-154.486,-67.6916,-333.891,472.188,665.479,261.013,167.903,427.413,444.664,-76.2360,702.803,1624.26,1698.98,807.366,269.854,631.162
5.47383,1604.30,667.701,194.645,-508.802,-309.509,-960.790,22.8242,-866.046,434.425,-42.9263,917.104,10.6961,710.779,906.332,391.538,-696.469,556.592,984.992,-378.416,-576.503,34.3870,-1726.14,-969.002,-867.720,-423.841,-662.091,597.418,443.946,505.890,-474.391,771.429,563.983,247.888,190.604,1566.85,1984.73,757.656,391.064,636.985
5.48197,1278.77,248.086,262.653,-390.315,-39.3264,-829.201,-448.663,-1426.46,24.5531,-497.844,1323.85,-86.8395,645.554,1145.26,-379.053,-263.800,656.094,893.731,-467.285,-371.232,-18.9997,-1847.48,-543.371,-1510.96,-546.878,-886.718,389.152,346.942,618.231,-1303.07,975.023,602.666,818.832,-71.9607,1514.92,1892.99,620.309,420.429,680.117
5.49012,889.166,287.518,506.004,-381.697,263.530,-344.930,-701.399,-2122.65,-120.597,-707.326,1528.03,-38.6828,596.235,1566.15,-858.506,111.145,815.460,671.343,-512.943,-219.706,-170.420,-1913.16,-53.9724,-2009.08,-408.399,-961.127,4.45247,369.771,505.334,-1473.48,1154.58,366.801,1054.97,-41.0508,1214.75,1428.24,360.754,554.485,656.753
5.49826,646.518,710.611,1108.15,-306.342,576.989,376.565,-698.902,-2310.97,-179.001,-654.361,1260.92,204.355,362.262,1793.46,-928.942,202.286,987.796,258.349,-681.850,-419.331,-622.286,-1848.04,34.3050,-2213.80,-77.6557,-774.647,-169.298,431.048,346.303,-1110.29,1350.03,-7.93878,833.656,17.8459,763.961,1043.84,-54.8417,903.877,643.242
5.50641,374.560,1040.38,1391.13,-289.139,1020.96,980.451,-499.015,-1959.85,-147.517,-513.923,619.794,618.989,374.852,1810.37,-881.090,282.041,1030.26,144.097,-943.984,-549.564,-1070.91,-1795.54,-118.415,-1974.05,263.530,-578.189,-50.4584,719.645,164.524,-777.592,1645.59,-280.280,702.536,-5.04567,94.7214,962.683,-517.158,1432.51,703.826
5.51455,157.861,1125.56,1029.96,-294.849,1464.54,1394.58,-272.469,-1488.77,-208.703,-432.099,-182.425,951.918,514.285,1876.22,-886.769,584.554,922.865,372.908,-989.448,-321.229,-1271.47,-1886.09,-231.382,-1395.57,290.075,-664.982,29.2056,1093.99,237.178,-312.912,1698.55,-399.615,729.169,228.445,-557.691,817.190,-669.702,1943.00,667.833
5.52270,304.769,1096.12,562.789,-473.687,1657.03,1695.20,-78.8221,-1042.01,-214.210,-489.263,-843.271,1073.71,560.037,1967.85,-702.450,935.712,628.802,462.533,-780.340,-36.6554,-1273.92,-2071.13,-278.482,-1066.45,-102.052,-1227.84,-71.0545,1101.64,580.444,270.368,1344.93,-483.818,740.860,658.323,-1052.80,524.533,-549.101,2021.38,283.391
5.53084,632.770,1217.73,522.615,-658.987,1661.29,1875.31,-97.9109,-570.017,35.4655,-536.635,-1187.68,1021.82,426.500,1989.45,-470.376,1056.59,282.226,301.921,-511.224,-120.848,-1213.91,-2043.07,-386.866,-1385.92,-736.464,-1892.52,76.2824,899.484,976.237,634.998,819.825,-451.542,692.178,1135.46,-1072.23,445.284,-442.870,1431.87,-182.978
5.53899,892.394,1483.91,540.092,-537.113,1426.99,1942.50,-439.307,-243.540,411.151,-352.396,-1178.69,711.932,5.78706,1744.51,-243.724,891.479,269.382,75.9418,147.594,-380.227,-992.199,-1516.45,-380.843,-1781.83,-1391.37,-2182.61,540.634,864.952,1351.90,782.051,292.028,-362.054,333.651,1701.35,-658.681,210.933,-269.889,801.591,-373.730
5.54713,961.553,1771.45,431.815,-75.8522,1006.00,1629.21,-340.630,-205.598,393.681,77.0190,-929.197,489.704,-220.354,1200.49,203.121,568.652,702.839,-94.9951,999.553,-291.166,-838.893,-742.677,-246.781,-1898.23,-1781.05,-2129.81,905.405,1102.24,1356.52,1055.64,-64.0143,-335.096,-214.093,2172.91,-283.921,-425.563,-162.132,295.592,-339.520
5.55528,933.659,1719.13,246.903,540.331,630.416,1086.48,442.925,-198.922,-151.833,515.684,-605.901,531.008,-196.693,641.010,725.347,235.323,1066.85,0.941172,1370.38,308.288,-861.916,-282.916,-181.914,-1860.10,-1729.18,-1937.55,946.563,1334.69,1152.30,1516.48,-277.201,-302.338,-431.537,2303.28,62.8781,-941.374,-176.389,-261.582,-502.436
5.56342,636.886,1261.01,-67.3565,1164.01,491.972,810.649,1227.31,46.7596,-801.005,987.438,-161.776,578.943,-122.067,113.307,902.849,49.9744,1156.61,248.260,1126.95,934.203,-951.324,44.9778,-111.136,-1630.33,-1184.14,-1607.18,683.380,1152.66,1172.80,1613.93,-566.732,-166.082,-181.616,1884.11,462.225,-1064.45,-244.636,-662.375,-637.157
5.57157,-28.7155,924.115,-294.961,1517.80,471.443,916.912,1527.10,317.486,-1061.02,1362.25,285.019,550.935,-75.1635,-209.119,552.836,-101.131,1270.61,167.104,636.110,1083.15,-936.496,122.649,168.296,-1331.12,-481.135,-1256.00,97.3562,493.317,1164.75,1303.32,-693.382,-127.859,186.866,1374.77,625.004,-1044.19,-404.625,-670.071,-473.622
5.57971,-635.125,1077.90,-335.647,1624.38,454.187,1054.14,1349.37,354.535,-1021.36,1359.26,537.479,322.681,135.734,-44.1133,225.608,-319.973,1361.15,-69.1111,67.4158,874.801,-701.530,-211.936,275.593,-957.564,147.527,-943.415,-518.605,-39.8406,969.235,855.738,-752.190,-320.570,374.388,1169.70,562.680,-879.921,-820.682,-468.029,-252.805
5.58786,-816.050,1419.67,-359.588,1635.71,438.786,1044.21,905.077,349.056,-827.212,999.407,590.563,-11.3951,559.174,25.9093,104.940,-153.869,1430.54,52.9460,-257.588,914.254,-427.165,-515.390,357.490,-594.561,434.152,-600.774,-1102.53,-107.033,736.032,528.368,-1040.37,-657.700,275.279,1156.26,659.750,-405.461,-1120.49,-392.311,60.4767
5.59600,-736.568,1451.67,-505.550,1586.80,283.612,1117.63,372.591,313.477,-704.557,628.620,580.828,-177.078,843.028,-369.703,312.263,562.374,1566.04,363.868,-333.512,1188.69,-125.984,-464.728,471.542,-247.939,404.035,-191.310,-1721.33,-88.2103,699.367,613.849,-1410.28,-966.403,287.350,917.592,996.423,68.2501,-1117.99,-308.252,460.572
5.60415,-515.186,1147.36,-809.987,1457.89,172.323,1076.57,-57.3275,250.416,-679.564,385.422,687.220,-266.705,903.341,-832.984,676.437,1194.92,1776.09,463.972,-367.977,1337.47,153.588,-532.999,365.444,134.073,318.785,261.455,-1961.76,-52.4329,812.838,885.661,-1468.18,-830.049,363.410,569.193,1072.94,334.662,-1152.28,186.663,766.703
5.61229,-336.637,905.832,-1267.60,1338.74,214.233,983.593,-186.751,266.192,-900.490,90.0085,740.678,-407.799,845.830,-690.940,900.388,1528.24,1881.98,315.576,-362.910,1204.69,100.945,-1026.87,18.6959,481.085,-7.03435,599.850,-1696.52,51.5568,999.018,961.593,-1340.10,-420.551,118.309,372.525,804.509,478.326,-1267.01,823.206,902.264
5.62044,-248.231,922.560,-1627.28,1322.21,60.6360,862.329,-74.7331,431.587,-1138.31,-39.7500,612.281,-258.688,636.543,-355.296,1145.30,1384.51,1795.40,354.494,-338.071,924.051,-252.681,-1488.52,-342.161,819.546,-697.402,609.934,-1247.75,-75.3427,1209.84,677.012,-1279.96,-277.244,-268.481,360.397,339.722,503.690,-1356.71,1210.75,1097.61
5.62858,-289.210,1122.82,-1692.21,1433.80,-0.508136,549.614,-24.9748,584.224,-1030.04,-104.442,587.419,228.248,323.090,-348.061,1370.27,845.079,1673.42,547.203,-188.301,443.762,-486.003,-1346.49,-522.732,1211.41,-1251.15,281.516,-796.731,-337.737,1365.79,254.480,-1093.48,-243.573,-374.976,326.680,-184.354,363.922,-1382.16,985.903,1163.10
5.63673,-423.690,1199.60,-1596.52,1448.00,12.4331,228.444,-219.789,659.193,-762.913,-317.050,688.890,639.388,196.867,-306.131,1333.31,355.641,1530.35,609.976,291.921,-141.094,-772.003,-542.503,-435.430,1533.01,-1387.07,-14.1527,-458.398,-583.495,1054.81,-116.850,-749.220,-57.1181,-474.908,291.460,-488.384,-202.986,-1154.74,462.928,858.816
5.64487,-245.301,1242.95,-1511.03,1153.32,21.0154,106.591,-512.375,645.680,-478.131,-195.237,905.418,630.324,444.331,-343.830,1152.11,12.2244,1379.50,599.469,680.930,-468.077,-819.391,334.662,-82.1868,1786.00,-1359.87,66.9143,-287.119,-639.669,452.971,-549.577,-654.451,226.501,-698.357,399.109,-396.715,-985.605,-883.764,-72.7977,801.489
5.65302,216.049,1515.59,-1565.23,802.731,117.188,223.703,-616.070,474.331,-351.620,340.868,1016.11,188.740,792.783,-541.193,1054.58,-276.474,1079.72,502.997,525.611,-609.802,-698.648,639.729,113.416,1969.20,-1297.38,450.400,-167.152,-422.711,176.652,-818.712,-782.382,532.117,-928.525,350.975,-47.1497,-1449.27,-619.840,-293.960,1145.25
5.66116,629.355,1764.83,-1564.01,718.825,110.562,569.464,-362.540,130.499,-766.727,748.025,831.954,-163.135,1051.89,-573.572,950.917,-620.795,627.291,373.644,-71.4467,-701.751,-598.267,474.930,-17.6427,1964.01,-1153.69,746.833,107.595,-173.855,411.297,-815.386,-679.868,815.367,-987.463,79.3557,99.0116,-1646.69,-567.348,-62.1582,1375.61
5.66931,935.455,1752.93,-1174.48,772.121,-148.430,978.018,303.908,-15.2242,-1358.12,663.706,278.520,-135.965,1215.87,-346.496,767.082,-879.237,503.813,164.731,-811.992,-750.259,-533.454,390.002,-524.921,1679.39,-1216.25,726.363,230.886,-247.706,913.493,-566.461,-110.114,975.658,-1053.30,-344.292,-156.165,-1747.91,-871.148,378.458,1239.44
5.67745,1185.21,1724.81,-605.720,757.494,-531.559,1200.07,968.118,278.619,-1486.05,221.100,-314.866,150.661,1193.26,85.0171,442.047,-969.646,331.492,60.3280,-1487.66,-696.053,-437.119,467.250,-1164.81,1202.83,-1534.24,653.662,-43.5490,-443.836,1005.91,103.097,626.520,1115.41,-1155.48,-746.379,-332.204,-1576.20,-1258.97,534.825,897.146
5.68560,1401.25,1676.79,-198.232,600.843,-813.095,1296.67,1174.00,872.133,-1358.73,-223.957,-424.178,577.713,863.489,483.039,-9.10132,-979.411,-84.1001,94.5289,-1748.13,-698.143,-290.638,326.299,-1332.51,799.754,-1490.61,530.605,-369.594,-443.662,389.360,594.952,1060.86,1147.92,-1269.64,-811.839,-283.232,-1170.31,-1419.51,536.850,608.603
5.69374,1413.80,1394.20,84.9019,454.733,-938.544,1400.90,1313.23,1427.11,-1225.25,-523.383,-133.517,961.782,486.169,357.418,-485.465,-732.863,-257.447,7.46812,-1271.77,-986.576,-201.259,-83.2692,-1184.12,384.822,-1044.18,400.381,-307.977,-82.5753,-191.024,722.510,1359.54,1002.04,-1374.74,-597.316,-4.07142,-1145.24,-1271.68,280.897,461.391
5.70189,1126.91,840.444,98.7187,582.562,-912.111,1386.85,1287.35,1903.53,-919.067,-882.799,413.363,997.771,162.999,-176.632,-945.224,-370.577,-349.647,-447.576,-548.956,-1335.32,-208.857,-631.516,-1122.67,-218.588,-547.209,607.172,-61.1744,297.582,-185.523,815.863,1509.88,834.609,-1069.27,-107.715,435.637,-1683.01,-849.015,-258.545,389.121
5.71003,907.743,268.899,33.2335,890.372,-806.507,1421.87,891.250,2165.37,-435.510,-1064.54,804.484,717.194,21.1176,-452.925,-1252.03,169.575,-512.219,-960.184,-122.985,-1505.63,-529.905,-888.865,-1116.71,-688.955,5.15954,913.054,74.0464,349.193,71.0644,896.966,1437.22,566.076,-429.340,824.632,813.514,-1972.68,-350.997,-589.436,503.486
5.71818,681.005,-156.852,-26.7836,1070.70,-844.609,1759.87,470.173,1979.91,181.734,-799.965,1153.01,426.272,284.770,-468.044,-1403.99,732.757,-660.202,-1161.09,28.9415,-1628.15,-916.812,-589.778,-1016.21,-826.830,387.014,853.066,105.685,227.033,292.764,790.256,1244.11,343.570,27.4773,1702.17,1042.62,-1614.46,-70.2794,-533.309,690.027
5.72632,136.069,-588.136,-147.186,1039.24,-918.278,1941.73,256.673,1424.41,588.727,-419.437,1672.88,208.647,728.031,-518.750,-1187.33,997.510,-694.295,-1030.13,-53.7255,-1675.03,-945.396,-284.261,-635.502,-655.386,380.488,321.342,-7.69505,303.417,150.683,507.498,1016.07,257.844,67.8521,2033.48,1014.94,-1175.60,102.670,-318.035,842.662
5.73447,-638.721,-759.349,-527.063,803.500,-850.228,1866.48,74.3462,739.511,756.994,-194.189,2054.91,385.198,1179.56,-653.307,-545.342,867.110,-521.961,-643.745,-227.784,-1547.66,-648.983,-192.922,-201.092,-396.171,103.682,-256.453,-129.715,385.544,-409.509,106.133,1156.20,188.839,-67.8172,2101.08,613.643,-1216.92,353.950,-305.412,859.841
5.74261,-1153.64,-604.526,-954.529,510.580,-751.883,1755.19,-133.523,341.997,740.496,-346.080,2163.42,897.664,1529.19,-580.389,61.6469,525.771,-287.567,-324.061,-245.166,-1184.42,-240.552,113.960,-172.499,-276.479,1.26394,-473.100,-257.229,116.012,-775.124,-197.398,1675.22,74.6768,-187.828,1961.09,-111.330,-1563.86,822.069,-389.699,837.191
5.75076,-1107.97,-592.592,-1365.14,145.119,-455.715,1857.51,-191.858,186.390,502.453,-778.615,2067.42,1341.42,1564.61,-397.272,249.379,131.489,-279.153,-302.129,-60.5822,-730.953,100.153,562.552,-557.246,-167.521,-75.9852,-211.773,-502.591,-252.464,-800.697,-163.757,2033.57,13.5564,-135.345,1574.79,-929.607,-1701.30,1062.71,-356.159,876.947
5.75890,-885.983,-503.071,-1492.31,-381.003,351.155,2089.70,-151.652,133.078,301.537,-1218.75,1839.63,1423.92,1358.10,-167.917,187.489,-312.002,-523.462,-357.882,-155.843,-206.846,235.243,1018.85,-883.138,-46.4283,-181.281,-28.8294,-798.509,-534.160,-534.433,206.345,2000.94,132.509,-137.107,1047.03,-1403.27,-1587.83,873.239,-267.734,902.285
5.76705,-864.831,-150.255,-1141.81,-797.331,1117.12,2145.30,-67.4115,216.908,130.130,-1282.53,1544.25,1045.44,1216.27,149.569,-152.704,-887.418,-810.211,-434.881,-407.996,352.154,163.876,1509.73,-792.580,-125.211,-232.136,-191.012,-1075.76,-672.193,-205.926,753.074,1620.00,275.235,-372.435,808.938,-1432.36,-1307.06,576.464,-155.542,887.052
5.77519,-928.965,8.99961,-685.628,-672.257,1238.33,1887.01,-217.421,395.141,69.6565,-937.821,1296.50,371.230,1250.50,321.994,-483.890,-1199.46,-843.037,-677.050,-687.804,646.056,-77.2087,1723.60,-561.692,-325.300,-387.891,-505.119,-1232.38,-863.008,-204.475,1378.43,1108.38,177.185,-751.953,690.021,-1452.78,-789.050,482.736,88.9451,875.870
5.78334,-964.399,-21.0443,-536.336,-269.254,899.281,1524.99,-680.056,544.754,365.031,-598.581,998.005,-162.285,1158.05,361.711,-498.957,-1350.30,-563.139,-914.005,-935.385,703.193,-233.907,1344.20,-490.253,-558.513,-339.020,-1058.16,-1477.01,-1236.80,-608.289,1798.03,549.825,-46.7000,-1207.45,351.006,-1467.58,-295.610,590.442,299.375,678.935
5.79148,-1049.25,329.126,-613.742,-200.992,553.132,1163.18,-916.196,503.252,710.022,-470.142,712.316,-492.425,1037.00,407.941,-437.458,-1577.57,-463.185,-928.682,-1021.84,804.664,-207.938,602.081,-265.947,-554.211,180.575,-1341.92,-1818.84,-1612.32,-1199.15,1861.55,159.504,-150.732,-1641.57,34.8715,-1227.55,-78.4754,842.523,508.922,447.357
5.79963,-948.877,986.429,-625.273,-388.326,491.351,928.469,-627.155,244.363,674.160,-586.000,788.392,-707.800,974.704,788.290,-293.251,-1830.44,-636.757,-629.730,-1007.65,919.119,-344.804,62.3762,127.799,-337.219,709.632,-1280.36,-2038.24,-1794.41,-1720.95,1602.84,79.5547,-388.934,-1837.26,-10.7633,-996.597,-15.5302,931.017,735.653,544.078
5.80777,-172.416,1686.24,-520.001,-510.589,585.197,836.651,-96.4062,61.4520,424.916,-1004.98,1302.90,-690.091,942.543,1192.66,-94.8698,-1763.93,-866.770,-449.755,-722.855,802.251,-764.724,-102.391,205.875,-48.5139,794.876,-1213.81,-1743.09,-1557.61,-1945.31,1322.39,169.166,-826.743,-1778.34,175.080,-856.242,146.039,751.929,1025.25,719.668
5.81592,619.154,2100.23,-433.137,-563.747,602.740,660.658,303.180,224.656,377.427,-1474.44,1836.45,-518.036,872.432,1320.66,30.2487,-1350.14,-772.439,-526.723,-81.2619,384.246,-1244.93,-107.983,165.458,484.496,576.562,-1149.73,-1081.31,-986.671,-1920.39,1153.58,431.567,-1243.26,-1644.84,249.862,-621.702,233.245,480.530,1020.67,722.385
5.82406,934.797,1929.49,-191.642,-349.826,563.395,446.645,699.288,676.447,618.654,-1629.69,1853.03,-400.010,906.601,1356.15,190.656,-902.030,-491.790,-818.620,375.710,-122.193,-1605.29,-111.623,326.500,934.399,350.036,-962.570,-345.748,-236.078,-1699.63,869.130,549.025,-1441.59,-1290.94,254.764,-334.545,20.9880,172.035,750.156,545.729
5.83221,1053.97,1639.29,136.658,-42.2537,421.592,351.178,1009.76,1000.10,834.302,-1557.37,1460.43,-301.834,1149.17,1403.38,632.543,-388.992,-570.844,-1074.27,333.044,-320.418,-1829.65,-153.641,619.588,1160.28,-12.9654,-690.521,396.384,442.472,-1326.23,539.839,330.653,-1257.07,-788.392,257.310,-12.2836,-294.438,-179.567,679.244,423.116
5.84035,1217.83,1481.73,166.916,156.747,360.344,405.257,1016.26,983.113,598.924,-1457.98,1049.33,-141.733,1542.33,1400.21,1143.77,179.946,-735.466,-899.236,-29.3274,-317.098,-1859.44,-280.099,605.713,1258.26,-447.356,-709.507,1039.75,951.796,-1036.50,341.388,-105.783,-775.244,-307.941,236.887,460.703,-498.797,-321.533,885.246,312.350
5.84850,1316.92,1476.04,-133.140,206.293,447.725,377.260,706.236,659.286,-35.3511,-1352.30,940.592,-74.2371,1663.44,1335.23,1446.45,548.346,-671.581,-399.253,-517.329,-254.548,-1705.91,-410.533,332.455,1129.23,-797.681,-1055.28,1406.36,1258.60,-876.763,90.6548,-505.550,-296.547,77.1297,178.249,626.063,-733.939,-165.990,1021.54,3.06954
5.85664,1206.05,1724.13,-411.777,120.540,648.876,229.067,194.991,298.925,-684.053,-1352.50,1038.29,-116.314,1278.53,1108.20,1481.52,736.382,-511.143,-2.93623,-904.212,-254.678,-1164.79,-436.901,266.734,1015.49,-1008.93,-1208.98,1518.39,1265.89,-948.509,-120.853,-916.616,48.3466,256.890,148.823,425.784,-1028.60,22.5785,1053.82,-184.644
5.86479,726.429,2040.17,-365.106,-241.897,983.540,15.6775,-294.311,73.6152,-873.294,-1129.43,845.348,-30.7453,693.138,766.080,1126.42,578.271,-123.826,-16.6676,-838.784,-405.360,-514.840,-408.957,470.339,1138.49,-1112.92,-1182.38,1412.88,1314.48,-1282.75,-3.96279,-1251.96,154.350,392.919,435.790,189.834,-1222.50,-109.492,976.286,-318.335
5.87293,95.0965,1988.52,-92.6610,-655.247,1442.76,-124.842,-478.711,-68.7777,-567.095,-761.207,160.645,82.5845,340.700,615.617,737.227,295.296,420.999,-172.510,-239.509,-618.962,-8.70647,-245.979,590.584,1238.24,-1225.16,-982.661,1267.77,1408.21,-1669.16,216.651,-1171.77,9.79996,446.749,797.096,-36.4513,-1071.75,-723.786,911.834,-473.163
5.88108,-280.065,1777.71,326.387,-842.901,1897.40,-63.9297,-263.345,-11.4320,-322.386,-384.867,-509.791,97.3564,434.928,673.840,749.762,98.1632,756.542,-126.305,413.890,-597.352,383.585,-6.96710,450.570,1149.68,-1276.45,-584.926,944.280,1385.60,-1836.27,202.852,-1062.67,-226.524,371.925,883.807,-140.715,-608.697,-1215.29,815.404,-591.351
5.88922,-296.181,1711.74,865.612,-751.917,2000.26,135.391,24.4611,250.243,-408.413,-39.8684,-806.177,-80.1442,793.551,655.562,1099.64,-281.697,842.522,37.0867,539.424,-514.442,506.250,237.672,66.4353,1027.06,-1168.31,-308.099,377.935,1671.80,-1850.48,-39.3237,-1093.17,-300.951,417.583,769.219,-114.200,-113.270,-1344.04,596.672,-994.805
5.89737,64.8407,1709.64,1238.60,-424.649,2006.02,280.915,312.699,377.518,-717.484,94.4590,-927.683,-530.684,1026.07,460.891,1110.09,-635.294,1001.15,89.1538,299.832,-332.362,162.789,477.438,-388.082,1062.46,-955.964,-117.593,-9.59180,1895.70,-1736.66,-157.107,-1005.55,-96.1057,542.623,538.689,-68.8915,209.358,-1728.76,311.391,-1492.60
5.90551,512.873,1532.77,1136.55,-9.47103,1799.56,108.762,492.984,479.169,-984.787,-244.880,-1198.56,-910.637,870.703,174.094,808.834,-648.783,1050.32,92.5164,-23.1988,53.0573,-503.779,773.877,-541.576,998.750,-953.193,-56.3807,-16.2576,1593.68,-1496.68,-253.205,-564.088,29.7491,410.992,280.801,113.253,434.665,-2169.89,-12.4714,-1557.18
5.91366,789.630,1226.86,684.828,396.981,1066.48,-215.487,601.477,701.727,-1166.93,-852.308,-1411.49,-808.192,578.209,9.40192,693.866,-401.977,773.898,23.1521,-308.107,390.182,-1095.79,950.238,-281.723,803.793,-1038.51,171.306,269.877,1283.66,-1075.78,-347.393,-53.4506,13.5005,256.099,215.827,471.422,611.967,-2286.45,-400.740,-1234.81
