,FA_20240213_2H_E.coli_1.9.ser#1,FA_20240213_2H_E.coli_1.9.ser#2,FA_20240213_2H_E.coli_1.9.ser#3,FA_20240213_2H_E.coli_1.9.ser#4,FA_20240213_2H_E.coli_1.9.ser#5,FA_20240213_2H_E.coli_1.9.ser#6,FA_20240213_2H_E.coli_1.9.ser#7,FA_20240213_2H_E.coli_1.9.ser#8,FA_20240213_2H_E.coli_1.9.ser#9,FA_20240213_2H_E.coli_1.9.ser#10,FA_20240213_2H_E.coli_1.9.ser#11,FA_20240213_2H_E.coli_1.9.ser#12,FA_20240213_2H_E.coli_1.9.ser#13,FA_20240213_2H_E.coli_1.9.ser#14,FA_20240213_2H_E.coli_1.9.ser#15,FA_20240213_2H_E.coli_1.9.ser#16,FA_20240213_2H_E.coli_1.9.ser#17,FA_20240213_2H_E.coli_1.9.ser#18,FA_20240213_2H_E.coli_1.9.ser#19,FA_20240213_2H_E.coli_1.9.ser#20,FA_20240213_2H_E.coli_1.9.ser#21,FA_20240213_2H_E.coli_1.9.ser#22,FA_20240213_2H_E.coli_1.9.ser#23,FA_20240213_2H_E.coli_1.9.ser#24,FA_20240213_2H_E.coli_1.9.ser#25,FA_20240213_2H_E.coli_1.9.ser#26,FA_20240213_2H_E.coli_1.9.ser#27,FA_20240213_2H_E.coli_1.9.ser#28,FA_20240213_2H_E.coli_1.9.ser#29,FA_20240213_2H_E.coli_1.9.ser#30,FA_20240213_2H_E.coli_1.9.ser#31,FA_20240213_2H_E.coli_1.9.ser#32,FA_20240213_2H_E.coli_1.9.ser#33,FA_20240213_2H_E.coli_1.9.ser#34,FA_20240213_2H_E.coli_1.9.ser#35,FA_20240213_2H_E.coli_1.9.ser#36,FA_20240213_2H_E.coli_1.9.ser#37,FA_20240213_2H_E.coli_1.9.ser#38,FA_20240213_2H_E.coli_1.9.ser#39,FA_20240213_2H_E.coli_1.9.ser#40,FA_20240213_2H_E.coli_1.9.ser#41,FA_20240213_2H_E.coli_1.9.ser#42,FA_20240213_2H_E.coli_1.9.ser#43,FA_20240213_2H_E.coli_1.9.ser#44,FA_20240213_2H_E.coli_1.9.ser#45,FA_20240213_2H_E.coli_1.9.ser#46,FA_20240213_2H_E.coli_1.9.ser#47,FA_20240213_2H_E.coli_1.9.ser#48,FA_20240213_2H_E.coli_1.9.ser#49,FA_20240213_2H_E.coli_1.9.ser#50,FA_20240213_2H_E.coli_1.9.ser#51,FA_20240213_2H_E.coli_1.9.ser#52,FA_20240213_2H_E.coli_1.9.ser#53,FA_20240213_2H_E.coli_1.9.ser#54,FA_20240213_2H_E.coli_1.9.ser#55,FA_20240213_2H_E.coli_1.9.ser#56,FA_20240213_2H_E.coli_1.9.ser#57,FA_20240213_2H_E.coli_1.9.ser#58,FA_20240213_2H_E.coli_1.9.ser#59,FA_20240213_2H_E.coli_1.9.ser#60,FA_20240213_2H_E.coli_1.9.ser#61,FA_20240213_2H_E.coli_1.9.ser#62,FA_20240213_2H_E.coli_1.9.ser#63,FA_20240213_2H_E.coli_1.9.ser#64,FA_20240213_2H_E.coli_1.9.ser#65,FA_20240213_2H_E.coli_1.9.ser#66,FA_20240213_2H_E.coli_1.9.ser#67,FA_20240213_2H_E.coli_1.9.ser#68,FA_20240213_2H_E.coli_1.9.ser#69,FA_20240213_2H_E.coli_1.9.ser#70,FA_20240213_2H_E.coli_1.9.ser#71,FA_20240213_2H_E.coli_1.9.ser#72,FA_20240213_2H_E.coli_1.9.ser#73,FA_20240213_2H_E.coli_1.9.ser#74,FA_20240213_2H_E.coli_1.9.ser#75,FA_20240213_2H_E.coli_1.9.ser#76,FA_20240213_2H_E.coli_1.9.ser#77,FA_20240213_2H_E.coli_1.9.ser#78,FA_20240213_2H_E.coli_1.9.ser#79,FA_20240213_2H_E.coli_1.9.ser#80,FA_20240213_2H_E.coli_1.9.ser#81,FA_20240213_2H_E.coli_1.9.ser#82,FA_20240213_2H_E.coli_1.9.ser#83,FA_20240213_2H_E.coli_1.9.ser#84,FA_20240213_2H_E.coli_1.9.ser#85,FA_20240213_2H_E.coli_1.9.ser#86,FA_20240213_2H_E.coli_1.9.ser#87,FA_20240213_2H_E.coli_1.9.ser#88,FA_20240213_2H_E.coli_1.9.ser#89,FA_20240213_2H_E.coli_1.9.ser#90,FA_20240213_2H_E.coli_1.9.ser#91,FA_20240213_2H_E.coli_1.9.ser#92,FA_20240213_2H_E.coli_1.9.ser#93,FA_20240213_2H_E.coli_1.9.ser#94,FA_20240213_2H_E.coli_1.9.ser#95,FA_20240213_2H_E.coli_1.9.ser#96,FA_20240213_2H_E.coli_1.9.ser#97,FA_20240213_2H_E.coli_1.9.ser#98,FA_20240213_2H_E.coli_1.9.ser#99,FA_20240213_2H_E.coli_1.9.ser#100,FA_20240213_2H_E.coli_1.9.ser#101,FA_20240213_2H_E.coli_1.9.ser#102,FA_20240213_2H_E.coli_1.9.ser#103,FA_20240213_2H_E.coli_1.9.ser#104,FA_20240213_2H_E.coli_1.9.ser#105,FA_20240213_2H_E.coli_1.9.ser#106,FA_20240213_2H_E.coli_1.9.ser#107,FA_20240213_2H_E.coli_1.9.ser#108,FA_20240213_2H_E.coli_1.9.ser#109,FA_20240213_2H_E.coli_1.9.ser#110,FA_20240213_2H_E.coli_1.9.ser#111,FA_20240213_2H_E.coli_1.9.ser#112,FA_20240213_2H_E.coli_1.9.ser#113,FA_20240213_2H_E.coli_1.9.ser#114,FA_20240213_2H_E.coli_1.9.ser#115,FA_20240213_2H_E.coli_1.9.ser#116,FA_20240213_2H_E.coli_1.9.ser#117,FA_20240213_2H_E.coli_1.9.ser#118,FA_20240213_2H_E.coli_1.9.ser#119,FA_20240213_2H_E.coli_1.9.ser#120,FA_20240213_2H_E.coli_1.9.ser#121,FA_20240213_2H_E.coli_1.9.ser#122,FA_20240213_2H_E.coli_1.9.ser#123,FA_20240213_2H_E.coli_1.9.ser#124,FA_20240213_2H_E.coli_1.9.ser#125,FA_20240213_2H_E.coli_1.9.ser#126,FA_20240213_2H_E.coli_1.9.ser#127,FA_20240213_2H_E.coli_1.9.ser#128,FA_20240213_2H_E.coli_1.9.ser#129,FA_20240213_2H_E.coli_1.9.ser#130
3.82438,-96.6253,176.152,76.0648,203.173,83.0683,-58.8514,-21.2504,-208.166,80.3481,-27.6244,317.555,-224.179,19.8789,72.5221,235.687,208.947,-44.8083,-106.322,33.6951,293.770,53.7585,-439.310,-17.7785,8.04849,280.513,-311.527,209.261,10.7906,-36.3743,-117.744,-168.177,-180.831,-148.165,115.329,124.122,-123.804,-3.75488,53.4411,-205.172,142.979,-63.6732,-42.5484,141.455,-258.287,-84.7650,82.0922,99.5787,-143.882,-22.3238,152.281,72.6520,166.459,160.448,-17.4146,-28.7584,-20.2869,1.03406,-54.6146,256.121,-136.725,-232.078,97.1892,53.4876,-93.3518,298.420,-50.9145,223.150,76.6823,-62.2394,112.836,50.2474,112.820,474.225,95.6848,199.708,60.0746,-80.5216,-128.851,9.66126,90.3223,-248.406,-36.1626,15.9526,-37.1831,157.056,-40.0231,-120.887,115.143,-112.282,410.094,-140.663,306.667,4.26690,500.520,159.928,-142.540,-128.495,-93.7676,130.400,116.378,-100.862,117.123,43.2231,285.859,-106.969,141.669,-111.212,138.979,19.1530,47.2451,220.165,286.812,171.247,-49.2759,-140.371,-60.9082,75.8908,-239.155,-75.2481,83.6192,-46.0251,-55.9713,335.557,-29.8798,26.2244,-109.099,-124.897,-59.4785,320.448,-113.334
3.82845,-94.7366,181.060,91.9142,210.279,95.4956,-76.0199,-26.6109,-202.313,39.3873,-38.9562,306.925,-234.816,26.8453,94.5325,269.851,214.340,-69.8721,-100.162,41.2612,306.816,51.6401,-439.979,-76.5479,18.6374,259.793,-312.655,186.528,14.1973,-36.1369,-98.8087,-177.004,-191.700,-135.335,110.478,95.8586,-93.5330,12.5226,49.2559,-194.545,199.811,-78.4200,-56.5830,193.125,-247.904,-77.8515,59.7632,103.054,-122.622,-18.4784,162.609,32.3050,219.047,150.055,16.0029,-55.5156,-18.2783,0.350514,-19.1461,275.141,-141.859,-232.887,102.090,57.5872,-113.551,298.850,-38.7337,235.957,53.1312,-46.9306,92.3596,34.2142,120.049,476.241,84.1182,216.506,55.2513,-59.5547,-142.420,-27.8359,87.9082,-273.368,-24.2023,-5.23784,-45.5319,163.209,-43.6250,-118.338,138.740,-91.4113,422.645,-120.614,267.321,0.870927,488.966,149.240,-142.883,-135.402,-80.9519,94.4530,109.959,-111.659,115.580,33.3475,298.709,-104.662,184.336,-122.591,153.201,32.9919,8.61344,217.516,295.115,134.640,-32.4919,-122.128,-54.8645,89.7253,-234.432,-50.1995,59.7425,-40.5434,-61.1253,343.590,-36.5690,15.0011,-92.0317,-118.296,-92.5328,312.906,-106.699
3.83253,-98.6691,181.343,105.054,212.738,107.262,-94.5561,-29.3722,-192.069,-8.42209,-49.8067,295.521,-238.795,22.8041,117.066,297.195,212.055,-95.6409,-92.4895,42.9497,309.459,56.0936,-429.710,-128.787,25.5804,236.075,-309.745,163.998,15.0176,-37.4477,-86.2877,-174.814,-197.079,-115.911,98.9528,72.5510,-67.1490,22.7541,48.8590,-184.272,245.228,-87.7648,-60.6849,246.655,-241.422,-76.0340,36.6601,98.9092,-94.4695,-21.8052,177.680,-1.67785,269.590,132.735,51.1022,-65.4729,-8.88486,-2.75424,15.0239,298.487,-143.066,-222.161,107.557,55.5256,-129.837,298.990,-26.5247,236.144,32.9986,-34.8059,73.8489,19.8343,126.459,465.730,78.8353,228.174,46.2957,-36.6110,-150.752,-69.8442,84.2855,-295.520,-14.1993,-24.9840,-45.3547,170.125,-54.8257,-116.406,153.015,-75.8515,436.152,-101.694,238.590,0.0669995,475.367,135.697,-148.111,-135.103,-70.1528,63.9141,102.188,-130.238,108.427,23.3982,306.372,-94.6124,225.234,-130.269,158.292,50.1088,-32.2978,214.707,297.476,94.1033,-13.0162,-100.230,-49.4515,93.2342,-234.107,-22.6959,37.7806,-28.2221,-73.8399,345.725,-40.3498,11.0436,-81.2132,-113.896,-116.767,309.801,-97.4944
3.83660,-107.947,179.073,113.831,209.053,117.530,-114.172,-28.4808,-179.871,-53.9206,-60.8238,280.018,-234.612,5.10682,135.697,316.811,202.138,-122.836,-83.8464,42.8993,301.131,65.5057,-406.880,-170.568,29.7706,211.912,-302.058,143.928,10.5625,-40.9691,-81.0434,-162.868,-196.471,-88.7221,83.6019,53.6247,-44.6957,26.8957,51.7517,-174.555,278.620,-89.9611,-56.1787,298.637,-235.812,-77.6300,16.1210,87.8662,-58.6791,-31.8038,195.536,-26.8592,310.975,110.034,88.0582,-55.9095,6.72959,-5.42673,48.1806,323.197,-139.930,-201.830,112.183,47.4337,-139.750,298.067,-13.7829,225.167,18.2354,-22.2298,58.4350,7.59592,132.829,445.120,80.0983,234.047,31.7977,-13.8281,-153.735,-113.414,79.9234,-312.453,-7.10327,-43.0816,-34.6614,175.613,-72.6671,-115.458,158.205,-63.0104,447.519,-84.2803,221.526,0.475821,459.847,120.557,-158.858,-126.948,-64.3922,41.7442,95.9544,-154.602,96.6261,15.5272,308.394,-76.4011,259.615,-132.630,153.815,72.8309,-72.8778,211.995,294.159,51.5911,6.17535,-78.3131,-46.7520,86.7978,-239.899,3.94178,19.7252,-10.6709,-90.7241,345.622,-41.6719,13.7317,-75.0228,-108.075,-129.942,311.002,-85.6804
3.84067,-121.821,176.267,117.059,199.476,125.508,-135.600,-23.5456,-169.345,-89.3935,-70.9471,258.181,-221.149,-25.0172,146.692,329.442,186.432,-150.593,-74.5739,44.4930,283.740,77.1895,-371.931,-198.762,33.3605,188.871,-289.648,128.248,-0.699069,-45.8505,-83.0854,-142.552,-189.393,-55.7519,67.6136,35.6695,-25.7959,26.3549,56.9627,-165.367,301.077,-85.3305,-45.5205,345.564,-227.424,-79.7300,0.599175,73.0161,-16.1470,-45.8764,214.180,-42.5317,338.372,85.3450,125.194,-28.7158,25.8265,-3.92742,79.9363,345.809,-133.745,-175.848,115.430,34.4203,-142.286,294.655,0.293000,205.859,9.00755,-5.73007,46.4119,-3.76091,140.221,416.782,86.4713,235.935,12.6260,7.89169,-151.447,-154.287,75.7691,-321.728,-3.38220,-59.9974,-14.2134,177.429,-95.0914,-116.226,156.854,-49.6473,452.974,-67.9596,213.981,0.484462,441.200,103.799,-174.537,-111.806,-66.5735,27.3471,92.3800,-180.105,81.4328,12.4613,305.336,-50.9376,284.172,-131.680,141.519,101.247,-111.456,208.687,285.918,10.0122,23.4944,-59.0059,-48.3865,71.6097,-251.300,25.5199,6.46148,10.0142,-106.270,345.714,-42.4646,21.3759,-71.7482,-98.8563,-132.529,315.160,-70.6516
3.84474,-138.615,174.745,114.243,185.821,130.507,-159.241,-14.7557,-163.431,-110.463,-77.8272,230.355,-197.552,-63.7911,148.811,335.863,168.084,-176.160,-64.4428,49.3809,260.686,88.4718,-328.106,-212.197,38.3505,167.893,-273.546,117.841,-17.8630,-50.8547,-91.5361,-115.105,-176.213,-21.7389,53.3755,14.4669,-9.61658,23.3738,63.4661,-155.614,315.525,-76.2004,-30.7155,384.640,-213.666,-79.4436,-9.06051,58.1144,29.9215,-60.6350,231.596,-48.5006,351.088,62.3794,158.856,9.28318,44.9242,4.98872,108.665,362.965,-126.549,-148.394,117.380,17.8388,-137.801,286.978,16.5186,180.878,4.01434,16.0307,36.3232,-16.5772,149.238,382.723,95.2996,237.104,-8.34375,28.2421,-143.850,-188.575,72.2221,-322.137,-4.06400,-76.5728,13.1581,174.163,-119.101,-119.216,151.752,-33.4902,449.737,-51.7548,211.773,-0.755221,418.021,85.6871,-193.400,-91.8625,-77.7318,16.7831,91.0182,-201.095,64.4510,16.2936,298.231,-20.9705,298.229,-131.895,124.590,133.050,-146.595,203.901,274.648,-27.8872,38.4341,-43.1023,-54.9405,49.6020,-265.419,39.3334,-2.27382,30.6791,-114.708,346.126,-45.8412,32.6158,-70.5774,-86.4390,-127.743,319.971,-52.7286
3.84882,-155.446,175.593,106.026,170.358,131.943,-183.994,-3.09997,-163.143,-116.507,-78.9848,199.323,-163.639,-106.826,143.594,335.976,150.582,-196.387,-52.5634,57.7229,235.256,98.1544,-280.576,-211.939,45.3694,149.819,-255.298,111.521,-37.3014,-55.6642,-105.633,-81.9411,-158.424,7.54654,42.1347,-11.9143,5.00772,20.1298,70.3034,-143.390,325.717,-65.6505,-12.5546,414.614,-193.761,-75.3101,-13.5836,46.2335,74.5624,-73.0706,245.202,-44.5733,352.597,44.3474,184.465,48.8702,60.3666,22.9443,132.286,372.300,-120.062,-122.463,117.425,-1.35140,-127.228,273.717,35.2872,151.579,1.50986,41.4670,25.4157,-32.6550,159.823,344.716,104.235,240.341,-27.5140,46.4444,-130.699,-214.215,69.0115,-314.527,-11.4272,-92.8850,43.9530,165.332,-141.192,-124.659,144.391,-14.0218,436.933,-34.8455,210.525,-2.77113,389.692,68.2231,-212.667,-70.4887,-96.0477,4.85765,90.8116,-213.051,47.7981,27.6245,288.148,9.68409,303.691,-137.327,106.492,164.591,-175.729,197.218,263.200,-60.3132,50.9383,-29.5171,-65.7764,23.2953,-277.671,45.3126,-7.31113,47.0301,-112.465,344.908,-54.6321,46.5781,-71.5139,-71.8329,-120.093,322.553,-34.0385
3.85289,-168.696,178.610,93.8642,154.933,129.371,-207.539,9.52603,-167.813,-109.856,-73.2372,168.516,-121.039,-149.975,134.058,329.529,136.528,-209.476,-37.9032,68.7088,209.488,107.149,-234.548,-200.163,53.6026,135.069,-236.141,106.251,-54.2432,-61.1372,-125.383,-44.9675,-137.800,26.8621,34.3990,-41.0843,19.1413,17.8776,76.2982,-127.340,334.263,-55.8594,8.99854,435.958,-168.465,-67.8965,-14.7465,39.1454,112.824,-80.7026,252.086,-31.2063,348.448,33.4008,197.846,82.4570,68.6371,49.5151,149.334,372.983,-115.371,-99.9150,113.757,-22.6874,-111.025,254.541,55.7867,118.332,-0.214852,66.8709,11.2222,-51.8853,171.014,304.003,112.620,246.255,-42.1217,60.6936,-111.990,-231.289,65.6647,-301.357,-28.1443,-107.378,74.9555,151.151,-158.426,-132.519,134.751,7.47386,415.530,-16.9727,207.572,-4.33610,356.765,54.7964,-228.578,-52.0336,-117.009,-12.4076,90.8547,-214.027,33.8418,45.3714,276.229,37.5658,303.838,-148.996,90.2772,192.536,-194.935,188.686,254.186,-86.4859,60.8904,-15.6348,-79.2208,-4.63050,-283.249,45.3663,-9.24756,54.9431,-100.006,339.665,-69.6915,61.9049,-75.0201,-55.0099,-113.069,320.039,-17.7629
3.85696,-175.141,182.663,79.1363,141.220,122.753,-227.457,20.4687,-176.007,-94.4119,-61.6278,139.832,-73.7527,-189.350,122.888,317.492,126.839,-215.291,-20.0264,80.9613,183.921,117.598,-193.849,-178.648,62.0425,122.771,-216.447,98.8174,-65.3772,-68.3340,-150.835,-6.46896,-115.560,32.6155,30.1989,-67.1236,33.2755,16.4064,79.8251,-107.736,341.415,-47.1629,34.1379,450.175,-139.579,-59.3301,-14.6110,37.0792,141.457,-81.7693,249.907,-10.6016,343.475,29.8438,196.498,106.412,67.1813,82.5072,159.399,365.599,-112.868,-82.3062,104.320,-46.0892,-89.0609,229.882,75.2486,81.7920,-3.02968,88.0775,-6.99139,-71.9880,180.921,261.041,121.518,252.625,-51.0859,68.4510,-88.5895,-241.495,61.7970,-285.258,-55.0964,-117.668,103.246,132.331,-169.467,-142.236,122.128,28.4276,387.895,1.95408,202.996,-4.66512,320.689,48.2709,-237.264,-40.4845,-134.508,-36.4563,90.3931,-204.925,24.2345,67.2313,263.910,60.3828,301.640,-164.400,78.1886,215.506,-200.527,178.410,248.504,-106.377,67.8378,1.67390,-92.6700,-31.7034,-278.954,42.2296,-8.09027,52.5460,-81.6180,329.324,-89.2862,75.9845,-82.0386,-34.4778,-107.457,310.250,-6.24615
3.86103,-173.212,186.778,62.6418,131.389,112.854,-242.003,26.7680,-186.192,-74.3767,-47.1116,112.800,-27.1614,-221.764,111.226,302.235,120.928,-214.346,0.682137,93.1786,158.118,131.117,-160.610,-148.273,70.9382,110.801,-195.859,87.3602,-70.3151,-77.1565,-181.036,31.3823,-92.4747,23.7592,29.0219,-84.0005,47.3141,14.0735,79.1872,-86.2676,345.624,-38.5645,62.7780,458.820,-109.556,-52.2503,-14.6380,38.7646,159.318,-76.1004,237.721,13.0122,339.962,31.8880,180.580,120.378,55.8054,118.318,162.909,351.757,-111.740,-71.0026,88.1768,-71.7389,-61.5583,200.402,88.9971,43.8278,-8.70946,102.024,-28.0455,-89.3774,187.554,215.976,132.267,255.281,-54.9473,67.4662,-62.4639,-247.073,57.0677,-267.865,-89.9418,-122.599,125.911,109.757,-174.591,-152.653,105.988,45.9061,357.438,22.6245,199.115,-4.20196,283.297,49.2447,-236.562,-37.3527,-142.783,-66.4700,88.1563,-188.680,18.9466,90.7741,252.796,76.6672,298.432,-179.320,71.0695,234.664,-191.307,166.372,244.852,-120.493,70.9354,24.6297,-102.775,-55.7154,-264.391,39.0317,-3.74600,41.4161,-63.0703,314.717,-109.700,85.3371,-93.9136,-8.61083,-101.235,292.387,0.571053
3.86511,-163.576,190.722,44.9015,127.812,101.091,-250.347,26.1291,-197.071,-53.4602,-32.9647,85.6129,14.0321,-245.703,98.4715,285.943,117.458,-206.977,23.3853,104.808,131.591,147.678,-135.465,-110.082,82.0650,97.2020,-173.878,71.7165,-71.0891,-85.4710,-213.976,66.9334,-69.3523,2.03676,30.0455,-89.0666,60.9929,8.74343,73.3211,-65.1976,345.274,-29.2967,94.3284,462.805,-80.9748,-48.6433,-15.1338,42.0156,166.734,-65.5156,216.426,34.5638,337.426,36.5923,153.080,125.347,37.1624,152.094,160.563,333.910,-109.614,-66.2525,66.1809,-99.7922,-29.8391,166.714,91.8578,7.32095,-17.7805,107.558,-49.7222,-100.524,190.109,169.503,144.695,250.284,-55.4866,57.1678,-36.2438,-249.360,50.9854,-249.871,-127.946,-123.581,140.302,84.1618,-174.657,-162.456,86.4195,57.6406,328.074,46.3045,198.830,-4.65477,246.247,55.6923,-227.312,-40.7699,-138.835,-100.597,82.0173,-168.589,16.4448,114.594,243.956,85.3362,293.623,-190.355,68.0388,252.397,-169.569,152.703,240.895,-129.651,69.1460,53.8552,-106.609,-74.8823,-241.695,39.0097,3.01569,25.9920,-48.7292,297.853,-126.408,86.8045,-111.649,22.8746,-90.8490,267.655,5.10200
3.86918,-148.724,194.595,26.6536,132.053,88.6852,-252.642,18.1829,-207.771,-34.5970,-21.0881,56.7769,47.5443,-261.845,82.9234,269.107,114.860,-193.426,47.2587,116.269,104.565,165.817,-117.686,-66.8513,97.5705,81.7022,-150.507,52.8947,-70.5572,-89.2647,-247.085,98.8648,-47.2396,-28.6878,32.5185,-83.8397,74.1802,-0.743111,62.0857,-46.8746,340.058,-20.0836,127.542,462.464,-55.7912,-48.8793,-15.3393,44.7672,164.552,-52.7160,188.628,50.2034,333.719,41.4391,119.058,122.820,15.3290,178.357,152.765,315.336,-103.542,-66.6173,40.6484,-129.909,3.73381,129.373,80.5308,-25.1806,-28.5392,105.075,-69.7382,-103.072,189.498,123.365,156.564,236.155,-55.1396,39.6671,-12.3425,-247.702,42.6559,-231.696,-164.110,-124.020,144.843,56.1372,-169.897,-170.680,64.5960,62.6979,303.242,73.4657,204.219,-8.39720,210.524,63.9475,-212.729,-46.6685,-124.083,-137.099,69.9612,-146.579,15.0988,138.441,236.968,86.1639,285.608,-196.234,67.1555,269.907,-140.193,138.045,235.300,-134.472,61.7756,88.8428,-103.681,-88.2454,-214.068,44.4648,10.2353,11.6851,-40.1487,280.942,-135.344,78.5916,-134.971,58.5910,-73.1496,239.191,10.5519
3.87325,-131.884,197.979,8.81126,144.378,76.0080,-249.711,5.08090,-217.957,-19.8517,-11.5505,25.8227,73.6770,-272.393,62.6575,250.782,111.573,-174.263,71.6877,128.788,77.8528,183.396,-105.246,-23.4088,118.266,65.9752,-126.800,32.2431,-70.6502,-84.0798,-277.530,125.651,-27.2496,-63.5258,35.5893,-71.9648,86.5994,-13.7501,46.0974,-33.5307,331.094,-12.9214,160.346,458.440,-34.6767,-51.4113,-13.8554,45.8032,153.079,-39.4095,157.881,58.9021,326.657,45.4331,84.3924,115.173,-6.34201,192.811,139.460,299.706,-92.1409,-69.7413,14.3755,-160.709,36.4115,88.9595,55.5237,-52.7481,-37.4521,95.3879,-86.3722,-96.4868,187.878,80.2369,164.711,214.772,-55.8738,19.4165,8.02994,-239.688,30.5075,-213.734,-194.663,-127.374,139.682,26.4486,-159.347,-176.809,43.0976,61.5069,285.027,102.220,216.109,-17.1379,176.398,70.2596,-196.248,-50.7594,-103.774,-174.646,51.7397,-122.520,14.5205,162.027,229.685,80.4584,273.351,-197.272,66.7949,285.824,-108.577,123.734,229.020,-134.818,48.9895,128.542,-96.9869,-95.7543,-184.373,55.6035,15.7204,2.80198,-36.8350,266.007,-134.059,60.7000,-161.887,95.9966,-46.9855,210.814,19.3207
3.87732,-115.847,199.399,-8.17749,164.081,63.0618,-242.298,-9.28789,-227.592,-10.3029,-3.45317,-7.06873,93.9923,-279.329,36.2669,229.988,106.651,-150.558,96.2289,143.741,51.7544,198.375,-95.0081,14.6845,142.520,52.5361,-104.952,10.6180,-71.1869,-67.1310,-302.617,145.510,-10.1158,-97.6751,37.9259,-56.9205,97.1936,-28.1809,26.5638,-26.6505,320.209,-9.62116,189.843,452.639,-16.8706,-53.3481,-9.23592,44.7796,131.522,-25.2793,127.837,62.4368,315.198,48.8774,54.4325,105.652,-26.4120,194.372,120.606,289.714,-76.9943,-73.7334,-10.4154,-189.345,65.8736,46.3201,21.3434,-75.7912,-41.0303,79.2148,-98.6992,-82.1167,187.841,43.0784,166.864,190.453,-58.0408,1.35940,25.4988,-222.853,12.1985,-196.382,-217.406,-135.238,126.617,-3.76201,-141.117,-180.464,25.1632,55.4429,274.046,128.255,234.085,-30.4264,143.864,72.2337,-179.531,-49.8456,-84.2046,-211.655,29.4644,-95.0365,15.7258,183.609,219.257,70.8175,257.456,-194.233,66.7350,296.938,-78.5314,111.616,224.890,-129.757,31.6765,171.128,-91.6527,-97.8438,-154.577,70.4470,18.5512,1.12538,-37.8400,255.135,-122.573,35.0654,-188.909,132.237,-13.6385,185.522,32.3984
3.88140,-102.340,196.629,-24.9476,189.775,50.3707,-230.576,-21.1287,-236.158,-6.18601,3.98407,-41.2276,109.854,-282.754,3.69137,206.953,100.475,-123.811,120.541,161.632,25.0371,209.829,-83.4031,42.8264,166.680,43.3531,-87.5826,-12.0242,-70.0632,-39.0189,-320.471,157.079,4.15730,-127.412,38.0250,-41.3856,104.016,-41.4171,5.29014,-26.0209,309.190,-10.7860,212.773,448.281,-0.758616,-51.4086,-0.750370,41.8315,98.7758,-8.50310,101.639,63.6693,299.698,52.0744,32.8876,97.2669,-45.3225,185.328,96.9408,285.319,-61.7337,-77.8461,-32.6624,-211.769,90.6646,2.85080,-15.0053,-94.5448,-37.9487,57.9512,-106.556,-62.2326,191.286,13.9677,162.838,168.069,-60.3148,-11.2115,42.3754,-196.591,-14.8487,-180.297,-231.639,-146.717,108.191,-33.2328,-113.256,-180.750,12.9569,46.3028,270.021,146.580,256.628,-45.3578,113.261,69.8774,-162.010,-42.2982,-69.7123,-245.707,6.54167,-63.0691,20.2477,199.745,203.899,60.0356,239.841,-187.942,68.2841,300.283,-51.1374,103.319,225.759,-117.900,10.6514,213.468,-92.0004,-95.0404,-125.879,85.6587,19.7810,5.62515,-42.3840,250.875,-103.507,5.62046,-211.863,165.199,23.8554,165.009,49.3096
3.88547,-92.3973,187.759,-43.0081,219.279,38.8004,-214.421,-28.5014,-241.910,-7.46335,10.9929,-74.8122,121.789,-280.681,-32.7645,183.639,94.6163,-95.7877,144.264,181.864,-4.93974,218.695,-67.7906,58.3855,187.069,39.2477,-76.5278,-35.9727,-64.9103,-4.19483,-330.269,159.892,16.1284,-150.803,35.2157,-27.4934,105.259,-51.2395,-15.3196,-29.6373,299.315,-16.2000,226.175,448.859,14.9855,-42.8160,11.0632,37.0131,55.2755,12.6641,81.4294,64.5011,281.343,54.3150,21.2616,91.4896,-64.7160,169.553,70.3881,283.314,-49.6369,-82.2404,-52.1465,-224.049,109.975,-39.3791,-46.1526,-108.127,-29.7460,34.4833,-110.627,-38.2673,198.030,-6.88329,154.624,151.353,-60.9525,-17.5826,61.4988,-162.772,-52.1214,-166.577,-238.218,-159.397,86.4207,-61.1455,-74.8182,-175.561,6.51823,35.9306,272.305,153.832,281.642,-57.8872,85.7890,65.9060,-142.009,-28.2596,-61.4097,-274.264,-13.8512,-26.9002,29.0794,206.417,184.098,50.0849,222.383,-179.454,73.5529,294.932,-25.1705,99.5366,232.565,-97.7239,-13.9267,251.360,-99.1964,-87.9927,-98.9897,97.4239,21.6694,13.3618,-49.3162,256.061,-81.0387,-22.1920,-226.917,194.311,61.8446,150.045,68.1832
