,FA_20240213_2H_E.coli_1.9.ser#1,FA_20240213_2H_E.coli_1.9.ser#2,FA_20240213_2H_E.coli_1.9.ser#3,FA_20240213_2H_E.coli_1.9.ser#4,FA_20240213_2H_E.coli_1.9.ser#5,FA_20240213_2H_E.coli_1.9.ser#6,FA_20240213_2H_E.coli_1.9.ser#7,FA_20240213_2H_E.coli_1.9.ser#8,FA_20240213_2H_E.coli_1.9.ser#9,FA_20240213_2H_E.coli_1.9.ser#10,FA_20240213_2H_E.coli_1.9.ser#11,FA_20240213_2H_E.coli_1.9.ser#12,FA_20240213_2H_E.coli_1.9.ser#13,FA_20240213_2H_E.coli_1.9.ser#14,FA_20240213_2H_E.coli_1.9.ser#15,FA_20240213_2H_E.coli_1.9.ser#16,FA_20240213_2H_E.coli_1.9.ser#17,FA_20240213_2H_E.coli_1.9.ser#18,FA_20240213_2H_E.coli_1.9.ser#19,FA_20240213_2H_E.coli_1.9.ser#20,FA_20240213_2H_E.coli_1.9.ser#21,FA_20240213_2H_E.coli_1.9.ser#22,FA_20240213_2H_E.coli_1.9.ser#23,FA_20240213_2H_E.coli_1.9.ser#24,FA_20240213_2H_E.coli_1.9.ser#25,FA_20240213_2H_E.coli_1.9.ser#26,FA_20240213_2H_E.coli_1.9.ser#27,FA_20240213_2H_E.coli_1.9.ser#28,FA_20240213_2H_E.coli_1.9.ser#29,FA_20240213_2H_E.coli_1.9.ser#30,FA_20240213_2H_E.coli_1.9.ser#31,FA_20240213_2H_E.coli_1.9.ser#32,FA_20240213_2H_E.coli_1.9.ser#33,FA_20240213_2H_E.coli_1.9.ser#34,FA_20240213_2H_E.coli_1.9.ser#35,FA_20240213_2H_E.coli_1.9.ser#36,FA_20240213_2H_E.coli_1.9.ser#37,FA_20240213_2H_E.coli_1.9.ser#38,FA_20240213_2H_E.coli_1.9.ser#39,FA_20240213_2H_E.coli_1.9.ser#40,FA_20240213_2H_E.coli_1.9.ser#41,FA_20240213_2H_E.coli_1.9.ser#42,FA_20240213_2H_E.coli_1.9.ser#43,FA_20240213_2H_E.coli_1.9.ser#44,FA_20240213_2H_E.coli_1.9.ser#45,FA_20240213_2H_E.coli_1.9.ser#46,FA_20240213_2H_E.coli_1.9.ser#47,FA_20240213_2H_E.coli_1.9.ser#48,FA_20240213_2H_E.coli_1.9.ser#49,FA_20240213_2H_E.coli_1.9.ser#50,FA_20240213_2H_E.coli_1.9.ser#51,FA_20240213_2H_E.coli_1.9.ser#52,FA_20240213_2H_E.coli_1.9.ser#53,FA_20240213_2H_E.coli_1.9.ser#54,FA_20240213_2H_E.coli_1.9.ser#55,FA_20240213_2H_E.coli_1.9.ser#56,FA_20240213_2H_E.coli_1.9.ser#57,FA_20240213_2H_E.coli_1.9.ser#58,FA_20240213_2H_E.coli_1.9.ser#59,FA_20240213_2H_E.coli_1.9.ser#60,FA_20240213_2H_E.coli_1.9.ser#61,FA_20240213_2H_E.coli_1.9.ser#62,FA_20240213_2H_E.coli_1.9.ser#63,FA_20240213_2H_E.coli_1.9.ser#64,FA_20240213_2H_E.coli_1.9.ser#65,FA_20240213_2H_E.coli_1.9.ser#66,FA_20240213_2H_E.coli_1.9.ser#67,FA_20240213_2H_E.coli_1.9.ser#68,FA_20240213_2H_E.coli_1.9.ser#69,FA_20240213_2H_E.coli_1.9.ser#70,FA_20240213_2H_E.coli_1.9.ser#71,FA_20240213_2H_E.coli_1.9.ser#72,FA_20240213_2H_E.coli_1.9.ser#73,FA_20240213_2H_E.coli_1.9.ser#74,FA_20240213_2H_E.coli_1.9.ser#75,FA_20240213_2H_E.coli_1.9.ser#76,FA_20240213_2H_E.coli_1.9.ser#77,FA_20240213_2H_E.coli_1.9.ser#78,FA_20240213_2H_E.coli_1.9.ser#79,FA_20240213_2H_E.coli_1.9.ser#80,FA_20240213_2H_E.coli_1.9.ser#81,FA_20240213_2H_E.coli_1.9.ser#82,FA_20240213_2H_E.coli_1.9.ser#83,FA_20240213_2H_E.coli_1.9.ser#84,FA_20240213_2H_E.coli_1.9.ser#85,FA_20240213_2H_E.coli_1.9.ser#86,FA_20240213_2H_E.coli_1.9.ser#87,FA_20240213_2H_E.coli_1.9.ser#88,FA_20240213_2H_E.coli_1.9.ser#89,FA_20240213_2H_E.coli_1.9.ser#90,FA_20240213_2H_E.coli_1.9.ser#91,FA_20240213_2H_E.coli_1.9.ser#92,FA_20240213_2H_E.coli_1.9.ser#93,FA_20240213_2H_E.coli_1.9.ser#94,FA_20240213_2H_E.coli_1.9.ser#95,FA_20240213_2H_E.coli_1.9.ser#96,FA_20240213_2H_E.coli_1.9.ser#97,FA_20240213_2H_E.coli_1.9.ser#98,FA_20240213_2H_E.coli_1.9.ser#99,FA_20240213_2H_E.coli_1.9.ser#100,FA_20240213_2H_E.coli_1.9.ser#101,FA_20240213_2H_E.coli_1.9.ser#102,FA_20240213_2H_E.coli_1.9.ser#103,FA_20240213_2H_E.coli_1.9.ser#104,FA_20240213_2H_E.coli_1.9.ser#105,FA_20240213_2H_E.coli_1.9.ser#106,FA_20240213_2H_E.coli_1.9.ser#107,FA_20240213_2H_E.coli_1.9.ser#108,FA_20240213_2H_E.coli_1.9.ser#109,FA_20240213_2H_E.coli_1.9.ser#110,FA_20240213_2H_E.coli_1.9.ser#111,FA_20240213_2H_E.coli_1.9.ser#112,FA_20240213_2H_E.coli_1.9.ser#113,FA_20240213_2H_E.coli_1.9.ser#114,FA_20240213_2H_E.coli_1.9.ser#115,FA_20240213_2H_E.coli_1.9.ser#116,FA_20240213_2H_E.coli_1.9.ser#117,FA_20240213_2H_E.coli_1.9.ser#118,FA_20240213_2H_E.coli_1.9.ser#119,FA_20240213_2H_E.coli_1.9.ser#120,FA_20240213_2H_E.coli_1.9.ser#121,FA_20240213_2H_E.coli_1.9.ser#122,FA_20240213_2H_E.coli_1.9.ser#123,FA_20240213_2H_E.coli_1.9.ser#124,FA_20240213_2H_E.coli_1.9.ser#125,FA_20240213_2H_E.coli_1.9.ser#126,FA_20240213_2H_E.coli_1.9.ser#127,FA_20240213_2H_E.coli_1.9.ser#128,FA_20240213_2H_E.coli_1.9.ser#129,FA_20240213_2H_E.coli_1.9.ser#130
1.77998,-176.615,-268.214,-139.714,15.5521,136.523,37.1796,20.3337,-110.584,315.323,75.0419,-296.400,22.5393,-101.370,18.0715,59.6859,-5.81205,-41.7739,-99.3273,199.476,-86.6441,-48.5519,-164.894,80.2227,-237.492,-89.8156,-65.0343,-166.758,-32.9836,-177.074,-88.9269,-40.4549,-122.351,-443.946,17.7717,-22.7956,17.6894,-95.9632,-170.184,124.469,201.191,64.9909,34.0180,2.51830,80.5393,-171.938,-47.6647,-163.445,-251.524,13.4522,-108.195,-142.612,30.0318,-177.268,-90.8947,-116.921,31.9165,21.6242,-182.686,40.5769,78.1022,-116.248,-95.2041,9.61576,53.2295,-132.736,-52.8077,-7.97091,-195.354,-78.4352,-155.869,160.426,225.977,-173.216,-278.839,-51.6992,337.956,-4.28416,21.4964,15.0661,20.2355,-53.0744,-16.3133,-271.911,226.525,258.677,-71.2373,-127.518,139.139,27.3461,244.093,240.860,-250.284,-225.148,-13.9132,-98.3111,-84.9603,62.9692,-157.395,-130.455,-289.148,-108.163,163.140,-152.042,-101.267,-190.189,-11.0143,333.335,-103.642,152.797,-79.2908,-37.9925,-22.1195,-0.630866,49.3521,59.2272,-176.559,93.5022,-32.6011,327.548,-71.1513,129.309,-84.6688,-124.857,-154.628,-136.900,-149.335,137.061,-96.9985,-133.014,103.442
1.78405,-159.725,-274.424,-171.820,16.1943,129.820,46.8889,11.6025,-120.102,305.350,67.2491,-285.466,14.1761,-83.5183,28.9910,86.1791,-3.52711,-33.7469,-62.2388,177.649,-97.8012,-59.3146,-156.387,50.2075,-258.749,-89.5483,-68.7938,-182.274,-53.9348,-174.467,-97.0846,-53.0304,-98.2568,-443.234,15.3377,-13.3642,2.08927,-76.7207,-190.317,105.768,211.668,53.4270,27.4547,-27.7620,66.5984,-201.170,-45.0143,-137.495,-260.096,27.4045,-99.5108,-70.7356,29.0161,-164.097,-115.061,-129.804,50.4302,-4.59376,-166.056,17.6293,67.8061,-120.212,-114.034,15.2856,42.9773,-113.235,-45.2231,4.26064,-192.428,-78.6163,-160.344,138.384,223.337,-165.094,-263.849,-73.9693,326.207,-23.9191,-46.3583,14.6137,27.1520,-53.1333,-49.6755,-256.916,215.272,265.597,-94.0028,-129.880,147.005,22.6244,208.876,238.267,-271.280,-207.973,-29.8166,-141.504,-126.597,74.7239,-161.632,-134.529,-275.814,-87.5208,165.558,-125.136,-108.346,-186.904,-0.0516104,320.217,-103.536,166.125,-84.8878,-42.7613,-11.4271,-7.52893,29.8302,49.3279,-162.095,57.0010,-41.5953,299.468,-81.0440,136.932,-72.8808,-131.942,-146.800,-92.0014,-158.398,176.707,-96.8381,-130.466,89.0483
1.78812,-143.785,-288.091,-207.704,14.3606,125.838,49.8929,2.01199,-124.755,291.689,52.6755,-263.379,0.843804,-61.9179,39.7829,115.538,-3.06029,-23.8521,-17.9432,156.512,-116.133,-69.4483,-146.095,22.5623,-278.823,-85.7527,-70.8739,-195.056,-69.5428,-173.603,-104.157,-70.2038,-75.3497,-433.524,17.6256,-5.34158,-12.3857,-60.6752,-211.382,83.0557,207.867,32.4772,24.8926,-52.0672,51.3622,-234.796,-38.7511,-113.001,-269.466,33.8442,-84.6012,-6.54999,30.5126,-139.985,-138.957,-134.273,65.8555,-33.1465,-150.654,5.03538,53.2201,-120.017,-134.543,18.1689,33.2358,-87.2736,-51.7047,11.8871,-191.632,-76.8789,-166.331,122.214,212.293,-160.079,-244.092,-99.9035,308.693,-48.8073,-116.025,17.5081,27.1265,-54.8863,-85.0512,-240.857,206.883,271.544,-113.406,-131.823,143.608,11.8163,165.876,223.788,-284.040,-182.584,-47.7524,-179.274,-171.680,86.7659,-164.456,-137.664,-249.835,-77.9962,175.131,-97.3989,-110.333,-183.536,14.5955,303.564,-102.483,176.859,-78.2738,-40.3383,-1.77835,-8.99353,10.7976,51.0385,-148.613,31.1937,-48.2233,266.289,-80.3581,135.712,-53.0172,-142.208,-134.100,-47.0263,-169.382,213.256,-91.6390,-125.623,69.4436
1.79219,-127.010,-305.821,-246.102,9.84158,125.619,47.4134,-7.06844,-122.737,274.211,32.4179,-234.437,-14.3195,-36.7112,48.6992,146.448,-6.18368,-10.2915,28.3912,137.462,-139.473,-78.2129,-135.044,-0.952278,-294.483,-77.6450,-70.1046,-204.225,-79.1925,-171.171,-108.054,-91.1216,-53.0989,-416.478,25.5475,2.83476,-27.0414,-48.8291,-235.158,57.6654,190.805,4.95196,25.5655,-67.2370,35.4166,-269.197,-28.0474,-91.4909,-279.143,32.1225,-65.5321,45.1490,29.7105,-108.841,-161.814,-129.908,73.2783,-59.9914,-138.648,3.08670,37.5925,-115.826,-151.600,17.6387,26.4620,-56.3347,-70.6865,13.4882,-192.984,-72.0276,-170.982,112.092,195.779,-156.873,-219.681,-124.541,284.642,-76.3840,-184.172,22.7909,20.5912,-55.0199,-116.106,-225.026,201.124,274.933,-126.445,-132.649,129.488,-3.20820,119.546,197.245,-286.530,-151.630,-66.5096,-209.203,-217.420,96.9469,-162.886,-142.979,-211.340,-81.2232,192.432,-71.0276,-106.356,-178.341,30.1493,285.144,-98.3115,185.812,-59.5323,-30.8437,6.52178,-6.32417,-7.12609,64.3946,-137.707,19.6021,-49.4413,228.897,-69.5362,124.132,-26.1195,-151.389,-118.157,-5.09772,-179.107,243.772,-82.2171,-118.988,47.9549
1.79627,-108.047,-323.187,-284.457,2.03993,129.677,42.1280,-14.5062,-113.986,251.856,8.95940,-204.311,-29.3700,-8.01607,53.8091,176.010,-13.3720,8.06834,70.9218,121.837,-165.329,-85.4113,-124.853,-20.4652,-303.646,-65.0543,-67.3709,-208.948,-81.7407,-164.374,-106.551,-113.766,-30.8962,-394.131,39.1611,12.7659,-42.4215,-41.5552,-264.013,33.2412,166.714,-25.7676,28.5794,-71.0524,20.0335,-302.241,-13.8439,-74.1795,-288.748,24.3840,-45.7489,82.2133,22.7703,-76.0822,-183.822,-118.033,69.6724,-81.5426,-130.243,7.82642,24.1508,-108.935,-162.449,13.2200,22.5748,-22.9646,-98.0808,10.3916,-195.322,-61.5322,-172.515,106.410,176.978,-153.192,-191.559,-144.561,253.326,-103.647,-247.398,29.4375,8.68383,-51.1140,-137.486,-210.194,196.362,275.097,-131.753,-132.454,106.984,-19.8306,73.7048,161.075,-277.112,-119.415,-83.5953,-230.282,-261.445,104.018,-156.139,-153.346,-162.416,-97.0739,215.126,-47.1851,-97.1268,-169.971,43.5030,266.722,-89.7080,195.413,-29.7533,-14.6789,12.8206,-2.44619,-22.2271,86.0772,-130.681,23.4389,-44.3240,189.067,-50.9163,103.600,5.03351,-155.636,-101.580,31.8529,-184.356,265.827,-70.3909,-111.376,27.3824
1.80034,-87.6317,-336.813,-319.093,-10.1920,137.020,37.1202,-19.6858,-100.133,223.175,-14.4690,-178.671,-43.4292,23.9922,53.4623,200.591,-24.2254,31.0235,104.164,109.425,-190.799,-90.7089,-117.482,-37.4919,-304.704,-48.7358,-64.5475,-208.154,-75.9715,-152.587,-98.5671,-135.394,-7.88720,-368.166,57.8224,24.9694,-57.3668,-38.9102,-299.567,15.4302,144.188,-57.1326,32.3682,-63.6886,6.40628,-333.041,2.25788,-61.4401,-297.843,14.9111,-28.8096,105.036,8.79313,-46.8980,-205.709,-101.002,54.8421,-95.8360,-124.026,13.3777,15.2445,-101.072,-165.691,4.54693,20.2812,10.3387,-128.432,5.33682,-196.424,-42.4049,-170.573,102.160,158.450,-145.986,-161.287,-159.233,214.939,-127.809,-302.659,37.0710,-7.54312,-42.9952,-146.079,-196.457,190.218,272.185,-129.902,-132.165,79.8274,-36.1127,30.5916,118.827,-255.282,-90.1604,-95.6700,-241.800,-302.077,108.695,-145.369,-169.173,-107.277,-123.254,238.956,-26.7314,-84.4240,-158.478,51.8029,249.216,-76.5286,207.813,8.84392,6.55136,16.3991,0.0157024,-31.7969,109.731,-128.369,41.0344,-34.4415,149.123,-27.8539,78.5012,37.5446,-152.809,-88.0562,63.5551,-182.616,278.161,-58.6489,-103.955,9.24918
1.80441,-68.7390,-345.238,-346.150,-27.6341,144.499,34.2117,-22.7774,-83.1488,187.358,-35.1167,-161.981,-56.0429,58.6161,47.0317,217.465,-37.8851,56.9451,124.175,98.1433,-212.816,-92.8232,-114.333,-53.7749,-295.967,-30.2877,-62.4949,-200.667,-62.3556,-137.643,-85.0425,-153.318,16.6875,-339.672,80.1077,39.0903,-70.2509,-40.7118,-341.564,9.39802,129.417,-87.8045,34.2727,-47.7208,-4.92957,-360.680,19.0643,-52.6776,-305.920,8.46090,-16.9869,116.076,-10.0624,-24.2408,-227.568,-81.1822,30.8154,-102.171,-118.081,15.0405,11.7150,-93.3912,-160.394,-8.07900,18.5875,41.6396,-156.351,-0.118974,-193.543,-13.0235,-165.105,95.5101,141.325,-131.767,-130.611,-170.124,171.600,-147.193,-348.154,45.8417,-28.0703,-32.7405,-141.265,-183.363,181.133,266.245,-122.432,-133.284,52.4567,-51.0163,-9.14199,73.7223,-222.555,-66.3708,-99.8569,-243.019,-338.083,113.174,-132.323,-187.830,-51.2483,-155.189,259.246,-10.6595,-70.3892,-145.134,52.4370,232.520,-60.5338,222.868,52.9033,29.9895,16.8885,-0.288584,-33.3230,128.580,-130.943,67.9150,-22.3470,111.236,-4.13321,54.5486,69.4903,-142.813,-81.4138,90.1471,-173.038,280.831,-49.2989,-97.9736,-5.69301
1.80848,-54.6561,-348.411,-363.060,-49.6378,147.786,32.9903,-24.8184,-63.9821,144.975,-51.6370,-156.361,-66.5701,93.9133,35.4893,226.159,-53.0337,83.5426,129.240,85.1966,-228.486,-89.5362,-115.098,-70.0763,-276.283,-11.7642,-60.2956,-185.760,-43.9950,-122.491,-68.7780,-165.367,42.8969,-309.530,103.628,54.6281,-80.7907,-46.1105,-387.489,16.8179,123.369,-116.852,31.1288,-26.7956,-13.9990,-383.309,36.1352,-46.7616,-312.331,8.88272,-10.6777,119.293,-30.0753,-8.27933,-247.900,-60.4010,0.891292,-100.496,-110.839,11.1078,12.6409,-85.6804,-146.547,-22.8407,17.2220,69.4973,-178.229,-6.99221,-184.359,24.8357,-155.224,82.7722,124.921,-107.723,-101.205,-179.849,127.805,-161.556,-383.541,55.8317,-54.3083,-23.0753,-124.764,-170.405,169.737,256.678,-110.865,-137.494,29.0394,-63.5771,-45.3970,28.0081,-182.573,-48.7903,-95.2616,-234.076,-368.357,119.481,-118.447,-204.950,1.06311,-187.143,272.424,0.240127,-57.2806,-130.878,43.2812,216.088,-45.6220,237.701,98.3908,52.5371,14.8780,-3.58692,-25.8879,138.437,-138.018,97.6884,-9.79174,76.8178,16.1850,36.8635,100.147,-126.951,-83.9370,110.936,-156.969,275.290,-43.4781,-94.1887,-16.5180
1.81256,-46.5547,-347.057,-369.727,-73.9324,143.718,31.5650,-27.1018,-42.3025,98.2010,-64.0982,-160.900,-74.0087,126.547,21.4424,228.606,-67.8043,108.657,120.032,68.3283,-235.354,-78.8294,-117.368,-85.4193,-246.277,4.66291,-56.4037,-163.680,-25.2911,-109.266,-53.6800,-170.137,69.7092,-279.136,125.279,71.0580,-90.5369,-53.1443,-433.015,34.7083,123.022,-142.724,20.5600,-4.04949,-20.8913,-398.716,53.5147,-42.8009,-316.106,18.5483,-8.99381,119.391,-47.8419,2.56175,-263.635,-40.3413,-31.0295,-91.2550,-101.354,2.70316,15.7674,-76.2983,-126.128,-36.4688,15.8956,93.0354,-193.309,-17.7096,-168.094,65.4523,-139.628,61.6178,107.241,-72.9823,-74.7467,-190.380,89.4165,-171.389,-409.106,66.4637,-88.5745,-15.2951,-100.305,-157.410,158.440,242.932,-96.7805,-145.885,12.4670,-71.9343,-77.4785,-17.3515,-140.228,-37.6572,-83.5684,-216.949,-391.764,128.148,-104.810,-216.625,47.2014,-214.212,276.936,5.99227,-47.4033,-115.057,23.5573,199.930,-36.7466,248.428,141.384,72.0242,12.2122,-9.35722,-10.8858,139.050,-148.824,123.484,2.65958,46.0616,29.0301,28.9642,129.385,-107.174,-95.3344,124.612,-137.531,264.109,-40.8226,-92.1061,-21.6563
1.81663,-42.7472,-342.635,-368.496,-96.9480,132.139,28.1700,-30.2762,-17.4003,50.7012,-73.1726,-172.122,-77.0520,152.839,8.46833,227.977,-80.0691,130.194,99.5492,46.4242,-232.027,-60.4640,-117.343,-97.0052,-208.720,16.8338,-50.3306,-135.666,-9.40563,-98.2194,-43.7382,-167.341,94.9462,-250.954,142.051,87.5076,-102.045,-59.0556,-473.105,56.9910,124.692,-163.295,1.89827,18.7424,-25.4871,-405.852,71.4556,-40.7975,-315.742,38.1927,-10.8852,120.611,-61.4378,10.0978,-271.386,-23.1906,-61.2293,-75.1813,-89.2243,-7.72908,18.3665,-63.0922,-103.191,-45.8651,13.7039,112.367,-203.125,-33.6699,-146.071,101.149,-118.145,32.0946,86.3229,-28.9692,-53.0590,-201.587,61.2193,-176.950,-424.952,76.3752,-132.653,-8.58562,-72.8330,-144.337,149.518,225.819,-82.3791,-157.903,4.07214,-73.4607,-103.723,-62.7802,-100.258,-33.6213,-68.3510,-195.248,-407.242,138.148,-92.2324,-221.108,87.0600,-233.681,273.045,7.65355,-42.8207,-96.0255,-5.37663,185.235,-37.8195,252.629,178.792,87.7597,11.1695,-16.5415,8.42289,133.030,-162.091,139.654,14.8102,18.0338,31.1611,32.4503,156.508,-85.5989,-112.951,130.501,-118.392,249.903,-40.1464,-89.4595,-19.0030
1.82070,-40.3013,-337.306,-362.832,-114.344,115.877,21.9213,-33.9349,10.5918,7.03408,-79.2416,-185.531,-74.3424,170.337,-0.113323,227.076,-87.9860,145.801,72.4161,19.9232,-218.948,-36.7884,-111.319,-101.142,-167.531,22.9456,-43.1333,-103.542,3.16182,-88.1091,-41.7896,-158.246,115.817,-228.138,151.915,102.705,-117.891,-61.6427,-503.307,77.2659,126.072,-176.916,-23.7199,40.8217,-27.5883,-405.785,90.2119,-41.6234,-309.333,66.7694,-15.7431,125.377,-70.4701,15.3794,-269.401,-11.4930,-87.1533,-52.8010,-74.1680,-18.1138,17.8177,-44.8086,-82.6541,-50.1384,9.71794,128.700,-209.833,-53.8867,-121.259,125.914,-92.4439,-3.16068,61.5580,20.9693,-37.9072,-211.032,44.6805,-178.114,-430.952,84.0684,-186.117,-1.20727,-47.2855,-130.954,143.738,207.768,-70.4249,-170.779,4.32634,-66.4586,-121.774,-109.202,-66.1630,-37.3290,-53.6235,-172.971,-414.002,147.751,-81.2424,-218.910,121.769,-244.988,261.650,6.80722,-44.7775,-72.6760,-39.9192,174.065,-49.8501,250.560,208.777,100.527,12.8162,-23.9909,28.4519,123.396,-175.788,143.520,26.2334,-8.16676,21.2058,46.8879,179.571,-63.9688,-132.930,129.596,-102.501,234.274,-40.6443,-82.5100,-6.42250
1.82477,-37.3952,-333.205,-355.656,-122.398,99.1785,12.4854,-36.8196,39.9671,-28.7101,-82.1118,-197.186,-65.0476,178.501,-2.47154,227.189,-90.2598,153.425,43.1646,-8.79811,-198.291,-11.8766,-97.3996,-95.0732,-126.397,22.4854,-36.3811,-69.5298,14.0199,-77.4331,-48.4029,-145.606,129.802,-213.029,154.303,115.358,-139.943,-60.8040,-520.705,90.8652,126.177,-183.189,-53.5967,61.2598,-26.9982,-401.114,109.514,-46.2904,-295.237,101.443,-23.1357,133.776,-75.4895,18.7182,-258.752,-7.35353,-107.762,-24.3434,-55.6575,-27.4296,11.6728,-21.8510,-68.7103,-51.3568,4.15443,143.410,-215.007,-75.4803,-97.1787,138.231,-65.0606,-39.8880,34.1231,71.9110,-30.5234,-215.661,37.8884,-174.922,-427.238,88.9309,-245.798,7.89797,-27.3215,-116.969,140.767,191.507,-63.3600,-180.079,13.4779,-52.0539,-129.099,-156.362,-39.9912,-48.1502,-42.2875,-153.437,-411.661,155.418,-72.1092,-211.564,152.144,-248.997,243.001,4.66030,-52.9730,-44.9923,-74.9009,168.350,-70.6095,244.635,231.109,112.274,16.1705,-31.0469,46.9382,111.745,-187.184,136.299,36.2386,-31.9003,0.305640,70.0391,196.080,-42.9974,-151.981,124.679,-91.5852,218.138,-42.6214,-67.3299,17.2151
1.82885,-34.2277,-331.295,-348.403,-120.191,86.0360,-0.329257,-37.3671,67.5103,-54.4244,-81.3747,-204.455,-49.2052,178.260,1.05616,227.632,-85.9857,152.492,14.5022,-35.6677,-172.821,10.5249,-76.4812,-78.6604,-87.9621,17.2584,-30.9232,-36.3102,25.5093,-65.5924,-61.4834,-132.673,135.272,-205.668,149.991,124.458,-168.662,-58.7917,-524.182,95.5517,124.796,-182.816,-83.6537,78.0153,-23.3179,-394.145,127.970,-55.0165,-272.881,138.047,-32.1340,144.316,-77.4675,20.3025,-242.627,-11.8787,-122.812,9.41105,-33.3309,-35.1177,-2.23285,4.16474,-63.5499,-53.6042,-1.24082,156.643,-219.409,-95.1351,-76.6537,141.087,-38.1683,-73.8799,6.36632,117.834,-31.4133,-214.412,37.5808,-167.849,-414.940,91.5419,-306.988,18.4237,-14.4074,-102.153,140.215,178.749,-62.2310,-181.318,31.2136,-34.3055,-123.735,-202.156,-22.6234,-63.3742,-35.1225,-139.058,-400.343,160.189,-64.9826,-200.703,178.169,-247.132,216.302,1.46760,-65.2701,-13.4226,-104.912,168.704,-95.9712,238.133,247.384,125.229,19.1413,-37.6657,63.4911,98.0093,-193.373,122.223,43.6749,-50.6792,-28.0245,98.5095,204.467,-22.2824,-168.856,119.465,-86.2944,203.101,-47.1876,-41.5478,50.5615
1.83292,-32.1432,-330.732,-341.040,-110.758,79.3692,-16.5680,-34.3876,89.2735,-70.4099,-76.8632,-205.906,-27.4341,171.404,8.07154,226.068,-74.6737,144.336,-12.9067,-56.0328,-144.787,28.5279,-51.7366,-54.7423,-53.6685,11.2508,-26.7001,-6.68166,39.6269,-53.3946,-76.9172,-121.776,131.838,-203.685,140.388,129.047,-202.661,-58.9279,-514.305,91.2256,122.251,-177.150,-108.827,88.2131,-16.1033,-385.188,143.492,-66.6069,-243.144,172.018,-40.9046,155.258,-77.4748,20.3920,-224.413,-25.2719,-131.958,46.0599,-8.01176,-40.2129,-25.0683,31.4255,-66.5724,-61.0302,-4.23995,166.955,-222.997,-110.395,-60.6513,139.477,-13.5592,-102.404,-19.4950,152.790,-40.5283,-209.555,41.1076,-157.476,-396.796,92.9373,-365.021,28.9481,-7.79410,-86.0975,141.711,170.213,-66.3509,-171.867,55.8731,-18.1917,-105.205,-243.685,-13.9493,-78.8592,-30.8339,-131.403,-380.606,161.523,-59.9562,-188.393,199.772,-240.551,180.633,-3.36064,-78.6414,21.5741,-125.948,173.860,-121.553,233.983,260.443,140.395,20.2005,-44.1142,79.0354,81.4411,-192.213,106.144,46.4768,-61.4638,-58.9376,128.404,204.811,-1.11551,-184.413,117.173,-86.4242,191.914,-55.4518,-5.60322,89.0151
1.83699,-32.5620,-329.057,-332.608,-99.6614,80.8489,-36.0554,-27.7480,101.691,-78.5951,-68.6013,-200.997,-0.792944,160.284,15.0499,219.451,-56.7575,131.399,-39.1764,-66.1757,-115.502,41.8675,-26.9664,-27.9981,-23.8707,8.69686,-23.2486,17.2944,57.3280,-42.3583,-89.9690,-113.491,120.607,-203.540,126.758,127.862,-238.816,-64.1129,-493.236,79.3178,118.953,-167.990,-124.059,89.3516,-5.86092,-372.345,155.001,-78.5399,-208.320,199.592,-47.1402,165.591,-76.4011,19.0066,-206.248,-47.3368,-134.712,81.4086,17.9658,-41.3360,-55.9820,58.7418,-74.5217,-75.6410,-3.84031,172.571,-225.017,-120.250,-47.9024,137.529,6.65853,-124.872,-42.5807,172.470,-57.3220,-205.526,46.8629,-144.159,-376.855,93.8791,-415.687,37.7139,-5.48229,-68.2829,144.216,166.237,-74.0004,-151.952,84.0614,-6.88454,-74.9614,-278.619,-13.1240,-90.8199,-26.9797,-130.976,-353.167,158.765,-56.9869,-177.716,217.592,-229.896,136.574,-10.7355,-90.9369,59.1943,-136.579,181.274,-143.395,234.040,272.961,156.466,19.2368,-50.8118,95.0373,61.9254,-183.245,91.3032,41.5781,-62.3977,-87.6589,155.779,198.308,20.4653,-200.413,119.350,-91.2114,187.178,-67.8834,37.3442,125.829
1.84106,-36.8023,-322.926,-321.893,-92.0866,90.6924,-58.5358,-18.7023,102.575,-81.6663,-56.4327,-190.309,28.6879,147.369,18.8018,205.267,-34.0554,116.045,-63.7700,-64.7733,-85.5871,50.5156,-5.20878,-3.17329,2.16352,11.5901,-20.0373,34.9580,78.3857,-33.1262,-96.8690,-106.650,104.029,-202.102,109.869,119.657,-272.787,-76.0129,-464.335,62.4593,115.005,-157.390,-125.957,80.1630,5.00430,-352.929,163.625,-87.7806,-172.013,218.872,-49.2510,175.317,-74.7209,15.8123,-188.613,-77.8562,-131.046,110.482,42.0658,-37.8086,-91.6782,86.0117,-82.8679,-95.8263,-0.899640,172.924,-224.393,-125.263,-35.9657,136.953,19.9087,-142.593,-63.3376,175.060,-80.3113,-206.330,53.7561,-128.281,-359.105,94.7724,-455.003,43.7276,-5.64081,-48.8368,145.685,166.601,-83.3182,-124.090,110.963,-0.135867,-36.0065,-305.679,-19.1592,-97.4290,-21.0167,-136.653,-319.037,150.787,-55.8443,-172.367,232.779,-215.879,87.2154,-21.3402,-101.702,97.8924,-137.890,188.477,-158.048,239.125,286.313,170.299,17.2895,-58.3686,113.016,40.7190,-167.927,78.7882,25.9208,-53.8728,-110.427,177.084,186.483,40.9162,-218.105,125.690,-99.7575,189.644,-83.7938,82.7710,154.608
