,FA_20240108_2H_yeast_1.7.ser#1,FA_20240108_2H_yeast_1.7.ser#2,FA_20240108_2H_yeast_1.7.ser#3,FA_20240108_2H_yeast_1.7.ser#4,FA_20240108_2H_yeast_1.7.ser#5,FA_20240108_2H_yeast_1.7.ser#6,FA_20240108_2H_yeast_1.7.ser#7,FA_20240108_2H_yeast_1.7.ser#8,FA_20240108_2H_yeast_1.7.ser#9,FA_20240108_2H_yeast_1.7.ser#10,FA_20240108_2H_yeast_1.7.ser#11,FA_20240108_2H_yeast_1.7.ser#12,FA_20240108_2H_yeast_1.7.ser#13,FA_20240108_2H_yeast_1.7.ser#14,FA_20240108_2H_yeast_1.7.ser#15,FA_20240108_2H_yeast_1.7.ser#16,FA_20240108_2H_yeast_1.7.ser#17,FA_20240108_2H_yeast_1.7.ser#18,FA_20240108_2H_yeast_1.7.ser#19,FA_20240108_2H_yeast_1.7.ser#20,FA_20240108_2H_yeast_1.7.ser#21,FA_20240108_2H_yeast_1.7.ser#22,FA_20240108_2H_yeast_1.7.ser#23,FA_20240108_2H_yeast_1.7.ser#24,FA_20240108_2H_yeast_1.7.ser#25,FA_20240108_2H_yeast_1.7.ser#26,FA_20240108_2H_yeast_1.7.ser#27,FA_20240108_2H_yeast_1.7.ser#28,FA_20240108_2H_yeast_1.7.ser#29,FA_20240108_2H_yeast_1.7.ser#30,FA_20240108_2H_yeast_1.7.ser#31,FA_20240108_2H_yeast_1.7.ser#32,FA_20240108_2H_yeast_1.7.ser#33,FA_20240108_2H_yeast_1.7.ser#34,FA_20240108_2H_yeast_1.7.ser#35,FA_20240108_2H_yeast_1.7.ser#36,FA_20240108_2H_yeast_1.7.ser#37,FA_20240108_2H_yeast_1.7.ser#38,FA_20240108_2H_yeast_1.7.ser#39,FA_20240108_2H_yeast_1.7.ser#40
4.02398,12.6038,-101.438,15.4946,-221.982,298.323,608.299,-395.462,-61.9211,109.170,-399.954,-422.746,291.938,-190.377,353.789,-298.934,106.754,17.9407,263.823,-397.765,-285.653,299.536,-128.327,-447.405,268.315,-157.039,112.474,-163.628,287.673,-242.018,392.715,-245.474,116.641,372.011,29.3911,411.831,-132.713,-493.342,278.186,-110.451,96.8756
4.03212,-8.06421,-14.3110,-9.26453,-173.306,385.455,573.333,-426.734,71.7775,50.7047,-279.224,-349.158,263.563,-149.162,366.141,-200.504,100.062,29.9539,319.035,-436.487,-250.193,278.999,-63.1840,-452.075,228.224,-267.882,159.153,-151.359,263.063,-287.237,595.207,-245.931,22.2031,446.981,34.5941,362.819,-211.802,-467.209,168.043,-52.3904,65.3319
4.04027,-28.7323,-30.1598,-34.0237,-156.124,472.587,507.640,-380.227,205.476,-122.252,-108.549,-275.570,286.779,-107.946,362.787,-176.499,93.3694,73.5634,340.051,-475.208,-161.586,258.462,45.4409,-400.344,188.132,-378.725,238.392,-49.8884,185.954,-276.097,663.447,-246.388,43.1892,540.096,118.149,313.807,-233.567,-518.100,57.8999,-46.7030,33.7881
4.04841,-49.4004,-46.0084,-58.7828,-138.942,559.719,441.948,-333.720,339.175,-295.208,62.1256,-201.982,309.995,-66.7307,359.433,-152.494,86.6772,117.173,361.067,-513.930,-72.9788,237.925,154.066,-348.612,148.041,-489.569,317.631,51.5817,108.844,-264.958,600.173,-246.845,64.1753,508.788,201.704,264.796,-255.332,-568.991,-52.2429,-41.0156,2.24426
4.05656,-70.4100,-132.009,-108.576,-136.195,545.244,302.001,-402.146,351.307,-375.140,296.245,-165.576,287.101,-43.5089,364.423,-220.855,244.715,132.806,303.005,-446.370,-62.4323,309.753,349.335,-317.326,84.0076,-637.089,322.252,147.139,67.4998,-242.018,400.507,-167.944,114.017,420.128,169.130,270.053,-255.601,-573.117,-127.543,-60.3690,14.9960
4.06470,-91.4197,-218.010,-158.369,-133.447,530.769,162.054,-470.571,363.440,-455.073,465.570,-129.169,264.208,-20.2872,369.413,-289.215,402.752,148.440,244.943,-378.810,-51.8857,381.581,421.831,-286.040,19.9739,-784.610,326.874,112.949,26.1558,-219.079,200.840,-89.0424,163.859,331.469,136.557,275.310,-255.870,-577.243,-202.843,-79.7225,27.7478
4.07285,-112.429,-273.119,-208.162,-15.2231,547.260,-29.1022,-483.440,262.067,-482.963,535.004,-92.7625,225.838,2.93445,405.814,-261.888,593.736,132.477,152.686,-311.249,-41.3392,378.985,328.073,-271.675,-12.1364,-867.215,233.813,11.1837,16.3120,-162.325,69.6700,-40.8604,182.222,286.876,25.6309,280.568,-290.533,-482.338,-140.753,-99.0759,94.1910
4.08099,-133.439,-328.227,-257.955,103.001,563.751,-220.259,-496.309,160.695,-510.854,474.850,-56.3558,187.467,26.1561,442.215,-234.560,652.936,116.515,60.4279,-243.689,-30.7927,376.390,234.315,-257.310,-44.2468,-825.182,140.753,-90.5820,6.46814,-105.572,-61.5002,-133.110,200.585,242.283,-85.2948,285.825,-325.196,-387.433,-78.6639,-118.429,160.634
4.08914,-152.399,-350.512,-267.830,92.6261,591.854,-258.426,-396.677,59.9675,-508.822,332.354,29.6257,141.681,52.6200,391.581,-116.196,629.084,102.527,45.1110,-229.918,-4.96631,431.606,155.904,-173.147,-96.9742,-695.189,85.6797,-117.338,-46.6884,-72.7699,-2.25110,-289.725,268.790,301.375,-149.349,225.281,-297.161,-289.778,78.5414,-160.696,228.420
4.09728,-171.359,-372.796,-277.704,82.2513,619.958,-296.593,-297.045,-40.7600,-506.789,125.064,115.607,95.8940,79.0839,340.947,2.16882,473.449,88.5386,29.7941,-216.147,20.8601,486.821,77.4928,-88.9834,-149.702,-565.195,30.6066,-144.094,-99.8450,-39.9681,56.9982,-516.555,336.994,360.468,-213.404,164.737,-269.126,-192.122,235.747,-202.962,296.206
4.10543,-190.319,-395.081,-233.450,-43.6002,596.451,-334.760,-164.078,-48.6199,-377.254,-86.2765,171.844,105.567,105.548,306.018,120.533,328.796,106.147,117.065,-171.269,-6.46106,542.037,152.547,-21.7408,-149.224,-442.992,29.8010,-154.632,-205.502,-131.153,171.044,-752.162,381.590,367.718,-243.879,104.194,-206.697,-171.490,340.110,-192.856,363.991
4.11357,-209.279,-417.366,-189.196,-169.452,572.944,-372.928,-31.1121,-56.4797,-247.720,-297.617,228.081,218.421,132.011,271.089,238.898,184.142,123.755,204.336,-126.391,-33.7823,597.253,227.601,45.5016,-148.746,-320.788,28.9955,-165.169,-311.159,-222.337,285.091,-847.338,300.269,374.968,-274.354,43.6498,-144.268,-150.859,444.473,-182.750,431.777
4.12172,-197.109,-419.216,-143.590,-338.607,447.669,-469.186,66.9579,-32.7389,-152.663,-412.609,218.321,381.939,98.4961,308.145,238.150,60.2518,219.202,324.022,-105.005,-102.459,578.543,299.618,65.1544,-27.3914,-312.511,85.1709,-128.277,-255.377,-274.072,352.559,-827.133,179.435,286.633,-270.200,72.4801,-11.4375,-198.827,452.317,-179.354,469.529
4.12986,-184.938,-421.066,-97.9830,-507.762,322.395,-565.444,165.028,-8.99792,-182.506,-527.602,208.560,545.456,64.9806,345.200,237.403,-63.6387,314.650,443.707,-83.6188,-171.136,559.833,371.635,84.8073,93.9628,-304.235,141.346,-91.3845,-199.596,-325.806,420.028,-736.711,58.6008,198.297,-266.046,101.311,121.392,-246.795,460.161,-175.958,507.281
4.13801,-139.973,-422.917,-52.3763,-603.432,197.120,-528.557,207.542,-36.8502,-277.400,-567.001,169.055,635.458,83.3391,350.844,162.231,-154.583,410.097,483.603,-62.2328,-144.147,541.124,310.649,145.352,183.394,-264.798,121.547,-70.7104,-175.314,-276.097,323.106,-677.009,24.3346,86.6322,-261.893,206.117,237.025,-195.732,468.004,-141.138,491.341
4.14615,-95.0067,-424.767,-6.76965,-699.102,71.8451,-491.670,250.055,-64.7024,-372.294,-606.401,129.550,622.278,101.698,356.489,87.0590,-245.528,505.544,523.498,-40.8469,-117.158,522.414,249.662,273.580,272.825,-225.362,101.748,-50.0363,-151.033,-226.388,226.184,-617.308,-9.93182,-25.0327,-257.739,310.924,352.658,-144.669,475.848,-106.318,475.401
4.15430,-106.750,-402.161,2.97754,-739.659,-26.9797,-365.806,303.680,-60.3090,-333.182,-574.932,98.7209,546.222,91.5255,368.350,31.8223,-326.177,487.771,476.479,81.6362,4.16846,446.557,261.572,473.369,281.782,-218.708,54.8149,-185.463,-189.752,-243.604,84.0542,-643.913,10.8904,-108.184,-243.092,328.223,311.009,-81.2272,472.463,-83.2822,456.777
4.16244,-118.493,-379.554,12.7249,-780.215,-125.804,-239.942,357.305,-55.9154,-294.070,-543.463,67.8915,408.258,81.3534,380.211,-23.4144,-406.826,469.998,429.459,204.119,125.495,370.700,273.481,673.157,290.740,-212.055,7.88208,-320.891,-228.471,-260.819,-58.0754,-670.518,31.7125,-66.9121,-228.444,345.521,269.359,-17.7853,469.078,-60.2463,438.153
4.17059,-184.896,-356.948,-10.0045,-768.282,-152.375,-83.3525,333.151,20.7084,-254.957,-457.999,66.8070,283.192,19.3073,385.528,-78.6512,-487.475,452.225,279.852,233.282,214.932,241.683,336.546,839.104,299.698,-257.333,36.9237,-423.881,-193.689,-278.034,-57.7330,-697.123,105.000,-2.31091,-113.059,243.427,170.386,-31.3677,465.693,-173.380,419.528
4.17873,-251.298,-334.341,-32.7339,-756.349,-178.946,73.2374,308.997,97.3322,-215.845,-372.535,65.7225,158.125,-42.7389,390.845,-133.888,-568.123,434.452,130.245,262.445,304.370,112.666,399.611,1005.05,308.655,-302.612,65.9653,-526.872,-158.908,-295.250,-57.3905,-723.729,178.287,62.2903,2.32642,141.334,71.4133,-44.9501,462.307,-286.514,400.904
4.18688,-245.106,-383.818,17.6090,-700.456,-162.939,229.507,205.675,151.868,-174.130,-355.914,97.4816,137.852,18.7399,300.783,-52.9017,-561.260,475.593,101.036,231.986,229.880,18.2034,387.701,1076.52,278.374,-294.660,76.0133,-541.506,-93.9387,-312.289,-88.5563,-758.562,260.100,54.9594,126.806,115.217,61.6503,-52.6869,470.316,-420.433,439.327
4.19502,-238.914,-433.295,67.9519,-644.563,-146.932,385.777,102.353,206.403,-132.416,-339.294,129.240,117.578,80.2186,106.017,28.0845,-554.396,516.734,71.8265,201.527,155.390,-76.2595,375.791,1080.31,248.093,-286.707,86.0613,-556.141,-28.9696,-329.328,-119.722,-793.396,341.913,47.6284,251.286,89.1000,51.8873,-60.4237,478.325,-554.352,477.750
4.20317,-199.927,-396.529,150.771,-557.176,-79.3152,408.901,99.0330,126.797,-90.7015,-322.674,91.5945,190.168,141.697,-103.146,13.3823,-426.730,484.151,145.205,171.068,56.9840,-117.562,271.802,1084.10,164.606,-226.823,41.8417,-430.216,4.49939,-244.924,-118.010,-769.716,358.145,-11.5455,252.642,95.5444,76.5187,8.86377,486.334,-607.093,548.388
4.21131,-160.939,-256.787,233.591,-469.789,-11.6983,432.026,95.7126,47.1902,-48.9871,-306.053,53.9485,262.757,203.176,-312.309,-1.31982,-299.065,451.567,218.584,140.610,-41.4224,-158.865,167.814,1087.89,81.1187,-166.938,-2.37793,-304.292,37.9684,-160.520,-116.297,-746.037,248.459,-70.7194,253.997,101.989,101.150,78.1514,494.343,-659.834,619.026
4.21946,-133.567,-104.174,225.746,-365.344,-13.7546,378.336,24.3358,6.27844,-98.3451,-281.334,17.5419,368.880,255.577,-539.141,-145.600,-108.939,326.827,207.898,227.449,-91.9956,-50.6555,68.9403,1090.27,22.9044,-88.2281,-28.9606,-113.495,-11.9070,-23.2810,-20.7450,-697.489,117.132,-105.268,246.958,47.3807,148.711,261.600,440.923,-644.491,698.389
4.22760,-106.195,48.4399,217.902,-260.898,-15.8110,324.645,-47.0411,-34.6333,-147.703,-256.614,-18.8647,475.003,307.978,-765.973,-289.880,81.1862,202.088,197.212,314.289,-15.0145,57.5543,-29.9330,1024.97,-35.3099,-9.51794,-55.5432,77.3029,-61.7822,113.958,74.8073,-648.941,-14.1946,-139.816,239.918,-7.22742,196.272,445.049,387.503,-503.452,777.752
4.23575,-78.8224,104.514,210.058,-208.942,-7.54529,219.745,-151.752,-23.9519,-124.203,-307.488,93.4536,529.536,360.379,-919.512,-359.736,172.474,77.3483,152.329,357.061,120.429,165.764,-36.7271,880.701,-61.6009,69.1922,-6.15125,192.415,-59.1572,172.297,170.359,-600.394,-79.9401,-101.785,232.879,35.8486,186.509,581.733,302.377,-338.846,824.900
4.24389,-51.4501,160.587,202.214,-156.985,103.940,114.845,-256.462,-13.2705,-100.703,-358.361,205.772,584.069,412.779,-1073.05,-429.591,263.762,-47.3912,107.447,275.406,255.873,273.974,-43.5212,736.434,-87.8919,147.902,43.2407,307.527,-56.5322,230.636,265.912,-551.846,-145.686,-63.7529,225.839,78.9246,176.746,586.375,217.252,-174.239,872.048
4.25204,-45.9628,147.836,166.185,-132.074,252.883,87.5602,-292.422,18.1691,11.5923,-425.180,358.370,577.862,353.489,-1133.38,-404.091,256.040,-138.889,132.961,118.738,298.723,234.228,-73.0953,608.647,-53.9318,207.381,98.0594,344.588,-13.5886,291.925,197.929,-512.532,-73.0950,6.23499,176.301,102.074,165.057,543.801,150.043,4.56519,818.734
4.26018,-40.4755,135.085,130.156,-107.162,339.894,60.2749,-328.382,49.6085,123.888,-491.999,510.968,571.655,294.199,-1193.71,-378.591,248.318,-230.386,158.474,-37.9306,214.019,194.483,-102.669,593.665,-19.9717,266.860,152.878,381.650,29.3550,353.213,129.947,-473.219,-0.504517,76.2230,126.763,125.223,153.368,501.227,82.8348,183.370,765.420
4.26833,-2.19263,225.309,94.1276,-50.7560,292.719,145.651,-331.008,132.641,184.142,-558.818,561.937,580.925,141.535,-1180.74,-321.195,163.723,-184.967,240.981,-112.943,84.1392,101.577,-101.550,680.208,13.9883,232.861,175.136,364.650,72.2987,470.860,7.16724,-398.797,72.0861,52.8937,77.2242,37.1205,221.933,373.376,15.6262,359.555,636.937
4.27647,36.0902,315.534,58.0990,5.64954,245.544,231.027,-333.634,215.674,244.396,-625.637,493.926,590.195,-11.1283,-1167.77,-263.798,79.1271,-139.547,323.487,-63.5289,-45.7406,8.67200,-100.431,766.750,47.9484,198.861,197.395,347.650,115.242,588.506,-115.612,-324.375,144.677,29.5643,27.6859,-50.9818,290.498,245.525,-51.5824,410.046,508.455
4.28462,53.1926,369.717,72.1383,70.5847,130.632,307.442,-294.245,167.789,268.872,-624.962,347.835,544.973,-77.5513,-1084.46,-121.345,32.2821,-36.8591,334.752,59.7643,-149.046,-56.3245,-67.3403,856.113,56.9684,199.267,195.911,269.156,187.061,659.657,-154.826,-269.702,134.634,-18.3904,17.3235,-136.371,282.750,125.926,-96.3331,374.121,400.107
4.29276,70.2949,423.900,86.1776,135.520,15.7194,383.857,-254.856,119.904,293.348,-624.287,201.744,499.751,-143.974,-1001.15,21.1072,-14.5630,65.8287,346.017,245.271,-252.352,-121.321,-34.2493,877.793,65.9883,199.673,194.427,190.662,258.880,730.809,-194.040,-215.029,124.592,-66.3451,6.96106,-91.5139,275.002,6.32788,-141.084,338.197,291.759
4.30091,10.8744,375.107,132.693,147.966,-99.1931,368.094,-198.801,72.0193,265.782,-569.617,117.621,402.938,-96.2745,-802.660,216.720,-28.4620,221.177,300.289,399.671,-281.251,-154.421,-31.8514,806.408,106.932,239.028,247.210,112.168,215.198,723.059,-156.539,-160.355,114.550,-20.9825,52.5643,78.1614,250.057,-54.1268,-185.834,294.417,237.103
4.30905,-48.5463,326.314,179.209,160.411,-214.106,352.331,-142.745,24.1345,238.216,-514.947,33.4988,306.125,-48.5748,-604.172,412.333,-42.3611,376.526,254.561,491.857,-310.150,-187.522,-29.4535,667.341,147.875,153.745,299.994,33.6740,171.516,715.310,-119.037,-105.682,104.508,24.3801,98.1676,247.837,225.113,-114.581,-230.585,250.636,182.447
4.31720,-67.4849,232.469,185.130,90.1862,-269.344,177.017,-59.9536,33.6470,100.063,-502.798,-5.07666,189.644,-18.5446,-492.392,463.749,-69.3013,557.546,193.160,528.959,-232.920,-224.609,35.7693,497.604,230.884,-33.4556,300.545,-50.2263,213.475,665.469,-90.0974,-50.0945,143.652,116.401,30.4404,351.711,291.886,-196.012,-157.102,236.315,92.2196
4.32535,-86.4235,138.624,191.050,19.9612,-324.583,1.70374,22.8384,43.1594,-38.0909,-490.649,-43.6522,73.1621,11.4856,-380.612,515.165,-96.2415,738.566,131.759,441.633,-155.690,-261.697,100.992,327.867,313.893,-220.656,301.096,-134.127,255.435,615.628,-61.1578,5.49316,182.796,208.423,-37.2867,325.340,358.659,-211.421,-83.6179,221.995,1.99255
4.33349,-50.7028,147.755,164.494,-50.2639,-328.212,-150.565,105.630,104.265,-176.245,-478.500,-32.6527,49.5433,-10.3583,-284.538,492.156,-123.182,761.605,104.553,347.826,-46.5710,-298.784,135.522,217.353,380.940,-350.730,301.648,-142.341,297.394,509.429,-32.2181,61.0808,253.419,248.601,-138.593,274.547,425.433,-155.307,119.329,207.674,-56.0195
4.34164,-14.9821,156.886,137.937,-120.489,-331.841,-179.931,188.422,165.371,-314.398,-466.351,-21.6533,25.9246,-32.2020,-188.464,469.148,-150.122,784.644,77.3478,254.020,62.5479,-335.871,170.052,174.523,447.987,-356.167,302.199,-150.556,339.353,403.231,-3.27844,116.668,324.042,288.779,-239.900,223.755,492.206,32.8480,322.276,193.353,-114.032
4.34978,115.026,205.277,0.419189,-203.180,-338.695,-145.284,111.143,241.954,-293.175,-438.679,-36.0610,87.7524,45.1631,-21.7142,415.572,-155.784,749.099,168.403,245.757,44.1123,-349.701,106.747,212.771,414.277,-333.041,249.161,33.8218,306.499,313.235,-55.8494,245.398,320.558,257.025,-257.258,234.015,530.676,230.631,459.830,139.753,-33.7878
4.35793,245.034,253.668,-137.099,-285.872,-345.549,-110.638,33.8628,318.538,-271.952,-411.006,-50.4687,149.580,122.528,145.035,361.997,-161.447,713.553,259.459,237.494,25.6766,-363.531,43.4426,251.019,380.566,-309.915,196.123,218.199,273.646,223.239,-108.420,374.127,317.074,225.272,-274.616,244.275,569.145,362.394,470.564,86.1523,46.4559
4.36607,276.655,271.166,-220.489,-260.960,-352.404,-119.519,-10.0831,343.528,-157.054,-329.339,-64.8765,118.546,148.020,259.433,233.997,-68.2717,678.007,430.305,301.814,7.24109,-345.465,31.2933,297.727,293.650,-310.158,110.524,370.141,272.292,133.243,-62.3564,444.343,282.111,245.361,-236.009,308.805,481.502,418.507,415.245,63.9757,176.364
4.37422,308.276,288.664,-303.879,-110.073,-359.258,-128.401,-54.0291,368.518,-42.1567,-247.671,-79.2842,87.5106,173.511,373.830,105.997,24.9036,642.461,601.151,366.134,-11.1946,-327.399,19.1439,344.436,206.734,-310.402,24.9254,522.082,270.939,43.2473,-16.2927,514.559,247.148,265.450,-197.401,373.334,393.860,474.620,359.926,41.7991,306.273
4.38236,242.877,294.416,-328.490,69.6825,-351.114,-119.039,-1.27222,329.017,37.1251,-201.438,20.1755,-8.85864,108.385,347.041,14.8774,204.390,704.502,737.980,382.498,38.7975,-328.437,22.5010,402.248,187.821,-209.052,-24.7209,495.452,201.991,-15.2236,79.7732,525.713,332.855,269.338,-143.228,420.310,236.712,485.688,224.600,75.7596,424.268
4.39051,177.478,300.168,-353.102,249.438,-342.969,-109.677,51.4846,289.516,116.407,-155.205,119.635,-105.228,43.2584,320.251,-76.2424,383.877,766.542,874.808,398.861,88.7896,-329.476,25.8580,527.744,168.908,-107.703,-74.3673,468.823,133.043,-73.6945,175.839,536.867,418.561,273.226,-89.0549,467.287,79.5640,496.756,89.2749,109.720,477.834
4.39865,166.739,120.563,-345.236,342.586,-334.824,-49.1060,48.6851,250.016,226.914,-206.162,189.350,-186.120,-21.8678,277.756,-92.9380,486.490,860.179,931.846,363.380,138.782,-298.618,29.2151,667.341,224.483,-37.5128,-26.3320,366.508,64.0955,-165.980,173.271,583.129,409.831,277.115,-68.4614,416.579,48.5286,452.807,49.0654,49.4094,436.097
4.40680,155.999,-59.0413,-337.371,435.734,-326.680,11.4656,45.8855,210.515,337.420,-257.120,259.065,-267.012,-86.9940,235.261,-109.634,589.103,953.816,988.883,327.899,188.774,-267.760,32.5721,806.937,280.057,32.6772,21.7032,264.194,-4.85217,-258.265,170.702,629.391,401.100,281.003,-47.8678,365.872,17.4930,408.858,8.85583,-10.9012,265.501
4.41494,156.191,-206.466,-301.088,521.009,-270.796,47.7125,95.1700,254.207,403.692,-204.138,263.713,-217.316,-67.1765,190.802,-117.026,629.942,940.157,995.340,274.920,172.331,-251.521,113.301,865.455,326.321,191.152,86.6971,176.746,-7.51819,-290.671,157.859,586.420,377.286,234.344,15.3997,350.439,145.531,383.133,-37.9590,-8.36438,116.381
4.42309,156.383,-353.891,-264.806,606.284,-214.912,83.9595,144.455,297.900,469.963,-151.155,268.360,-167.620,-47.3590,146.344,-124.419,670.781,926.499,1001.80,221.941,155.889,-235.283,194.031,856.290,372.585,349.628,151.691,89.2976,-10.1843,-323.076,145.016,543.450,353.472,187.685,78.6671,335.006,273.569,357.408,-84.7738,-5.82751,-32.7391
4.43123,189.371,-470.422,-174.396,723.052,-128.062,120.206,249.296,413.824,421.743,42.2148,243.263,-117.924,24.3325,86.1802,-57.3872,634.747,818.051,928.462,168.962,192.594,-272.204,223.605,806.232,344.361,476.943,249.245,-30.5869,39.6500,-254.038,132.173,418.560,382.123,172.133,175.514,395.550,436.002,386.700,-57.6097,90.9805,-101.322
4.43938,222.359,-586.954,-83.9860,839.821,-41.2127,156.453,354.136,529.747,373.524,235.585,218.166,-68.2280,96.0239,26.0162,9.64453,598.712,709.603,855.127,115.983,229.299,-309.125,253.179,756.175,316.137,604.259,346.800,-150.472,89.4844,-185.000,119.330,293.671,410.774,156.580,272.361,456.094,598.434,415.993,-30.4456,187.788,-41.0446
4.44752,298.391,-574.122,-61.2355,902.787,75.3126,175.897,481.200,652.764,396.373,463.376,196.477,-147.830,213.754,56.9775,117.875,520.122,632.094,767.901,192.616,262.350,-317.473,240.550,684.967,324.659,655.786,509.475,-170.850,136.037,-62.5991,121.213,226.929,444.671,178.613,389.495,517.486,674.164,391.471,44.2766,230.914,57.1522
4.45567,374.423,-561.291,-38.4850,965.754,191.838,195.341,608.263,775.781,419.223,691.168,174.787,-227.433,331.483,87.9388,226.106,441.532,554.584,680.675,269.249,295.401,-325.821,227.921,613.758,333.180,707.312,672.151,-191.229,182.590,59.8022,123.097,160.188,478.568,200.646,506.630,578.877,749.894,366.950,118.999,274.040,155.349
4.46381,373.932,-486.673,-134.815,913.244,277.397,214.784,735.327,867.843,473.297,756.975,242.333,-214.173,376.589,275.957,281.177,395.889,635.056,593.448,439.203,381.600,-195.953,164.137,486.147,245.931,727.680,834.826,-135.922,176.643,216.018,157.859,222.175,512.466,222.679,623.764,520.877,685.181,358.934,140.879,369.539,186.432
4.47196,373.441,-412.056,-231.145,860.734,362.957,234.228,862.390,959.904,527.371,822.781,309.879,-200.912,421.695,463.974,336.247,350.245,715.527,506.222,609.156,467.799,-66.0843,100.353,358.536,158.682,748.047,997.502,-80.6146,170.696,372.234,192.621,284.163,546.363,244.713,740.898,462.878,620.468,350.917,162.759,465.038,217.514
4.48010,372.266,-361.895,-215.161,877.773,491.739,308.722,980.425,1135.80,506.636,835.942,456.745,-57.3860,438.919,626.797,362.080,389.711,880.256,534.407,676.068,542.704,73.0869,154.865,316.939,60.7925,760.624,1121.51,-6.38623,222.499,489.000,241.767,380.527,614.363,269.986,792.273,413.018,556.113,400.326,265.223,589.996,205.643
4.48825,371.092,-311.735,-199.176,894.812,620.522,383.217,1098.46,1311.70,485.901,849.104,603.611,86.1403,456.143,789.620,387.912,429.178,1044.98,562.592,742.980,617.609,212.258,209.377,275.342,-37.0973,773.202,1245.52,67.8422,274.302,605.765,290.913,476.891,682.363,295.260,843.648,363.158,629.335,449.734,367.687,714.954,193.772
4.49639,402.713,-286.031,-85.7621,943.344,749.305,488.437,1183.16,1436.01,472.972,933.808,688.508,281.257,477.257,837.269,445.641,567.482,1178.12,624.973,737.310,692.514,351.429,271.563,271.817,-4.63361,816.939,1250.14,261.005,378.605,606.998,394.856,573.255,750.363,434.588,895.022,389.275,728.353,408.363,586.404,839.913,313.446
4.50454,434.334,-260.327,27.6522,991.876,878.087,593.657,1267.86,1560.32,460.043,1018.51,654.425,476.374,498.371,884.917,503.370,705.786,1311.25,687.354,731.639,767.419,490.601,333.748,268.292,155.523,860.675,1254.76,454.167,482.909,608.231,498.799,669.619,818.363,573.916,946.397,415.392,827.371,366.993,805.121,964.871,561.979
